htid,author,title,year,authgender,female_category,gb_fraction
mdp.49015002055169,"Kavan, Anna,",Eagles' nest : | a novel / | $c: Anna Kavan.,1976,f,high_male,1.0
hvd.hn2hei,"Semple, Elizabeth,","Summer rambles, or, Conversations, instructive and entertaining",1801,f,high_female,1.0
uc1.b3579008,"Borrow, George,",The story of Tim;,1913,m,high_male,1.0
mdp.39015027553141,"Beaton-Jones, Cynon,",So Hi and the White Horse of Fu. | $c: Illustrated by John Ward.,1952,u,mixed,1.0
uc1.$b244161,"Powys, Theodore Francis,","The only penitent, | $c: by T. F. Powys.",1931,m,,1.0
hvd.hn2hep,"Kilner, Dorothy,","The rational brutes, or, Talking animals",1803,f,,1.0
uc1.b3347023,"Powys, Theodore Francis,",The dewpond : | a story / | $c: by T. F. Powys.,1928,m,,1.0
inu.30000118997760,"Bates, H. E. (Herbert Ernest),","The spring song ; and, In view of the fact that : | two stories / | $c: by H.E. Bates.",1927,m,mixed,1.0
uc1.b3548995,"Topolski, Feliks,",Portrait of G.B.S. / | $c: with an introduction by Hesketh Pearson.,1946,u,high_male,1.0
inu.30000000878250,"Bednarczyk, Czesław.",Kubus : | my friend the cat / | $c: Czesław Bednarczyk.,1988,u,high_male,1.0
mdp.39015057591961,"Mills, Magnus.",Once in a blue moon / | $c: Magnus Mills.,2003,m,high_male,1.0
mdp.39015063583309,"Southerns, Leonard.",An outline of relativity ...,1923,m,high_male,1.0
mdp.39015002711391,"Powys, Theodore Francis,",Uriah on the hill / | $c: by T.F. Powys.,1930,m,mixed,1.0
uc1.$b87224,"Davies, Rhys,",Arfon.,1931,m,high_male,1.0
hvd.hn2hej,"Semple, Elizabeth,","Summer rambles, or, Conversations, instructive and entertaining",1801,f,high_female,1.0
uc1.b3331938,,The little merchant,1855,u,high_male,1.0
uiuo.ark:/13960/t1bk1zz7x,"Ponsonby, Emily,",Violet Osborne,1865,f,high_female,0.9617486338797812
uiuo.ark:/13960/t00z7t18b,"Oliphant,",A house in Bloomsbury,1894,f,high_female,0.9598393574297188
uiuo.ark:/13960/t08w3w201,"Harris, Richard,",Mayfair to Millbank,1870,m,mixed,0.9589041095890412
uiuo.ark:/13960/t1vd7bz9n,"St. Aubyn, Alan.",The master of St. Benedict's,1893,f,high_female,0.9523809523809524
mdp.39015002741448,"(Sydney Castle), Roberts, S. C.",Zuleika in Cambridge / | $c: by S. C. Roberts.,1941,u,high_female,0.9473684210526312
uiuo.ark:/13960/t1jh46x85,"Walford, Lucy Bethia,",A stiff-necked generation,1889,f,,0.9411764705882354
uc1.$b63960,"Whitfield, Christopher.","Together and Alone, | two short novels | $c: by Christopher Whitfield, with engravings by John O'Conner.",1945,m,,0.935483870967742
njp.32101067179398,"Trollope, Frances Milton,",The life and adventures of a clever woman,1854,f,high_female,0.9318181818181818
uc1.b4105470,"Pain, Barry,",The octave of Claudius,1897,m,mixed,0.9310344827586212
uiuo.ark:/13960/t52f87g8b,"Yorke, Curtis.",A romance of modern London,1892,f,,0.9260869565217392
njp.32101067643617,"Conway, Hugh,",Living or dead,1886,m,mixed,0.9251700680272108
uc2.ark:/13960/t9v11ww43,,The story of Jack and the giants,1851,m,high_male,0.923076923076923
mdp.39015022220324,"Sturgeon, Theodore.","Starshine, | $c: by Theodore Sturgeon.",1968,m,mixed,0.917910447761194
inu.32000009367949,"Trollope, Anthony,",Cousin Henry,1881,m,high_male,0.9155844155844156
uiuo.ark:/13960/t1fj33j1n,"Oliphant,",A house in Bloomsbury,1894,f,high_female,0.912280701754386
uc1.$b271443,"Wood, Frederick F.",Sport and nature in Sussex Downs.,1928,m,,0.9090909090909092
njp.32101067643609,"Conway, Hugh,",Living or dead,1886,m,mixed,0.9084967320261438
uiuo.ark:/13960/t1ng5561x,"Yorke, Curtis.",A romance of modern London,1892,f,,0.9079754601226994
njp.32101065101592,"Gilkes, A. H.",A dialogue,1904,u,high_male,0.9041095890410962
uiuo.ark:/13960/t9s18j533,"Moriarty, Henrietta Maria.",Brighton in an uproar;,1811,f,high_female,0.9033816425120772
uc1.b3475489,"Val Baker, Denys,",Karenza : | a novel of Cornwall / | $c: [by] Denys Val Baker.,1980,m,high_male,0.9019607843137256
njp.32101068584737,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,0.899598393574297
uc1.$b298774,"Poole, R. Heber.","The Davenham heritage, | $c: by R. Heber Poole.",1928,m,,0.8975903614457832
mdp.39015063870185,"Gissing, Algernon,",A vagabond in arts,1894,m,high_male,0.8974358974358974
uiuo.ark:/13960/t6ww7wn88,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,0.8963963963963965
uc1.32106019365623,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.8953488372093024
mdp.39015063953122,"Von Arnim, Elizabeth,","Introduction to Sally, | $c: by the author of ""Elizabeth and her German garden"".",1926,f,high_female,0.8949999999999999
mdp.39015027321770,"Simpson, William Douglas,","Noltland Castle, Westray, Orkney.",1950,m,high_male,0.8947368421052633
uiuo.ark:/13960/t50g4495m,"Harris, Richard,",Mayfair to Millbank,1870,m,mixed,0.8939393939393939
uiuo.ark:/13960/t5m90wk7m,"Pemberton, T. Edgar",A very old question,1877,m,mixed,0.8932038834951457
wu.89015217631,"Lubbock, Percy,",Earlham | $c: [by] Percy Lubbock.,1924,m,high_female,0.8929663608562691
njp.32101067630614,"Forrester,",The light of other days,1894,f,high_female,0.892857142857143
mdp.39015005709558,"Thomas, Helen.","World without end, | $c: by Helen Thomas.",1931,f,,0.8928571428571428
mdp.39015050563843,"Hocking, Mary.",March house / | $c: Mary Hocking.,1981,f,high_female,0.8918918918918922
mdp.39015063942398,"Lustgarten, Edgar,",A case to answer.,1947,m,mixed,0.8907563025210085
inu.39000005786780,"Sturt, George,",The Bettesworth book;,1901,m,high_male,0.8902439024390242
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,high_female,0.8896103896103895
uc1.$b105486,"Sinclair, May.",Fame | $c: by May Sinclair being number thirteen of the Woburn Books.,1929,f,,0.8888888888888887
uc1.b3326046,"Smart, Hawley,",A racing rubber;,1895,m,,0.8875968992248058
uc1.b4974507,"Gray, Alasdair.",The fall of Kelvin Walker : | a fable of the sixties / | $c: by Alasdair Gray.,1985,u,,0.8875000000000001
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,,0.8874172185430463
uiuo.ark:/13960/t8w95vn3c,"Ainsworth, William Harrison,",The leaguer of Lathom,1876,m,,0.8873239436619718
uiuo.ark:/13960/t3jw8ts57,"Harris, Richard,",Mayfair to Millbank,1870,m,mixed,0.8873239436619718
uiuo.ark:/13960/t80k32n48,"Chamier, Frederick,",Passion and principle,1842,m,high_female,0.8867924528301886
uc2.ark:/13960/t06w97g82,"Ballantyne, R. M.",Fighting the flames,1876,m,,0.8858695652173915
mdp.39015030746641,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,0.8844444444444441
mdp.39015005604429,"Collins, Wilkie,",Poor Miss Finch,1872,m,high_female,0.8842105263157896
nyp.33433082521190,"Charlesworth, Maria Louisa,",Ministering children,1855,f,,0.8823529411764706
uc2.ark:/13960/t1qf91q47,"Lamb, Caroline,",Graham Hamilton,1822,f,,0.8823529411764706
uc1.$b675574,"Lubbock, Percy,",Earlham.,1963,m,high_female,0.8819672131147543
uc1.b3039420,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,0.8809523809523809
uc2.ark:/13960/t1pg1k841,"Oliphant,",Harry Muir,1853,f,,0.8805970149253731
mdp.39015031228722,"Davies, W. H.",A weak woman,1911,m,high_female,0.8783783783783783
mdp.39015077638164,"Marston, Edward.",Murder on the Brighton Express / | $c: Edward Marston.,2008,m,,0.8783269961977185
uc1.b2831241,"Levene, Ralph.",The camel's back.,1967,m,high_male,0.878048780487805
mdp.39015065907977,"Green, Henry,",Doting : | a novel / | $c: by Henry Green.,1952,m,,0.8780487804878048
mdp.39015070192151,"James, G. P. R.",The Step-mother,1846,m,mixed,0.8769230769230769
uiuo.ark:/13960/t09w0rn24,,Clara Harrington,1852,u,high_female,0.875
uc2.ark:/13960/t9b56vg7c,"Raven-Hill, L.",Our battalion,1902,u,high_male,0.875
njp.32101038064893,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,0.8749999999999999
nyp.33433074952213,"Curling, Henry,",The Hall of Chavenlay;,1852,m,,0.8749999999999999
uc1.b3472573,"Val Baker, Denys,","Rose, a novel of Cornwall / | $c: Denys Val Baker",1980,m,high_female,0.8732394366197184
mdp.39015063751906,"Banim, John,",The smuggler;,1831,m,mixed,0.873015873015873
mdp.39015014137973,"Leiber, Fritz,","Gather, darkness! / | $c: Fritz Leiber.",1968,m,high_male,0.8717948717948717
uiuo.ark:/13960/t85h8377h,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,0.8714285714285714
mdp.39015025272611,"Prichard, Thomas Jeffery Llewelyn.","The comical adventures of Twm Shon Catty (Thomas Jones, Esq.), commonly known as the Welsh Robin Hood.",1991,m,high_male,0.8710691823899371
uiuo.ark:/13960/t7dr3bj5w,"Cooper, Katherine,",The High Mills,1875,f,mixed,0.8709677419354839
njp.32101068599958,"Roberts, S. C.",Doctor Johnson in Cambridge,1922,u,high_male,0.8695652173913044
dul1.ark:/13960/t3ws9fc67,"Wood, Henry,",A life's secret,1867,f,,0.8695652173913044
mdp.39015055183290,"Jones, Vanessa,",The kindest use a knife / | $c: Vanessa Jones.,2002,f,,0.8695652173913043
hvd.32044019953504,"Mant, Alicia Catherine,",The cottage in the chalk-pit,1822,f,,0.8684210526315789
uc1.$b323482,"Bullett, Gerald William,",Judgment in suspense / | $c: Gerald Bullett.,1946,m,,0.8679245283018872
nyp.33433074876735,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,0.8672839506172838
uiuo.ark:/13960/t83j40d0b,"Martin, Herbert,",Britomart,1893,f,high_female,0.8666666666666667
inu.39000005534958,"Sheffield, John.",The original Robin Hood : | a translation of the early tales / | $c: John Sheffield ; illustrated by John Clark.,1982,m,high_male,0.865979381443299
njp.32101063882656,"Norris, W. E.",Adrian Vidal,1885,f,high_female,0.8659793814432986
uiuo.ark:/13960/t2n58t51n,"Blessington, Marguerite,",Meredith,1843,f,,0.8658536585365855
mdp.39015032438247,"Penn, Margaret.",The foolish virgin / | $c: by Margaret Penn.,1980,f,high_female,0.8655913978494626
njp.32101068584745,"Miller, Thomas,",Lady Jane Grey,1840,m,mixed,0.865
wu.89092530542,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,0.8646788990825689
uiuo.ark:/13960/t5z61419r,,The ordeal;,1813,u,high_female,0.8644067796610169
uc1.b4451122,"McEwen, Todd.",McX / | $c: Todd McEwen.,1990,m,high_female,0.8638743455497383
uiuo.ark:/13960/t13n2j57j,"Gore,",The birthright and other tales,1844,f,,0.8627049180327869
njp.32101069186128,,"Blighted ambition, or, The rise and fall of the Earl of Somerset",1822,u,,0.861627906976744
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,high_male,0.8614649681528662
mdp.39015079149228,"Knight, Alanna.",Murder in paradise / | $c: Alanna Knight.,2008,f,,0.860805860805861
uc2.ark:/13960/t9765ch2n,"Hone, William,","The report at large of the coroner's inquest on Jane Watson, shot at Mr. Robinson's address, &c",1815,m,high_male,0.8599999999999999
wu.89005272349,"Mais, S. P. B.",Lovers of silver,1918,u,mixed,0.85752688172043
uc2.ark:/13960/t2n58f90d,,Dorothy,1880,u,high_female,0.8571428571428572
uiuo.ark:/13960/t0ht3636k,"Mills, John,",Too fast to last,1881,m,high_male,0.8571428571428571
hvd.hn5bux,,"Goody Two Shoes; or, The history of little Margery Meanwell",1825,u,high_female,0.8571428571428571
mdp.39015013115574,"Bates, H. E. (Herbert Ernest),","The triple echo, | $c: by H. E. Bates; drawings by Ron Clarke,",1970,m,,0.8571428571428571
uc2.ark:/13960/t12n5226r,"Buchanan, Robert Williams,",Andromeda; an idyll of the great river,1901,m,,0.8568872987477639
mdp.39015059376056,,The New British novelist;,1830,u,high_female,0.8565400843881856
uc1.b3039413,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.8553719008264462
njp.32101007059759,"James, G. P. R.",Forest days;,1843,m,,0.8537414965986394
uc2.ark:/13960/t79s1nw7q,"Rees, Arthur J.",The moon rock,1922,m,mixed,0.851948051948052
uc2.ark:/13960/t7vm44p0t,"Horniman, Roy,",Jenny,1913,m,high_female,0.8518518518518522
uiuo.ark:/13960/t6f197g9r,"Cameron, H. Lovett,",Pure gold,1884,f,high_female,0.8514851485148514
uc1.b3321271,"Bury, Charlotte Campbell,",The divorced,1837,f,high_female,0.8513513513513516
uiuo.ark:/13960/t4nk4176m,"MacDonald, George,",Wilfrid Cumbermede,1872,m,mixed,0.8507462686567164
uc1.$b86271,"Auld, Philip.",Honour a physician.,1959,m,,0.8507462686567163
njp.32101066455054,"Blinkhoolie,",Blair Athol,1881,u,,0.8488372093023254
uiuo.ark:/13960/t7gq7hd6f,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,0.8484848484848484
dul1.ark:/13960/t74t7bp9b,"Besant, Walter,",The revolt of man,1896,m,,0.8479532163742691
mdp.39015031305736,"Storey, Anthony.",Brothers keepers : | a novel / | $c: by Anthony Storey.,1975,m,high_male,0.8469387755102041
uc1.b3322306,"Banks, G. Linnaeus",In his own hand,1885,f,,0.8468468468468467
uiuo.ark:/13960/t9j39g25s,"Hewlett, J.",Dunster Castle,1846,m,high_male,0.8465346534653462
uiuo.ark:/13960/t6qz2rm4g,"Marsh-Caldwell, Anne,","Time, the avenger",1851,f,,0.8461538461538461
njp.32101063882664,"Norris, W. E.",Adrian Vidal,1885,f,high_female,0.8458498023715414
mdp.39015048886603,"Forster, Margaret,",Marital rites / | $c: Margaret Forster.,1981,f,high_female,0.8450704225352113
uiuo.ark:/13960/t00z7qb46,"Braddon, M. E.",A strange world,1875,f,,0.8445595854922281
uc2.ark:/13960/t53f4rq4j,"Gilbert, William,","The landlord of 'The Sun,'",1871,m,mixed,0.8433734939759037
inu.39000005590711,"Price, Merlin.",Folktales and legends of Gloucestershire / | $c: by Merlin Price ; and illustrated by Kate Fitzsimons.,1984,m,high_male,0.8431372549019607
uiuo.ark:/13960/t0000gm33,"Curling, Henry,",John of England,1846,m,mixed,0.8429906542056075
mdp.39015031228524,"Davies, W. H.",A poet's pilgrimage,1918,m,mixed,0.8427419354838709
uc1.$b244761,"Strong, L. A. G. (Leonard Alfred George),",Deliverance.,1955,m,mixed,0.8421052631578948
uc1.$b119708,"Rosenberg, John.",A company of strangers / | $c: John Rosenberg.,1959,m,,0.8421052631578948
uc1.$b312658,"Thurston, E. Temple (Ernest Temple),","Sally Bishop, | a romance.",1931,m,high_female,0.841860465116279
uc1.b3322521,"Gladstone, Alfred.",The man of the hour,1863,m,,0.8412698412698413
mdp.39015063953114,"Von Arnim, Elizabeth,","Love, | $c: by the author of ""Elizabeth and her German garden.""",1925,f,high_female,0.8412017167381974
uiuo.ark:/13960/t10p1rt7k,"Davenport, Selina.",An angel's form and a devil's heart,1818,f,mixed,0.8409090909090912
uiuo.ark:/13960/t6g16g55v,"Clifford, W. K.,",Aunt Anne,1892,f,high_female,0.8405797101449275
uiuo.ark:/13960/t3rv17w9b,"Collins, Wilkie,",Man and wife,1870,m,,0.8402366863905326
mdp.39015024085030,"Cross, Gillian.",The dark behind the curtain / | $c: Gillian Cross ; illustrated by David Parkins.,1982,f,mixed,0.8400000000000001
njp.32101038161764,"Lewis, Alethea,",Rhoda,1816,f,high_female,0.8400000000000001
uiuo.ark:/13960/t2b85xv1z,"Huish, Robert,",Fitzallan,1832,m,,0.84
uc1.$b251002,"Turpin, Allan.",Ladies: | an episode of the revolution.,1966,m,high_female,0.8396226415094341
inu.32000009368038,"Trollope, Anthony,",Marion Fay,1883,m,mixed,0.8388581952117863
uiuo.ark:/13960/t3tt5933r,"Austin, Alfred,",Jessie's expiation,1867,m,mixed,0.8387096774193549
mdp.39015031234639,"Hartley, L. P. (Leslie Poles),","The harness room, | $c: [by] L. P. Hartley.",1971,m,high_male,0.8387096774193549
njp.32101064789652,"Picken, Andrew,",The dominies legacy,1830,m,,0.8387096774193549
uiuo.ark:/13960/t4wh34q48,,The Observant pedestrian mounted; or A donkey tour to Brighton,1815,u,mixed,0.838235294117647
uiuo.ark:/13960/t78s5d297,"West,",The infidel father,1802,f,high_female,0.8378378378378378
uc1.b3321919,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,0.8373983739837398
uiuo.ark:/13960/t39z9tm0g,"Yates, Edmund Hodgson,",The yellow flag,1872,m,mixed,0.8372093023255814
uc2.ark:/13960/t7tm78v6f,"Ainsworth, William Harrison,",The miser's daughter,1872,m,,0.8365019011406842
njp.32101068971330,"Kennedy, Grace,","Dunallan, or, Know what you judge",1825,f,high_female,0.8363636363636366
uiuo.ark:/13960/t9k36dp56,"Robinson, F. W.",Woodleigh,1859,m,,0.8363636363636364
inu.30000114945995,"Lane, Jane,",Heirs of Squire Harry / | $c: Jane Lane.,1974,f,mixed,0.8356164383561644
uc1.b3321272,"Bury, Charlotte Campbell,",The divorced,1837,f,high_female,0.8351648351648352
uc1.b3321920,"Besant, Walter,",The chaplain of the fleet,1881,m,mixed,0.8349514563106798
uiuo.ark:/13960/t8gf1c956,"Norris, W. E.",A bachelor's blunder,1886,f,mixed,0.8348623853211009
uc1.b3073039,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,0.8345864661654133
uc1.32106018382181,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,0.8340080971659916
uc1.b3486103,,"Anne Hughes, her boke / | $c: edited by Mollie Preston ; introduced by Michael Croucher ; linocuts by Tony Evora.",1981,u,,0.8333333333333336
uc1.b3322474,"Cathcart,",The heir of Mordaunt,1835,f,high_female,0.8333333333333334
inu.30000108972955,"Williams, Alfred Rowberry,","Legends of the Severn Valley, | $c: collected and arranged by Alfred Rowberry Williams.",1925,m,,0.8333333333333334
uc1.b2808912,"Gwynn, Gordon.",Did Adelaide Bartlett---? : | a medical opinion / | $c: by Gordon Gwynn.,1950,m,,0.8333333333333334
nyp.33433074959762,"De Sélincourt, Hugh,",A boy's marriage,1907,m,high_female,0.8333333333333334
mdp.39015050742462,"Mills, Magnus.",Three to see the king / | $c: Magnus Mills.,2001,m,high_male,0.8333333333333334
inu.39000002159106,"Dickson, Gordon R.",Lifeboat / | $c: Harry Harrison and Gordon R. Dickson.,1978,m,high_male,0.8333333333333334
uc2.ark:/13960/t0ms3qg7s,"James, G. P. R.",The smuggler,1845,m,mixed,0.8333333333333333
mdp.39015073907191,"Kuyper, Sjoerd.",Josie / | $c: Dutch Cooper ; translated by Patricia Crampton.,2000,u,high_female,0.8333333333333333
uc1.32106019365649,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,0.8333333333333333
umn.31951000442949l,"Stevens, Frank,",Adventures in hiveland,1903,m,high_female,0.8333333333333333
mdp.39015088641736,"Djurklou, Nils Gabriel,",Fairy tales from the Swedish,1901,u,,0.8333333333333333
inu.30000110620030,"Tombs, Kerry.",The Worcester whisperers : | a Victorian crime story / | $c: Kerry Tombs.,2008,u,mixed,0.8318584070796461
nnc1.50207065,"Oliver, Nathan.","A few remarkable events in the life of Rev. Josiah Thompson, a Secession minister",1836,m,high_male,0.8314606741573035
uc2.ark:/13960/t6pz56n1p,"Mayo, Isabella Fyvie,",The occupations of a retired lfe,1869,f,high_female,0.8314606741573034
mdp.39015011313650,"Hartley, L. P. (Leslie Poles),",The hireling.,1957,m,,0.8311688311688312
uva.x030592837,"Ross, Miriam.",Against tide,1871,f,high_male,0.8311688311688311
inu.30000100420466,"Czerkawska, Catherine Lucy.",The curiosity cabinet / | $c: Catherine Czerkawska.,2005,f,,0.830188679245283
mdp.39015063930971,"Hodgetts, J. Frederick.","Richard IV, Plantagenet",1888,m,high_male,0.8295165394402035
umn.319510020674797,"D'Oyley, Elizabeth.",The mired horse.,1951,f,,0.82907133243607
mdp.39015000605769,"Gissing, George,",George Gissing. | [Short stories],1929,m,,0.8287292817679559
nyp.33433034410393,"Linskill, Mary,",Between the heather and the northern sea,1890,f,,0.8284671532846716
uc2.ark:/13960/t9k35vq9k,"Newbigging, Thomas.",Lancashire humour,1901,m,high_male,0.8282208588957055
mdp.39015061751841,"Dowie, Claire.",Creating chaos / | $c: Claire Dowie.,2004,f,mixed,0.8280254777070063
uiuo.ark:/13960/t6vx0x60c,"Monro, Theodore Russell.","Love lost, but honour won;",1878,m,,0.8279569892473119
nyp.33433008143475,"Stretton, Hesba,",Nelly's dark days,1870,m,,0.8275862068965517
uiuo.ark:/13960/t0gt63p4t,"Jeaffreson, John Cordy,",Miriam Copley,1859,m,,0.8275862068965516
uiuo.ark:/13960/t1mg86494,"Warden, Florence,",Scheherazade,1887,f,mixed,0.8272727272727273
mdp.39076005051995,"Thomas, Dylan,",Adventures in the skin trade.,1955,m,,0.826923076923077
uc2.ark:/13960/t6sx65p3n,"Marsh, John B.,",The life and adventures of Robin Hood,1865,m,high_male,0.8267148014440434
uiuo.ark:/13960/t80k31t81,"West,",The infidel father,1802,f,high_female,0.8266666666666667
uiuo.ark:/13960/t5cc1cg2j,"Erroll, Henry.",The academician,1888,m,,0.826530612244898
uc1.$b313869,"Matters, Leonard.","The mystery of Jack the Ripper; | the world's greatest crime problem, | $c: by Leonard Matters; with 10 illustrations and 5 diagrams.",1929,m,,0.8263598326359832
uiuo.ark:/13960/t5h99sh0k,"Walford, Lucy Bethia,",Troublesome daughters,1880,f,high_female,0.8260869565217391
mdp.39015063946381,"Phillpotts, Eden,",Lying prophets,1892,m,high_female,0.826086956521739
uc1.b3327073,"Massie, W.",Fitzwiggins,1840,u,,0.8260869565217389
hvd.32044086801958,,Cameron,1832,u,,0.8253968253968254
mdp.39015030746633,"Goldsmith, Oliver,",The vicar of Wakefield,1885,m,,0.824601366742597
inu.30000120843333,"Sisson, Rosemary Anne.",Escape from the dark / | $c: Rosemary Anne Sisson.,1976,f,mixed,0.8245614035087719
wu.89092531763,"Hogg, James,",The three perils of woman,1823,m,,0.8245614035087719
mdp.39015010964859,"Hook, Theodore Edward,",Gilbert Gurney,1836,m,,0.824175824175824
uiuo.ark:/13960/t3st8845k,"Wood, Henry,","Lady Grace, and other stories",1887,f,mixed,0.8241206030150753
nyp.33433034410674,"Parr, Louisa,",Adam and Eve,1881,f,mixed,0.8238341968911916
mdp.39015080834594,"Haran, Maeve.",The lady and the poet / | $c: Maeve Haran.,2009,f,mixed,0.823529411764706
uc2.ark:/13960/t8sb4332n,"Lamb, Caroline,",Graham Hamilton,1822,f,,0.8235294117647058
uc1.b3272172,"Kearton, Richard,","The adventures of Cock Robin and his mate, | $c: by R. Kearton...With upwards of 120 illustrations from photographs taken direct from nature by Cherry and Richard Kearton.",1923,u,,0.8235294117647058
dul1.ark:/13960/t04x5tt3c,"Bury, Charlotte Campbell,",The exclusives,1830,f,,0.8235294117647058
uva.x000826097,"Benson, Robert Hugh,",Light invisible,1906,m,high_male,0.8235294117647057
uc2.ark:/13960/t0ht2hz9k,,Episodes in an obscure life,1871,u,mixed,0.8229166666666665
uiuo.ark:/13960/t46q2mx09,,"The writer's clerk, or, The humours of the Scottish metropolis",1825,u,,0.8227848101265823
mdp.39015078796607,"Hannah, Sophie,",The other half lives / | $c: Sophie Hannah.,2009,f,mixed,0.8227272727272726
uiuo.ark:/13960/t1vd7gc5r,"Speight, T. W.",A secret of the sea,1876,m,mixed,0.8225806451612901
uc1.b3321304,"Crake, A. D.",The last abbot of Glastonbury,1886,u,mixed,0.8222222222222223
nyp.33433075959621,"Robinson, F. W.","Memoirs of Jane Cameron, female convict",1864,m,high_female,0.8222222222222221
uiuo.ark:/13960/t5t732x5h,"Yates, Edmund Hodgson,",The forlorn hope,1867,m,,0.8219895287958116
njp.32101038161772,"Lewis, Alethea,",Rhoda,1816,f,high_female,0.8214285714285713
mdp.39015064746129,"Charles, Edward.",In the shadow of Lady Jane : | a novel of Tudor England / | $c: Edward Charles.,2006,m,high_female,0.8213491475166791
uc1.b3339472,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,0.8211920529801323
mdp.39015001032708,"Waterhouse, Keith.","Maggie Muggins, or, Spring in Earl's court / | $c: Keith Waterhouse.",1981,m,high_female,0.8209876543209875
uiuo.ark:/13960/t1jh43q68,"Merrywhistle, Marmaduke.",Isn't it odd?,1822,m,,0.8208955223880597
uiuo.ark:/13960/t44q86m8t,"Christie, Mary Elizabeth,",Lady Laura,1880,f,high_female,0.8205128205128206
mdp.39015000886955,"Wallace, Clare Marc.",Portrait of a schizophrenic nurse.,1965,u,,0.8200000000000001
uc1.b3321286,"Cooper, Thomas,",Wise saws and modern instances,1845,m,high_male,0.8196721311475409
mdp.39015080837456,"Matthews, Carole.",The difference a day makes / | $c: Carole Matthews.,2009,f,,0.8190045248868778
uc2.ark:/13960/t5q81cb58,"Gissing, George,",Human odds and ends,1898,m,mixed,0.8189655172413792
uc2.ark:/13960/t04x5ms7c,"Norway, Arthur H.",The government official,1887,f,high_male,0.8186528497409326
inu.30000094670670,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,,0.8184931506849316
uiuo.ark:/13960/t87h28b78,"Pemberton, T. Edgar",A very old question,1877,m,mixed,0.8181818181818185
uiuo.ark:/13960/t1gh9rg2b,"Alford, Elizabeth M.",Netherton-on-Sea,1869,f,,0.8181818181818182
mdp.39015070310894,,John Bull and his wonderful lamp,1849,u,high_male,0.8181818181818182
uiuo.ark:/13960/t1hh6x83c,"Grey, Elizabeth Caroline.",Mary Seaham. A novel,1852,f,,0.8181818181818181
inu.30000108972872,"Penny, Georgina.",Witchery of the west; | some legends of Cornwall. | $c: With 11 line drawings by Hilda M. Quick.,1950,f,mixed,0.8181818181818181
uiuo.ark:/13960/t1fj2sc4r,"Crommelin, May.",Bay Ronald,1893,f,mixed,0.8181818181818181
uiuo.ark:/13960/t2j684v7n,"Dickens, Charles,",Great expectations,1861,m,mixed,0.818181818181818
hvd.hwadva,"Scott, Walter,",The Waverley novels,1829,m,high_male,0.8172588832487309
uiuo.ark:/13960/t9280wk8w,"Neville, Mary.","Arthur, or, A knight of our own day",1876,f,high_female,0.8170731707317075
uiuo.ark:/13960/t8gf1c96p,"Murray, David Christie,",A rising star,1894,m,mixed,0.816326530612245
mdp.39015030709581,"Mitchell, Yvonne.",God is inexperienced : | a novel / | $c: by Yvonne Mitchell.,1974,f,,0.8163265306122448
mdp.39015005753341,"Day Lewis, C. (Cecil),",A tangled web.,1973,u,,0.8162162162162162
mdp.39015032196019,"Friel, George.",The bank of time / | $c: George Friel ; introduced by Gordon Jarvie.,1995,m,high_male,0.8155339805825242
inu.30000054077429,"Wood, Henry,",Edina: a novel,1876,f,mixed,0.8152173913043477
mdp.39015030709805,"(Percy Howard), Newby, P. H.",The snow pasture / | $c: by P.H. Newby.,1949,u,,0.8148148148148149
