htid,author,title,year,authgender,female_category,gb_fraction
uc1.b4083123,"Viereck, George Sylvester,","Salome, the Wandering Jewess / | $c: George Sylvester Viereck and Paul Eldridge.",1930,m,,0.0317220543806646
mdp.39015067164361,,"Pather panchali. | Song of the road: a Bengali novel, | $c: by Bibhutibhushan Banerji; translated into English by T. W. Clark and Tarapada Mukherji.",1968,u,,0.0316901408450704
mdp.39015049232971,"Malraux, André,",The walnut trees of Altenburg;,1952,m,high_male,0.0316901408450704
uc1.b3548207,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,mixed,0.0316742081447963
uc2.ark:/13960/t9c53mj5k,"Wilson, Romer,",Martin Schüler,1919,u,,0.0316742081447963
mdp.39015055060597,"Enquist, Per Olov.",The march of the musicians.,1985,m,mixed,0.0316455696202531
uc2.ark:/13960/t9g44mp6t,"Wieland, Christoph Martin,",The adventures of Don Sylvio de Rosalva,1904,m,mixed,0.0316205533596837
inu.30000095825646,"Charlesworth, Monique,",The children's war / | $c: Monique Charlesworth.,2004,f,mixed,0.031591737545565
mdp.39015038904747,"Kundera, Milan.",The joke. | $c: Translated by David Hamblyn and Oliver Stallybrass.,1969,m,,0.031578947368421
mdp.39015030750791,"Howells, William Dean,",The rise of Silas Lapham,1891,m,,0.031578947368421
mdp.39015050744146,"Maraini, Dacia.",The violin / | $c: Dacia Maraini ; translated from the Italian by Dick Kitto and Elspeth Spottiswood.,2001,f,high_female,0.031578947368421
uc1.32106008591965,,"The Golden Lotus; | a translation, from the Chinese original, of the novel Chin Pʻing Mei, | $c: by Clement Egerton.",1972,u,mixed,0.031578947368421
mdp.39015059408198,"James, G. P. R.","Rose d'Albret; or, Troublons times",1844,m,,0.031578947368421
nyp.33433068177785,,"Hafed, prince of Persia",1876,m,high_male,0.0315500685871056
inu.39000001102792,"Škvorecký, Josef.","The engineer of human souls : | an entertainment on the old themes of life, women, fate, dreams, the working class, secret agents, love and death / | $c: Josef Skvorecky.",1986,m,,0.0315500685871056
uc1.b3945575,"Sykes, John.",A summer in Turkey.,1970,m,high_male,0.0315315315315315
uc1.$b298817,"Graham, Angus.","Napoléon Tremblay, | $c: by Angus Graham.",1939,m,high_male,0.0315315315315315
uc1.32106005492803,"Fitzgerald, F. Scott (Francis Scott),",The Bodley Head Scott Fitzgerald / | $n: Scott Fitzgerald with an introd. by J.B. Priestley.,1963,m,high_female,0.0315126050420168
uc1.32106014882739,"Valenzuela, Luisa,",Symmetries : | stories / | $c: by Luisa Valenzuela ; translated from the Spanish by Margaret Jull Costa,1998,f,mixed,0.0314960629921259
uc1.$b119909,"Hershey, Burnet,",You can't go to heaven on a roller skate.,1969,u,mixed,0.0314960629921259
uiuo.ark:/13960/t53f5g07n,"Doyle, Arthur Conan,",The refugees,1893,m,high_male,0.0314960629921259
uiuo.ark:/13960/t9m33f81g,"Reade, Charles,",White lies,1857,m,high_female,0.0314960629921259
inu.30000114325677,"Purdy, James.",Garments the living wear / | $c: James Purdy.,1989,m,,0.0314465408805031
mdp.39015024822465,"(Izrailʹ) Metter, I.",The fifth corner of the room / | $c: Israel Metter ; translated from the Russian by Michael Duncan.,1991,u,high_female,0.0314465408805031
njp.32101061313357,"Carlyle, Thomas,",German romance,1827,m,mixed,0.0313901345291479
uc2.ark:/13960/t2h70b61q,"Golovina, V. N.",Memoirs of Countess Golovine,1910,u,mixed,0.0313790255986787
uc1.$b278645,"(Frederick Charles), Green, F. C.","French short stories of the nineteenth and twentieth centuries, | $c: selected, with an introd. by F.C. Green.",1933,m,,0.031331592689295
inu.39000001160014,"Trifonov, I͡Uriĭ Valentinovich,",Another life / | $c: Yuri Trifonov ; translated from the Russian by Michael Glenny.,1985,u,high_female,0.03125
mdp.39015000576945,"Heym, Stefan,","Shadows and lights, | eight short stories.",1963,m,mixed,0.03125
uc1.$b189226,"Philippe, Charles-Louis,",Marie Donadieu. | $c: Translated by Violet Hudson.,1949,u,high_female,0.03125
mdp.39015037392050,"Cable, George Washington,",Madame Delphine,1907,m,,0.03125
mdp.39015050766685,"Rivas, Manuel,",The carpenter's pencil / | $c: Manuel Rivas ; translated from the Galician by Jonathan Dunne.,2001,m,mixed,0.03125
uiuo.ark:/13960/t7pn9qw7m,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,0.03125
uc1.b4450236,"(John Edward), Williams, John","Stoner, | a novel | $c: [by] John Williams.",1973,m,,0.03125
mdp.39015039791739,"Anthon, Rose Reinhardt.","Stories of India, moral, mystical, spiritual and romantic",1913,f,,0.03125
uva.x030564017,"Rabelais, François,",The works of François Rabelais,1897,m,high_male,0.03125
uc1.b2801349,"Jullian, Marcel.",The bird : | a novel / | $c: by Marcel Jullian ; translated by Hugh Shelley.,1963,m,high_male,0.03125
mdp.39015004734466,"Diop, Birago.",Tales of Amadou Koumba /,1966,u,high_male,0.0312499999999999
uc2.ark:/13960/t3125zz8h,"Louÿs, Pierre,","Woman and puppet, etc",1908,m,mixed,0.0312499999999999
uc2.ark:/13960/t4wh2gq9f,"Rosegger, Peter,",The forest farm,1912,m,high_male,0.0312499999999999
uc2.ark:/13960/t7mp4ws94,"Harte, Bret,",In a hollow of the hills,1895,m,high_male,0.0312499999999999
uiuo.ark:/13960/t0tq6j43m,"Rolfe, Ann,",The oath of allegiance,1847,f,mixed,0.0312499999999999
inu.30000079547562,"Shah, Amina.",Arabian fairy tales / | $c: retold by Amina Shah.,1989,f,,0.0312499999999999
uc1.32106008416064,"Cossery, Albert,",If all men were beggars / | $c: by Albert Cossery ; translated from the French by P.D. Cummins.,1957,m,high_male,0.0312499999999999
mdp.39015054287589,"Falla, Jonathan.",Blue poppies / | $c: Jonathan Falla.,2001,m,mixed,0.0311850311850311
uc1.b3325100,"Trollope, Frank.",The lawyer's daughter,1878,m,mixed,0.0311284046692607
uc1.b3739439,"Zwi, Rose.",Exiles : | a novel / | $c: by Rose Zwi.,1984,f,,0.0311203319502074
uc1.32106007326066,"Khalīfah, Saḥar.",Wild thorns / | $c: Sahar Khalifeh ; translated by Trevor LeGassick and Elizabeth Fernea.,1985,u,high_male,0.0311111111111111
mdp.39015029213868,"Modiano, Patrick,",Honeymoon / | $c: Patrick Modiano ; translated from the French by Barbara Wright.,1992,m,high_female,0.0311111111111111
mdp.39015011488080,"Carter, Bryan,",The arm'd rhinoceros,1965,m,high_male,0.0310679611650485
mdp.39015054019156,"Mutwa, Credo Vusa'mazulu,",My people: | the incredible writings of Credo Vusa'mazulu Mutwa.,1969,u,high_male,0.031055900621118
mdp.39015000621808,"Daniėlʹ, I͡Uliĭ,","This is Moscow speaking, | and other stories | $c: [by] Yuli Daniel (Nikolai Arzhak); translations by Stuart Hood, Harold Shukman [and] John Richardson, with a foreword by Max Hayward.",1968,u,,0.0310077519379845
inu.30000079324954,"Grunberg, Arnon.",Silent extras / | $c: by Arnon Grunberg ; translated from the Dutch by Sam Garrett.,2000,u,,0.0309597523219814
uc1.$b119552,"Brathwaite, Errol,",The flying fish / | $c: by Errol Brathwaite.,1964,m,mixed,0.0309278350515463
coo.31924013604990,"Deeping, Warwick,",The lame Englishman.,1928,m,high_male,0.0309278350515463
mdp.39015032491600,"Sá-Carneiro, Mário de.",Lúcio's confession / | $c: Mário de Sá-Carneiro ; translated from the Portuguese by Margaret Jull Costa and with a forword by Eugénio Lisboa.,1993,f,mixed,0.0309278350515463
njp.32101037974845,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,0.0309278350515463
uc1.$b176021,"Palumbo, Nino,",Tomorrow will be better / | $c: Nino Palumbo ; translated by Isabel Quigly.,1965,m,mixed,0.0309278350515463
mdp.39015012269489,"Matshoba, Mtutuzeli,",Call me not a man : | and other stories / | $c: Mtutuzeli Matshoba.,1981,u,,0.0308880308880308
uc1.$b242757,"Eggleston, Magdelana,",Mountain shadows / | $c: by Magdelana Eggleston.,1955,u,high_female,0.0308641975308642
mdp.39015008160213,"Flaubert, Gustave,",Bouvard and Pécuchet,1896,m,high_male,0.0308641975308641
mdp.39076001621874,"Hemingway, Ernest,","The essential Hemingway. | Containing one complete novel, extracts from three others, twenty-three short stories and a chapter from Death in the afternoon.",1947,m,high_male,0.0308370044052863
mdp.39015059984875,"Sealy, I. Allan.",The Everest Hotel : | a calendar / | $c: I. Allan Sealy.,1999,m,,0.0308370044052863
mdp.39015012974104,"Guérard, Albert J. (Albert Joseph),","Maquisard, | a Christmas tale, | $c: by Albert J. Guerard.",1946,m,mixed,0.0308219178082191
uc1.32106010943360,"Darvas, Robert.",Right through the pack : | a bridge fantasy / | $c: by Robert Darvas and Norman de V. Hart ; introduction by Guy Ramsey.,1978,m,,0.0308219178082191
uc1.b4439332,"Edwards, Page.","The mules that angels ride / | $c: Page Edwards, Jr.",1973,u,,0.0307692307692307
uc1.b4855933,"Jensen, Johannes V.",The long journey ; Fire and ice,1922,u,high_male,0.0307692307692307
mdp.39015068634875,"(Feliks I͡Akovlevich), Kon, F. I͡A.","Escape from the gallows, | $c: by Felix Kohn.",1930,u,mixed,0.0307692307692307
uc1.$b486073,"Loetscher, Hugo,",Noah: | a novel; | $c: translated from the German by George Gretton.,1970,m,high_male,0.0307692307692307
inu.30000054051390,"Mhlope, A.",A picture of innocence / | $c: A. Mhlope.,1996,u,high_male,0.0307692307692307
wu.89002214708,"Weiss, Reska.",Journey through hell ; | a woman's account of her experiences at the hands of the Nazis / | $c: Reska Weiss.,1961,u,high_female,0.0307692307692307
mdp.39015014138302,"Lytton, David.",The freedom of the cage.,1966,m,mixed,0.0307692307692307
uc2.ark:/13960/t1mg7s22h,"McCulloch, William,",Bengali household tales,1912,m,,0.0307692307692307
mdp.39015056033478,"Morgan,",The missionary,1811,f,high_male,0.0307692307692307
njp.32101073313676,"Walmsley, Leo,",Flying and sport in East Africa,1920,m,high_male,0.0307377049180327
pst.000024504690,"Bellow, Saul.",The adventures of Augie March / | $c: Saul Bellow.,1953,m,mixed,0.0307203389830508
uc2.ark:/13960/t50g3x155,,Elegant extracts,1810,m,high_male,0.030716723549488
uc1.32106018993359,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Ann Goldstein,2006,m,high_male,0.0306748466257668
njp.32101035558707,"Cornford, L. Cope",The master-beggars of Belgium,1896,u,,0.0306748466257668
uc1.32106015216820,"Johnson-Davies, Denys.",Modern Arabic short stories; | $c: selected and translated by Denys Johnson-Davies.,1967,f,high_male,0.0306748466257668
mdp.39015031938411,"Richardson, John,",Wacousta;,1832,m,high_male,0.0306748466257668
uc1.32106001965901,"Anand, Mulk Raj,","The big heart, | a novel.",1945,m,high_male,0.0306513409961685
mdp.39015019639619,"Berberova, Nina Nikolaevna.",Three novels / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1990,f,high_female,0.0306122448979591
mdp.39015026073620,"Rathnamal, Sita.",Beyond the jungle: | a tale of South India; | $c: illustrated by Robert Micklewright.,1968,u,mixed,0.0306122448979591
nyp.33433074866587,"Kingston, William Henry Giles,",In the Rocky mountains,1889,m,mixed,0.0306122448979591
uiuo.ark:/13960/t1wd47091,"Disraeli, Isaac,","Despotism: or, The fall of the Jesuits",1811,m,high_male,0.0306122448979591
njp.32101073395038,"Reid, Mayne,","The war trail, or, The hunt of the wild horse",1857,m,high_male,0.0306122448979591
mdp.39015053541481,"Jullian, Philippe.",Chateau-Bonheur / | $c: Philippe Jullian ; translated from the French by Edward Hyams.,1962,m,,0.0306122448979591
inu.39000005875666,"Bompas, Cecil Henry",Folklore of the Santal Parganas,1909,u,,0.0306122448979591
inu.32000007095385,"Bury, Charlotte Campbell,", Alla giornata,1826,f,,0.0306122448979591
mdp.39015005503639,Petronius Arbiter.,The satyricon. | $c: Translated and with an introd. by Paul Dinnage.,1953,u,,0.0306122448979591
wu.89004395323,"Gaboriau, Emile,",The slaves of Paris,1884,m,,0.0305676855895196
nc01.ark:/13960/t5w66wr25,"Hayward, William Stephens.",The black angel,1868,m,,0.0305498981670061
uc1.b3322543,"Grattan, Thomas Colley,",The heiress of Bruges,1830,m,,0.0305343511450381
uc1.$b313754,"Heuser, Kurt.",The inner journey | $c: by Kurt Heuser.,1932,u,mixed,0.0305343511450381
nnc1.cu56764111,"Beckford, William,",Biographical memoirs of extraordinary painters,1834,m,high_male,0.0305343511450381
mdp.39015028424425,"Sadoveanu, Mihail,",Mitrea Cocor / | $c: Mihail Sadoveanu ; [translated from the Rumanian by P. M.],1953,u,mixed,0.0305343511450381
mdp.39015004198142,"Moravia, Alberto,","Paradise, & other stories; | $c: translated from the Italian by Angus Davidson.",1971,m,,0.0305343511450381
mdp.39015003682369,"Gainham, Sarah.",Night falls on the city.,1967,f,mixed,0.0305039787798408
uc1.b4018255,"Fisher, Ruth B.",Twilight tales of the black Baganda,1911,f,high_male,0.0305010893246187
uc1.32106010330642,"Tekin, Latife.",Berji Kristin : | tales from the garbage hills : a novel / | $c: by Latife Tekin ; preface by John Berger ; introduction by Saliha Paker ; translated from the Turkish by Ruth Christie and Saliha Paker.,1993,u,high_male,0.0304878048780487
hvd.32044100906221,"Hauff, Wilhelm,",The banished,1839,m,high_male,0.0304878048780487
uc1.b4082975,"Williams, Tennessee,",Three players of a summer game : | and other stories / | $c: Tennessee Williams.,1960,m,,0.0304878048780487
uc1.b4938136,"Durrell, Lawrence.","Sebastian, or, ruling passions : | a novel / | $c: by Lawrence Durrell.",1983,m,mixed,0.0304878048780487
uc2.ark:/13960/t02z15c5v,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,0.030467899891186
uc2.ark:/13960/t19k4d241,"Banerjea, S. B.",Tales of Bengal,1910,u,high_male,0.0304347826086956
inu.30000110597535,"Parkin, Gaile.",Baking cakes in Kigali / | $c: Gaile Parkin.,2009,f,high_female,0.030379746835443
uc1.$b299663,"Borden, Mary.",Jane-- our stranger : | a novel / | $c: by Mary Borden.,1923,f,high_female,0.0303738317757009
mdp.39015034340722,"Louvish, Simon.",City of Blok / | $c: Simon Louvish.,1988,m,,0.0303358613217768
uc1.$b243633,"Morley, Christopher,","Pandora lifts the lid, | $c: by Christopher Morley and Don Marquis.",1924,m,,0.0303030303030303
uiuo.ark:/13960/t0cv4vb9h,,The curse of Ulrica; or The white cross knights of Riddarholmen,1815,u,,0.0303030303030303
uc1.b3767284,"Beti, Mongo,",King Lazarus : a novel /,1960,u,high_male,0.0303030303030303
uc1.$b300363,"Gill, Tom,",Starlight Pass | $c: [by] Tom Gill.,1935,m,high_male,0.0303030303030303
njp.32101064790783,"Stanhope, Louisa Sidney.",The bandit's bride;,1807,f,,0.0303030303030303
nyp.33433067303531,,"The feuds of Luna & Perollo; or, The fortunes of the House of Pandolfina",1847,u,,0.0303030303030303
inu.30000044733792,"Mellah, Fawzi,",Elissa / | $c: Fawzi Mellah ; translated by Howard Curtis.,1990,u,,0.0303030303030303
uc2.ark:/13960/t90868990,"Ouida,",Wanda,1883,f,,0.0303030303030303
uc1.$b252060,"Nzekwu, Onuora,",Highlife for lizards | $c: [by] Onuora Nzekwu.,1965,u,high_male,0.0303030303030303
mdp.39015065629886,"(John Michael), Cohen, J. M.",Latin American writing today; | $c: edited by J. M. Cohen.,1967,u,,0.0303030303030303
nyp.33433022846665,"Lymburner, A. L.",The Mohawk chief,1857,u,mixed,0.0303030303030303
mdp.39015020732668,"Rushdie, Salman.",Midnight's children : | a novel / | $c: by Salman Rushdie.,1981,m,,0.0303030303030303
mdp.39076002872468,"Nazarbekean, Awetis,",Through the storm,1899,u,high_male,0.0303030303030303
nyp.33433073356820,"Turgenev, Ivan Sergeevich,",Liza,1869,m,high_female,0.0303030303030302
mdp.39015030071214,"Strindberg, August,","The German lieutenant, and other stories",1915,m,high_male,0.0303030303030302
njp.32101067887180,"Berger, Marcel,",In the fire of the furnace,1916,m,mixed,0.0302267002518891
nyp.33433040405833,"Balzac, Honoré de,",The atheist's mass and other stories =,1896,f,high_male,0.0302013422818792
uc1.b3768656,"Queneau, Raymond,",The Sunday of life / | $c: Raymond Queneau ; translated by Barbara Wright.,1976,m,,0.0301507537688442
uc2.ark:/13960/t2b854q62,"Nicholson, John Gambril,",In Carrington's duty-week,1910,m,high_male,0.0301507537688442
mdp.39015032336979,"Iyayi, Festus.",Heroes.,1986,m,,0.0301204819277108
uc1.$b701165,"Radiguet, Raymond,",Count d'Orgel opens the ball.,1952,m,,0.0300751879699248
mdp.39015069332511,"Reynolds, Alastair,",The prefect / | $c: Alastair Reynolds.,2007,m,high_female,0.0300751879699248
mdp.39015037287151,"Tabucchi, Antonio,",Declares Pereira : | a true account / | $c: Antonio Tabucchi ; translated from the Italian by Patrick Creagh.,1995,m,high_male,0.0300751879699248
mdp.39015030147337,"Kirst, Hans Hellmut,",The Fox of Maulen; | $c: translated from the German by J. Maxwell Brownjohn.,1968,m,high_male,0.0300546448087431
mdp.39015066824023,"Mercurio, Jed.",Ascent / | $c: Jed Mercurio.,2007,m,high_male,0.0300429184549356
uc1.32106007652305,"Škvorecký, Josef.",Dvorak in love : | a light-hearted dream / | $c: Josef Skvorecky ; translated from the Czech by Paul Wilson.,1986,m,mixed,0.03
mdp.39015061184837,"Ali, Tariq.",A sultan in Palermo / | $c: Tariq Ali.,2005,u,,0.03
mdp.39015046831981,"Malgonkar, Manohar,","A bend in the Ganges, | a novel.",1964,m,,0.03
nyp.33433074874284,"Lewis, M. G.",Romantic tales,1808,m,mixed,0.03
dul1.ark:/13960/t7vm4xm9s,"Irvine, Leigh H.",An affair in the South Seas,1901,u,high_male,0.03
uc1.b2800520,"La Capria, Raffaele,",The mortal wound / | $c: by Raffaele La Capria ; translated by Marguerite Waldman.,1964,m,,0.0299999999999999
nyp.33433082533963,"Edgeworth, Maria,","The parent's assistant, or, Stories for children",1822,f,,0.0299999999999999
mdp.39015013767119,"Devilliers, Catherine,",Lieutenant Katia.,1964,f,high_male,0.0299539170506912
wu.89099048308,"Baricco, Alessandro,",Silk / | $c: Alessandro Baricco ; translated from the Italian by Guido Waldman.,1998,m,high_male,0.029940119760479
uiuo.ark:/13960/t6543bw1s,"Smith, Charlotte.",The republican's mistress;,1821,f,high_female,0.029940119760479
mdp.39015032438205,"Antunes, António Lobo,",Act of the damned / | $c: António Lobo Antunes ; translated from the Portuguese by Richard Zenith.,1993,u,high_female,0.0299145299145299
mdp.39015003686972,"Freeling, Nicolas.","Valparaiso, | $c: by F. R. E. Nicolas.",1964,m,mixed,0.0299003322259136
mdp.39015014661493,"Hornstein, Erika von,",Russians in my home. | $c: Translated from the German by Ingrid Enway Gunvaldsen.,1960,f,high_male,0.0298507462686567
uc1.$b426356,"Jókai, Mór,",Eyes like the sea =,1893,m,high_female,0.0298507462686567
mdp.39015080863908,"Self, Will.",The butt : | an exit strategy / | $c: Will Self.,2009,m,high_male,0.0298507462686567
mdp.39015035305625,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,0.0297723292469352
mdp.39015046463918,,"The saga of Grettir the Strong. | $c: Translated by G.A. Hight. Edited with introd., notes and indexes by Peter Foote.",1965,u,high_male,0.0297723292469351
uc1.b3435566,"Shaw, Robert,",The man in the glass booth.,1967,m,high_male,0.0297619047619047
uiuo.ark:/13960/t4th92p92,"Murray, Hamilton.",Léonie Vermont,1849,m,mixed,0.0297397769516728
mdp.39015031236196,"Howells, William Dean,",Indian summer,1887,m,high_female,0.0297029702970297
mdp.39015053605450,"Drieu La Rochelle, Pierre,",Will o' the wisp: | a novel; | $c: translated [from the French] by Martin Robinson.,1966,m,,0.0297029702970296
mdp.39015050607830,"Mikdadi, F. J.",Tamra / | $c: Faysal Mikdadi.,1988,u,,0.029673590504451
inu.30000026319594,"West, Morris L.",The ringmaster / | $c: Morris West.,1992,m,mixed,0.0296377607025246
mdp.39015035775363,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,0.0296296296296296
mdp.39015008005897,"Niwa, Fumio,",The Buddha tree; | a novel;,1966,m,mixed,0.0296296296296296
wu.89006405005,"Orczy, Emmuska Orczy,",Flower o' the lily,1918,f,,0.0296296296296296
mdp.39015011705624,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,0.0296296296296296
uc1.$b605193,"(Aleksandr Sergeevich), Neverov, A. S.",Tashkent.,1930,u,high_female,0.0296296296296296
mdp.39015038414739,"Tal, Ali.",On the walls of my being / | $c: Ali Tal.,1995,m,,0.0295566502463054
uc1.$b704639,"Arenas, Reinaldo,","Hallucinations, being an account of the life and adventures of Friar Servando Teresa de Mier; | $c: translated from the Spanish by Gordon Brotherston.",1971,m,,0.0294784580498866
uc1.$b243684,"Millin, Sarah Gertrude Liebson,","Two bucks without hair, | and other stories.",1957,f,high_female,0.0294117647058823
mdp.39015067683642,"McAuley, Paul J.",Players / | $c: Paul McAuley.,2007,m,,0.0294117647058823
wu.89055051759,"Doorly, Eleanor.",The radium woman : | a youth edition of the life of Madame Curie / | $c: by Eleanor Doorly ... and woodcuts by Robert Gibbings.,1940,f,high_female,0.0294117647058823
uc1.b3872937,"Hartley, L. P. (Leslie Poles),",Simonetta Perkins / | $c: by L. P. Hartley,1952,m,high_female,0.0294117647058823
mdp.39015034436751,"Lodoli, Marco.",The innocents : | three tales of Rome / | $c: Marco Lodoli.,1994,m,,0.0294117647058823
uc2.ark:/13960/t92807t9n,"Gunter, Archibald Clavering,",The sword in the air,1904,m,high_female,0.0294117647058823
nyp.33433075747158,,Sephora;,1826,u,mixed,0.0294117647058823
njp.32101066164839,"Blackwood, Algernon,",Karma,1918,m,mixed,0.0294117647058823
inu.30000118322431,"Rafy, K U .",Folk-tales of the Khasis,1920,f,high_female,0.0294117647058823
mdp.39015018496359,"Nizan, Paul.",The conspiracy / | $c: Paul Nizan ; translated by Quintin Hoare ; with an afterword by Jean-Paul Sartre.,1988,m,,0.0294117647058823
mdp.39015058120026,"Rabelais, François,","Pantagruel : | King of the Dipsodes restored to his natural state with his dreadful deeds and exploits written by the late M. Alcofribas, abstractor of the quintessence / | $c: François Rabelais ; translated by Andrew Brown ; [foreword by Paul Bailey]",2003,u,high_male,0.0294117647058823
mdp.39015065992953,"Murasaki Shikibu,","The sacred tree : | being the second part of ""The tale of Genji"" / | $c: translated from the Japanese by Arthur Waley.",1926,f,,0.0294117647058823
uiuo.ark:/13960/t11n8rr4v,"Yonge, Charlotte M.",The dove in the eagle's nest,1866,f,mixed,0.0294117647058823
uiuo.ark:/13960/t5j96nw7d,Lady.,Julia de Vienne,1811,m,high_female,0.0294117647058823
mdp.39015080878054,"Tate, Leslie.",Aphrodite's children / | $c: Leslie Tate.,2009,u,mixed,0.0294117647058823
uc2.ark:/13960/t28913n40,"Eccott, W. J.",The mercenary,1913,u,,0.0293724966622162
uc1.$b445470,"Beneš, Bohuš.",God's village : | a novel / | $c: by Bohus Benes ; foreword by Thomas Mann.,1947,u,high_female,0.0293501048218029
wu.89008695462,"Curtis, Jean Louis,",The neon halo : | the face of the future / | $c: Jean Louis Curtis ; translated from the French by Humphrey Hare.,1958,f,,0.0293159609120521
uc1.b4281548,"Nizan, Paul.",The conspiracy / | $c: Paul Nizan ; translated by Quintin Hoare ; with an afterword by Jean-Paul Sartre.,1988,m,,0.0292887029288702
mdp.39015066872378,"Mīr Amman Dihlavī,",A tale of four dervishes / | $c: Mir Amman ; translated from the Urdu with an introduction by Mohammed Zakir.,2006,u,high_male,0.0292682926829268
mdp.39015014276342,"Mason, Philip,",Call the next witness / | $c: by Philip Woodruff [pseud.].,1945,m,high_male,0.0292397660818713
mdp.39015014116431,"Lafitte, J.-B.-P.",Adventures of an actor,1842,m,,0.0292134831460674
mdp.39015066086391,"Seiffert, Rachel.",The dark room / | $c: Rachel Seiffert.,2001,f,,0.0291970802919708
mdp.39015030717279,"Tlali, Miriam.",Muriel at Metropolitan : | a novel / | $c: by Miriam Tlali.,1979,f,,0.0291970802919708
uiuo.ark:/13960/t2s475w45,"MacCabe, William Bernard,",Bertha,1851,m,,0.0291666666666666
nyp.33433074852983,"Hawtrey, Valentina.",Suzanne,1906,u,,0.029126213592233
mdp.39015016976733,,The Faber book of contemporary Latin American short stories / | $c: edited by Nick Caistor.,1989,u,mixed,0.029126213592233
uc1.$b663097,"Kaczér, Illés,","Fear not, my servant Jacob. | A novel | $c: by Illés Kaczér, translated from the Hungarian by Lawrence Wolfe.",1947,u,high_male,0.029126213592233
dul1.ark:/13960/t6ww8471s,"Edwards, Amelia Ann Blanford,",In the days of my youth,1873,f,mixed,0.029126213592233
mdp.39015014317757,"Kernan, Thomas Dickenson,","Now with the morning star, | a novel | $c: by Thomas Kernan.",1945,m,high_male,0.0291005291005291
mdp.39015082715627,"Lathrop, John.",The desert contract / | $c: John Lathrop.,2008,m,,0.0290697674418604
uiuo.ark:/13960/t89g68945,"Reid, Mayne,",The quadroon,1856,m,high_male,0.0290456431535269
uiuo.ark:/13960/t9668ts7v,"Gilbert, William,","The inquisitor, or, The struggle in Ferrara",1870,m,,0.0289855072463768
hvd.32044086842135,"White, Charles,",The cashmere shawl,1840,m,high_male,0.0289855072463768
mdp.39015032820303,"Charef, Mehdi,",Tea in the harem / | $c: Mehdi Charef ; translated by Ed Emery.,1989,u,mixed,0.0289855072463768
mdp.39015033283964,"Simenon, Georges,",The glass cage; | $c: translated from the French by Antonia White. -,1973,m,mixed,0.0289855072463768
mdp.39015025005714,"Sciascia, Leonardo.",The knight and death & other stories / | $c: Leonardo Sciascia; translated by Joseph Farrell and Marie Evans.,1991,m,high_male,0.0289855072463768
uiuo.ark:/13960/t5v69qw74,"Bray,","The Talba, or, Moor of Portugal",1830,f,mixed,0.0289855072463768
mdp.39015012196773,"Becker, Stephen D.,",A covenant with death | $c: [by] Stephen Becker.,1965,m,mixed,0.0289017341040462
mdp.39015056903191,"Thorpe, Adam,",No telling / | $c: Adam Thorpe.,2003,m,mixed,0.0288888888888888
mdp.39015013928133,"Simenon, Georges,",The second Simenon omnibus.,1974,m,,0.0288888888888888
mdp.39015062110344,"Follett, Ken.",On wings of eagles / | $c: by Ken Follett.,1983,m,high_male,0.0288582183186951
uiuo.ark:/13960/t0ms43w0q,,Modern French life,1842,f,mixed,0.0288461538461538
mdp.39015010918996,"Sciascia, Leonardo.",Mafia vendetta.,1963,m,high_male,0.0288461538461538
mdp.39015024373238,"Goncharov, Ivan Aleksandrovich,",A common story,1906,m,,0.0288461538461538
nyp.33433074851100,"Harris, Henry E.",The king of Andorra,1899,m,high_male,0.0288065843621399
nyp.33433075777098,"Ingemann, Bernhard Severin,",The childhood of King Erik Menved,1846,m,high_male,0.0287907869481765
uc1.$b395672,"Taubman, Robert",The Penguin book of modern European short stories.,1969,m,,0.0287769784172661
mdp.39015055255809,"Bhêly-Quénum, Olympe.",Snares without end / | $c: Olympe Bhêly-Quénum ; translated by Dorothy S. Blair.,1981,u,high_male,0.0287769784172661
mdp.39015009367114,"Anderson, Sherwood,",Windy McPherson's son | $c: [by] Sherwood Anderson.,1923,m,high_male,0.0287539936102236
mdp.39015032763081,"Purdy, James,",Out with the stars / | $c: James Purdy.,1992,m,,0.028735632183908
uc1.b3767256,"Rosso, Renzo,",The bait and other stories; | $c: translated by Archibald Colquhoun.,1962,m,high_male,0.028735632183908
uc1.$b396507,"Griffin, Gwyn.",Freedom observed.,1963,m,high_female,0.0287081339712918
uiuo.ark:/13960/t6tx3xv92,"Reid, Mayne,",The flag of distress,1876,m,high_male,0.0287081339712918
uc1.$b716973,"Rosso, Renzo,",The hard thorn; | $c: translated from the Italian by William Weaver.,1966,m,,0.0286885245901639
njp.32101076479045,"Balzac, Honoré de,",Comedy of human life,1887,f,,0.028673835125448
mdp.39015034285349,"Smith, Patrick.",An unmarried man / | $c: Patrick Smith.,1994,m,high_female,0.028673835125448
