htid,author,title,year,authgender,female_category,urban_metric_gb
uc1.32106014574955,"Klíma, Ivan",The ultimate intimacy / | $c: Ivan Klima ; translated from the Czech by A.G. Brain,1997,m,mixed,-0.42007293604162566
inu.32000007536644,"Bowen, Elizabeth,",The hotel.,1960,f,high_female,-0.4201224542057023
mdp.39015065815683,"Poe, Edgar Allan,",The works of Edgar Allan Poe,1883,m,,-0.4202954621205382
uc1.32106018343456,"Mohsin, Moni",The end of innocence / | $c: Moni Mohsin,2006,f,high_female,-0.4203421377976424
uiuo.ark:/13960/t78s5b874,"Harley, St. John.",Eunice,1876,m,,-0.42035904522132056
mdp.39015074299119,"Rahim, Jennifer,",Songster and other stories / | $c: Jennifer Rahim.,2007,f,mixed,-0.42060482463903365
nyp.33433074918818,"Adams, Francis William Lauderdale,",John Webb's end,1891,m,,-0.42091268064150245
uc2.ark:/13960/t54f1sh9v,"Gray, Maxwell,",The last sentence,1893,f,,-0.42096971775009
uiuo.ark:/13960/t9q24kd0d,"Tupper, Martin Farquhar,",Stephan Langton,1858,m,,-0.4210524779257234
nyp.33433074873302,"Langbridge, Rosamond.",Imperial Richenda;,1908,u,high_female,-0.42107445511113
uc1.32106019365599,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,,-0.4210927097512265
mdp.39015082675227,"Marston, Edward.",Drums of war / | $c: Edward Marston.,2008,m,,-0.42114461537312503
nc01.ark:/13960/t3st8cq20,"Horsley, Reginald",The blue balloon,1896,m,high_male,-0.42115382918278704
mdp.39015016883749,"White, T. H. (Terence Hanbury),","The maharajah, and other stories / | $c: T.H. White ; collected and with an introduction by Kurth Sprague.",1981,m,,-0.42120051509712864
uc2.ark:/13960/t8nc5wj5x,"Lever, Charles James,",[Charles Lever's novels,1872,m,mixed,-0.4212480920506504
mdp.39015080831624,"Barclay, Alex.",Blood runs cold / | $c: Alex Barclay.,2008,m,high_male,-0.42126830049540814
nyp.33433074864384,"Grant, James,","The secret dispatch; or, The adventure of Captain Balgonie",1872,m,,-0.42127423726663293
uiuo.ark:/13960/t6g16c309,,Excitement,1849,u,high_male,-0.4213942523895341
uiuo.ark:/13960/t2q53671t,"Payn, James,",Halves,1876,m,,-0.42141851315809636
mdp.39015008985957,"Austen, Jane,",Emma,1892,f,high_female,-0.42142438440801255
uc1.$b561265,"Ruhen, Olaf.",Land of Dahori; | tales of New Guinea.,1957,m,,-0.42145771466815635
uiuo.ark:/13960/t3708nx0s,"MacDonald, George,",St. George and St. Michael,1876,m,,-0.4214768367993236
njp.32101037974837,"Fullerton, Georgiana,",A will and a way,1881,f,high_female,-0.4215348269662507
mdp.39015019872459,"Thomas, Paul,",Fur seal island : | an environment in peril / | $c: Paul Thomas.,1990,m,,-0.42154854320238433
hvd.32044090343682,"Gore,","Mary Raymond, and other tales",1838,f,,-0.4216053117585205
uc2.ark:/13960/t8jd53n8m,"Wemyss, Mary C. E.","""Things we thought of""",1911,f,,-0.42164177083965826
nyp.33433076079981,,"Quebec and New York; or, the three beauties",1839,u,mixed,-0.4217911048277234
njp.32101064907080,"Roche, Regina Maria,",The Munster cottage boy,1820,f,high_female,-0.42208948018991843
uiuo.ark:/13960/t2s47b39b,"Wallace, Ellen.","Lena, or, The silent woman",1852,f,,-0.42222679403147645
uiuo.ark:/13960/t8mc9b524,"Grey, Herbert.",The three paths,1859,m,,-0.422348211149729
nyp.33433082408620,"Sparroy, Wilfrid.",Persian children of the royal family;,1902,u,high_male,-0.42238578265965404
inu.30000056741279,"Aluko, T. M.,","One man, one wife / | $c: T. M. Aluko.",1977,u,high_male,-0.4224065240953876
uiuo.ark:/13960/t1zc8846k,"Cresswell, Henry.",Cancelled bonds,1895,m,,-0.42257294722508193
uiuo.ark:/13960/t36119k6f,"Carne, John,",Stratton hill,1829,m,,-0.4225883272166806
hvd.hweccs,"Lytton, Edward Bulwer Lytton,","Godolphin, or, The oath",1833,m,,-0.42260209348519173
mdp.39015048877230,"Lancaster, Osbert,","The Saracen's head; | or, The reluctant crusader; | $c: illus. by the author.",1948,u,high_male,-0.42260681722754445
mdp.39015030740776,"Courage, James.",The fifth child.,1948,m,high_female,-0.42265200314260576
uiuo.ark:/13960/t1hh6sn06,"Baring-Gould, S.",In the roar of the sea;,1892,m,,-0.42272267221810933
uiuo.ark:/13960/t7dr3ft5q,"Pisani, Marianna.",The banker-lord,1840,f,,-0.4227733196147153
mdp.39015057979646,"Carroll, Lewis,",Sylvie and Bruno,1889,f,mixed,-0.4227891203271788
uiuo.ark:/13960/t05x2m08q,"Douglas, Gertrude,",Brown as a berry,1874,f,mixed,-0.42279271278274566
mdp.39076006765205,"Lawrence, D. H. (David Herbert),",Complete short stories.,1955,m,high_female,-0.4228377104777754
mdp.39015060459230,,'Blackwood' tales from the outposts ...,1932,u,high_male,-0.42286437974157376
uiuo.ark:/13960/t4nk3vp5h,"Salter, Peter King.",Whitepatch,1887,m,high_female,-0.42292589712460293
uc1.b3295175,"Singh, Huthi.",Maura / | $c: Huthi Singh ; with an introduction by E. M. Forster.,1951,u,high_female,-0.4230078105972127
uc1.b4351933,"Simonov, Konstantin Mikhaĭlovich,",Victims and heroes / | $c: Konstantin Simonov. Translated from the Russian by R. Ainsztein.,1962,u,mixed,-0.4231042950695594
uc2.ark:/13960/t1qf8ms39,"Currie, Mary Montgomerie (Lamb) Singleton,",Two moods of a man;,1901,f,high_female,-0.4232135195111676
njp.32101038161780,"Lewis, Alethea,",Rhoda,1816,f,high_female,-0.42323441951631036
uiuo.ark:/13960/t2891j92x,"Thomas, Annie,","No hero, but a man",1894,f,,-0.4232686994092567
nyp.33433074936810,"Bathgate, Alexander,",Waitaruna,1881,m,high_male,-0.423316889324434
mdp.39015052824714,"Skoczylas, Adam.","Stefano, we shall come tomorrow.",1962,m,high_male,-0.4233657678719083
mdp.39015029206599,"Germain, Sylvie,",The book of nights / | $c: Sylvie Germain ; translated from the French by Christine Donougher.,1992,f,high_female,-0.42337002573861715
uc2.ark:/13960/t8w953s70,"Lever, Charles James,",[Charles Lever's novels,1872,m,high_male,-0.4233766393441477
hvd.hwadc1,"Scott, Walter,",The Waverley novels,1829,m,high_male,-0.42341894001779523
uiuo.ark:/13960/t8hd8gh7q,"Southey, Robert,",The doctor,1865,m,high_male,-0.4234346060719456
uc1.32106002092556,"Vaka, Demetra,",A child of the Orient,1914,f,,-0.423466273833244
uc1.b4927753,"O'Brien, Flann,",The poor mouth ( | a bad story about the hard life. | $c: Edited by Myles na Gopaleen (Flann O'Brien). Translated by Patrick C. Power and illustrated by Ralph Steadman.,1973,u,high_male,-0.4235543878854027
wu.89098526122,"Steele, Richard,",Toasts rakes and cits,1920,m,high_male,-0.4236137504232419
uiuo.ark:/13960/t25b0sc8n,"Henslowe, J. R.",White and red,1882,u,,-0.42381038305788277
uc1.32106012441108,"Myerson, Julie",Laura Blundy,2000,f,,-0.4238732160471393
pst.000024683296,"Blackburn, Julia.",The book of colour : | a fiction / | $c: Julia Blackburn.,1995,f,high_male,-0.42398621837998685
uiuo.ark:/13960/t74t78d6g,"Walford, Lucy Bethia,",The baby's grandmother,1884,f,mixed,-0.424021028198148
uiuo.ark:/13960/t7qn6fb5b,"Belfast, Frederick Richard Chichester,",The farce of life,1852,m,,-0.42407202570364116
mdp.39015011230482,"Kirst, Hans Hellmut,",What became of Gunner Asch. | $c: Translated from the German by J. Maxwell Brownjohn.,1964,m,high_male,-0.4240827244631348
uc1.$b245312,"Lewisohn, Ludwig,","The defeated, | $c: by Ludwig Lewisohn.",1927,m,,-0.4241394905073086
uiuo.ark:/13960/t39z9t711,"Tabor, Eliza.",A double wedding,1888,f,,-0.4242081744795403
mdp.39015030348786,"Pinget, Robert.",The Libera me Domine; | $c: translated by Barbara Wright.,1972,m,high_female,-0.42424273389609407
mdp.39015027321770,"Simpson, William Douglas,","Noltland Castle, Westray, Orkney.",1950,m,high_male,-0.42440478294795503
njp.32101066105501,"O'Donoghue, Power,",The knave of clubs,1868,f,high_female,-0.4244241059569966
uiuo.ark:/13960/t3320k41j,"Russell, William Clark,",The tale of the ten;,1896,m,high_male,-0.424531303868919
mdp.39015063547627,"Coryn, Marjorie,","Black Mastiff, / | $c: by M. Coryn.",1933,f,high_male,-0.4246728871635573
njp.32101038084727,"Maturin, Charles Robert,",The wild Irish boy,1808,m,,-0.4247429786284622
uc2.ark:/13960/t2z31q14h,"Brunner, Ethel Houston.",Celia once again,1919,f,,-0.4247690983009337
mdp.39076005032995,"Clarke, Arthur C. (Arthur Charles),",Glide path / | $c: Arthur C. Clarke.,1969,m,high_male,-0.4247718579592371
wu.89087910576,"Towers, Frances,","Tea with Mr. Rochester, and other stories.",1949,f,high_female,-0.4247726984926593
inu.30000121090322,"Powys, Theodore Francis,","The rival pastors, / | $c: by T. F. Powys.",1927,m,mixed,-0.42482599992483866
njp.32101067647725,"James, G. P. R.",One in a thousand,1835,m,,-0.4248944565498121
uc2.ark:/13960/t0bv7bv8c,"Gibbon, Frederick P.",The disputed V.C.;,1904,m,high_male,-0.4249624175245055
osu.32435053573192,"Fischer, Leonard.",Let out the beast / | $c: by Leonard Fischer.,1950,m,mixed,-0.42496741914403674
mdp.39015039496289,"Robins, Elizabeth,","Time is whispering, | $c: by Elizabeth Robins.",1923,f,mixed,-0.42526238887455464
uiuo.ark:/13960/t4sj2088r,"King, Richard Ashe,",Love the debt,1882,m,mixed,-0.42537431647592994
uc2.ark:/13960/t6736nv9b,,Dacia Singleton,1867,u,high_female,-0.4254109248615959
mdp.39015073390174,"Martínez Ortas, Francisco,",Fifty centimos / | $c: F.M. Ortas ; [translated from the Spanish by Christopher Martin].,1963,m,high_male,-0.4257134708494526
uc2.ark:/13960/t6n016x1s,"Watson, Gilbert,",Sunshine and sentiment in portugal,1904,m,,-0.4257620522900525
mdp.39015058599625,"Jókai, Mór,",Timar's two worlds,1888,m,,-0.42576751798113077
uiuo.ark:/13960/t5h99rx11,"Smith, Constance.",The repentance of Paul Wentworth,1889,f,high_female,-0.4260104346437503
hvd.hn6fru,"Wakefield, Priscilla,","Juvenile anecdotes, founded on facts",1825,f,,-0.42601297822441425
uc1.$b185905,"Langhoff, Wolfgang,","Rubber truncheon; | being an account of thirteen months spent in a concentration camp, | $c: by Wolfgang Langhoff; translated from the German by Lilo Linke; with a foreword by Lion Feuchtwanger.",1935,u,high_male,-0.4260974902761836
uc1.b3321966,"Cobbold, Richard,",Mary Anne Wellington,1846,m,,-0.42628744999085944
mdp.39015063949823,"Mordaunt, Elinor,",The island,1914,f,,-0.4263237326972309
inu.32000009224538,"De Chair, Somerset Struben,","Bring back the gods : | the epic career of the Emperor Julian, the Great / | $c: Somerset De Chair.",1962,u,,-0.4263546218822436
mdp.39015013286565,"Webb, Mary Gladys Meredith,","Armour wherein he trusted, | a novel and some stories, | $c: with an introduction by Martin Armstrong.",1929,f,,-0.4265136982342037
uc1.b3339462,"James, G. P. R.","The works of G.P.R. James, esq",1844,m,,-0.4265751565685916
uc1.b4102512,"Hood, Thomas,",Whims and oddities,1826,m,mixed,-0.4266705347190199
uc1.b4538467,"Beaty, David.",The white sea-bird / | $c: David Beaty.,1979,m,,-0.42671671721772375
mdp.39015002149113,"Graham, Winston.","Jeremy Poldark : | a novel of Cornwall, 1790-1791 / | $c: Winston Graham.",1961,m,mixed,-0.42686095092024867
uc1.b4315954,"Baynes, Dorothy Julia",Fountains of youth;,1936,f,high_female,-0.4270362983208829
uc1.$b686629,"Akeley, Mary L. Jobe (Mary Lenore Jobe),",Rumble of a distant drum ; | a true story of the African hinterland. Illus. by Arthur August Jansson.,1948,f,high_male,-0.4271473690279487
mdp.39015004964857,,"Tales from the Panchatantra, | $c: translated from the Sanskrit by Alfred Williams; illustrated by Peggy Whistler; with an introductory note by A. A. Macdonell ...",1930,u,,-0.42714787670940424
njp.32101048800088,,"Terrible tales, Spanish",1891,u,high_male,-0.42717031074840095
mdp.39015034257918,Xiaoxiaosheng.,"The golden lotus : | a translation, from the Chinese original, of the novel Chin Pʻing Mei / | $c: by Clement Egerton.",1995,u,mixed,-0.42726410728868003
mdp.39015050955452,"Soloukhin, Vladimir Alekseevich.",Scenes from Russian life / | $c: Vladimir Soloukhin ; translated from the Russian and with an introduction by David Martin.,1988,m,,-0.42742572816902735
mdp.39015019205106,"Tregenza, L. A.",The Red Sea mountains of Egypt.,1955,u,high_male,-0.42751371873692773
uiuo.ark:/13960/t03x8mz6z,"Finch, Emily.",The last days of Mary Stuart,1841,f,mixed,-0.42753073700066097
uiuo.ark:/13960/t8jd5g342,"Phillpotts, Mary Charlotte.",Janet's choice,1872,f,,-0.42754035937551366
mdp.39015050047417,"Elderkin, Susan.",Sunset over chocolate mountains / | $c: Susan Elderkin.,2000,f,,-0.4276050055226688
mdp.39015064707931,"Edric, Robert,",Gathering the water / | $c: Robert Edric.,2006,m,high_female,-0.42775568629028277
