htid,author,title,year,authgender,period,diff
nyp.33433068245376,"Gillie, R. C.",The story of stories,1901,u,1901-1950,0.24897425960968078
uc1.b4095381,"Koestler, Arthur,","Thieves in the night; | chronicle of an experiment, | $c: by Arthur Koestler ...",1946,m,1901-1950,0.2489860648701051
uc1.$b243506,"O'Brien, Kate,","That lady, | a novel",1946,f,1901-1950,0.2490020096374309
mdp.39015009044911,"Baudiš, Josef,",Czech folk tales,1917,u,1901-1950,0.2490597296951511
uc1.b4706895,"Chotzner, Jospeh,",Hebrew satire,1911,u,1901-1950,0.2490597296951511
mdp.39015030740818,"Cottrell, Dorothy (Wilkinson)",The singing gold.,1928,f,1901-1950,0.2490597296951511
uc1.b4315302,"Kinel, Lola.","Under five eagles: my life in Russia, Poland, Austria, Germany and America, 1916-1936.",1937,f,1901-1950,0.24915565295654196
mdp.39015064367587,"Martindale, Cyril Charlie,","St. Christopher, breaker of men & other stories",1917,m,1901-1950,0.2492015736667823
mdp.39015003952879,"Hole, Hugh Marshall,",Lobengula / | $c: by Hugh Marshall Hole ...,1929,m,1901-1950,0.2492015736667823
inu.32000007189659,"Abrahams, Peter,","Dark testament, | $c: by Peter Abrahams.",1942,m,1901-1950,0.2492015736667823
uc2.ark:/13960/t5q81761w,"Young, Filson,",The Wagner stories,1907,m,1901-1950,0.24926806302848437
mdp.39015066992135,"Grant, Colquhoun,",Through Dante's land;,1912,f,1901-1950,0.24936275999818136
uc1.b3548192,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,1901-1950,0.24976148408111598
uc1.$b164984,"Soler, Bartolomé,","Marcos Villarí, | $c: by Bartolemé Soler, tr. from the Spanish by William Stirling.",1948,u,1901-1950,0.24976148408111598
uc1.b3888656,"Williamson, Henry,","Salar the salmon, | $c: by Henry Williamson.",1935,m,1901-1950,0.24976148408111598
uc2.ark:/13960/t6833x99n,"Fielding, H.",Love's legend,1914,m,1901-1950,0.24976148408111598
uc2.ark:/13960/t6348jz1f,"Turgenev, Ivan Sergeevich,",A nest of hereditary legislators,1914,m,1901-1950,0.2501054813291379
mdp.39015063538998,"Hope, Anthony,","Rupert of Hentzau ... | being the sequel to a story by the same writer entitled ""The prisoner of Zenda"" | $c: [by Anthony Hope, pseud.]",1925,m,1901-1950,0.25015425705833516
mdp.39015065247705,"Choynowski, Piotr,","Youth, love and adventure,",1940,u,1901-1950,0.25021914998500594
uva.x001130580,"Strachery, Ray,",The world at eighteen,1907,m,1901-1950,0.250309729695151
mdp.39015027521205,"Wasilewska, Wanda,","Rainbow, a novel | $c: by Wanda Wassilewska; translated by Edith Bone ...",1943,f,1901-1950,0.2504450110804324
mdp.39015020827344,"Bowen, Elizabeth,",The hotel.,1950,f,1901-1950,0.2504450110804324
uc1.$b25262,"Knowles, George Hogan.","In the grip of the jungles, | $c: by George Hogan Knowles.",1932,m,1901-1950,0.2504450110804324
mdp.39015063590437,"DÁuvergne, Edmund Basil Francis.",The bride of two kings,1910,m,1901-1950,0.25051238857971636
uc1.$b703635,"Ramuz, C. F. (Charles Ferdinand),",The triumph of death.,1946,m,1901-1950,0.25066892509745
mdp.39015028026352,"(Alekseĭ Silych), Novikov-Priboĭ, A. S.",The captain.,1946,u,1901-1950,0.25066892509745
mdp.39015024519756,"Hauptmann, Gerhart,","The heretic of Soana, | $c: by Gerhart Hauptmann.",1923,u,1901-1950,0.250846671275907
uc1.$b137254,"Bojer, Johan,","Folk by the sea | $c: [by] Johan Bojer, translated from the Norwegian by Arna Heni, Louise Rourke and C. Archer.",1931,m,1901-1950,0.2509224747931902
mdp.39015008032321,"Azorín,",The syrens and other stories;,1931,u,1901-1950,0.25096449159991296
mdp.39015069768946,"Ėrenburg, Ilʹi͡a,",A soviet writer looks at Vienna / | $c: Ilya Ehrenburg ; translated by Ivor Montagu.,1934,u,1901-1950,0.25096449159991296
mdp.39015022182508,"De Wet, Oloff.",Cardboard crucifix : | the story of a pilot in Spain / | $c: by Oloff de Wet.,1938,u,1901-1950,0.25100966381899814
mdp.39015003884379,"Pasternak, Boris Leonidovich,",The collected prose work / | $c: Boris Pasternak ; arranged with an introduction by Stefan Schimanski.,1945,u,1901-1950,0.25102320001478573
mdp.39015016911532,"O'Brien, Kate,","That lady, | a novel",1946,f,1901-1950,0.2510378561811234
uc2.ark:/13960/t0zp3wz8p,"Grier, Sydney C.,",The path to honour,1909,m,1901-1950,0.25111101174643313
mdp.39015001790107,"Dos Passos, John,",One man's initiation--1917,1920,m,1901-1950,0.25111101174643313
uc1.$b299687,"Brennan, Frederick Hazlitt.","God got one vote, | $c: by Frederick Hazlitt Brennan.",1928,m,1901-1950,0.25134201197743333
uc2.ark:/13960/t6vx0864f,"Glossop, Bertram Robert Mitford.",Sporting trips of a subaltern,1906,m,1901-1950,0.25149485943566996
uc2.ark:/13960/t4fn14485,"Semenov, V. I.",The battle of Tsu-shima between the Japanese and Russian fleets,1910,u,1901-1950,0.2515456054013657
inu.39000008906583,"Baum, Vicki,",Nanking road / | $c: Vicki Baum ; [translated by Basil Creighton].,1939,f,1901-1950,0.2515962502794803
uc1.$b803660,"Colver, Anne,",Mr. Lincoln's wife.,1945,f,1901-1950,0.25160497196018317
uc2.ark:/13960/t36110241,"Tozzi, Federigo,",Three crosses,1921,u,1901-1950,0.2517601516360791
mdp.39015012301464,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,1901-1950,0.2517601516360791
uc1.$b244238,"Fisher, Vardis,",I see no sin | $c: [by] Vardis Fisher.,1934,m,1901-1950,0.2520333507982685
uc2.ark:/13960/t42r3qj9f,"Strang, Herbert.",Duty and danger in India / Herbert Strang,1911,m,1901-1950,0.2522071894225364
uc2.ark:/13960/t3ws8mh4r,"James, George Wharton,",How I eliminated fear,1921,m,1901-1950,0.2523930630284843
uc1.b3782596,"Duncan, Dorothy.",Portrait of Jan.,1948,f,1901-1950,0.2523930630284843
mdp.39015015373189,"Żeromski, Stefan,",The faithful river.,1943,u,1901-1950,0.2523930630284843
mdp.39015030701208,"Kersh, Gerald,",Brain and ten fingers / | $c: a novel by Gerald Kersh.,1943,m,1901-1950,0.2523930630284843
uc1.$b103181,"Hurst, Fannie,","Lummox, | $c: by Fannie Hurst.",1924,f,1901-1950,0.2527476729575624
uc2.ark:/13960/t0gt5t679,"Jones, Doris Egerton.",The coconut planter,1916,f,1901-1950,0.2527747424177973
mdp.39015083385156,"Monro, W. D.",Stories of Indian gods & heroes,1911,u,1901-1950,0.25284351347893474
uc2.ark:/13960/t16m33s2s,"Johnson, George Lindsay,",The weird adventures of Professor Delapine of the Sorbonne,1916,m,1901-1950,0.2529744583773216
uc1.$b302087,"Mundy, Talbot,",Om / | $c: by Talbot Mundy.,1931,m,1901-1950,0.2530103469791015
uc1.b3727919,"Work, George.",White man's harvest : | a novel / | $c: by George Work.,1932,m,1901-1950,0.2530103469791015
mdp.39015012073444,"Zweig, Stefan,",Kaleidoscope one [-two] | $c: translated by Eden and Cedar Paul.,1949,u,1901-1950,0.2530103469791015
uc2.ark:/13960/t4qj78k3z,"Duvernois, Henri,",The holidays;,1921,m,1901-1950,0.25321273515963194
mdp.39015030064458,"Eje, Anders,",A horrible suspicion;,1920,u,1901-1950,0.25321273515963194
uc1.$b674881,"Shelley, Gerard",The speckled domes; | episodes of an Englishman's life in Russia.,1925,m,1901-1950,0.25339529019997653
mdp.39015047680346,"Fabricius, Johan,",Java revisited.,1947,m,1901-1950,0.2535041741395956
uc2.ark:/13960/fk78s4k46s,"Hutton, Samuel King,",By Eskimo dog-sled and kayak;,1919,m,1901-1950,0.25361257522360636
uc1.$b240292,"Stenbok-Fermor, Aleksandr Vasīlʹevīch, Graf,","My experiences as a miner, | $c: by Count Stenbock-Fermor, translated from the German by Frances, countess of Warwick; foreword by James Maxton, M.P.",1930,u,1901-1950,0.25361257522360636
uc1.$b282836,"Nivelle, Robert.",And yet France smiled. | $c: Foreword by Jacques Soustelle. Translated by Leigh Waller.,1944,m,1901-1950,0.2538493737080959
nyp.33433075772578,"Williamson, William Henry.",The prince's marriage,1908,m,1901-1950,0.2538493737080959
wu.89099487951,"Fangen, Ronald,",Both are my cousins / | $c: Ronald Fangen ; translated from the Norwegian by Dermot McKay.,1940,m,1901-1950,0.253908214543636
uc2.ark:/13960/t0pr7r048,"Aikman, Henry G.",Zell,1921,m,1901-1950,0.25420029194414695
uc1.$b322371,"Baerlein, Henry,","Over the hills of Ruthenia, | $c: by Henry Baerlein.",1923,m,1901-1950,0.2542647207824952
mdp.39015020740687,,Fairy tales.,1948,u,1901-1950,0.2542647207824952
inu.30000005477298,"Weeks, John H.",Congo life and jungle stories,1910,m,1901-1950,0.2542647207824952
mdp.39015022653938,"Dukes, Paul,",Red dusk and the morrow;,1922,m,1901-1950,0.25448887141171794
wu.89008374258,"Schlumberger, Jean,",Stefan the proud / | $c: Jean Schlumberger ; tr. by W. G. Corp.,1946,f,1901-1950,0.2547740154094368
mdp.39015004762236,"Rilke, Rainer Maria,","The notebook of Malte Laurids Brigge | $c: [by] Rainer Maria Rilke, translated by John Linton.",1930,u,1901-1950,0.2547740154094368
mdp.39015020835230,"Lodge, Thomas,","Lodge's ""Rosalynde"", being the original of Shakespeare's ""As you like it"",",1931,m,1901-1950,0.25518276259929995
wu.89100004720,"Zbyszewski, Karol.","The fight for Narvik; | impressions of the Polish campaign in Norway. | $c: Text by Karol Zbyszewski, drawings by Józef Natanson.",1940,u,1901-1950,0.2552232517077295
uc1.$b312679,"Todd, Ruthven,",The lost traveller / | $c: by Ruthven Todd.,1943,u,1901-1950,0.25551806302848434
mdp.39015001129553,"Musgrave, L. F.",An Afghan pioneer,1921,u,1901-1950,0.25551806302848434
uc1.$b56595,"Galbraith, Winifred.",Men against the sky / | $c: by Winifred Galbraith.,1940,f,1901-1950,0.2557980809496313
uc1.$b112597,"Barns, H. E.","Naju of the Nile, | $c: by H.E. Barns. With sixteen full-page illustrations by Warwick Reynolds.",1924,u,1901-1950,0.2558814351215075
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,1901-1950,0.2559795609187797
uc1.31822006630453,"Raabe, H. E",Cannibal nights : | the reminiscences of a free-lance trader / | $c: by H.E. Raabe,1927,u,1901-1950,0.2560013104511647
uc1.b3910537,"Southon, Arthur E. (Arthur Eustace),",Drums of fate : | a romance of West Africa / | $c: Arthur E. Southon.,1928,m,1901-1950,0.256061016696438
uc1.$b703852,,French stories from New Writing / | $c: selected by John Lehmann.,1947,u,1901-1950,0.25609676673218795
mdp.39015014652989,"Wiechert, Ernst Emil,",The earth is our heritage / | $c: by Ernst Wiechert ; translated by Robert Maxwell.,1950,m,1901-1950,0.25623921687463813
uc1.$b164461,"Frank, Leonhard,",The singers : | a novel / | $c: by Leonhard Frank ; translated by Cyrus Brooks.,1932,u,1901-1950,0.2564160515342315
nyp.33433082449483,"Watson, Gilbert,",The voice of the South;,1905,m,1901-1950,0.25652150339545676
uc2.ark:/13960/t3cz3700q,"Pratt, Ambrose,",A daughter of the bush,1912,m,1901-1950,0.25655972969515095
uc1.$b391632,"Gary, Romain.","Forest of anger, | $c: by Romain Gary. Translated from the French by Viola Gerard Garvin.",1944,m,1901-1950,0.25670778384066717
uc1.b4395819,"Andreyev, Leonid,",He who gets slapped;,1922,m,1901-1950,0.25693851757393893
wu.89057385544,"Dracott, Alice Elizabeth,",Simla village tales;,1906,f,1901-1950,0.25693851757393893
uc2.ark:/13960/t74t6j03k,"Ashby, Philip H.",The mad Rani,1922,m,1901-1950,0.25728028107359713
uc1.$b244779,"Stuart, Francis,",The white hare : | a novel / | $c: by Francis Stuart.,1936,m,1901-1950,0.2573480179834393
uc2.ark:/13960/t73t9h02h,"Foran, W. Robert",The border of Blades,1916,m,1901-1950,0.2573480179834393
inu.39000000164132,"Anand, Mulk Raj,","The barber's trade union and other stories, | $c: by Mulk Raj Anand.",1944,m,1901-1950,0.25755001370112995
uc2.ark:/13960/t83j3cg3v,"Patterson, J. H.",The man-eaters of Tsavo and other East African adventures,1907,u,1901-1950,0.2578586500730188
uc2.ark:/13960/t7np2253s,"MacManus, Anna,",The passionate hearts,1903,f,1901-1950,0.25794861858403995
mdp.39015004734995,"James, Grace.",Green Willow and other Japanese fairy tales,1910,f,1901-1950,0.25794861858403995
mdp.39015063014073,"Archibald, Norman,","Heaven high, hell deep, 1917-1918, | $c: Norman Archibald.",1935,m,1901-1950,0.2580005396639984
uc1.$b301161,"Lobb, Frances.",The strangers.,1947,f,1901-1950,0.25805808765902616
mdp.39015011223214,,Modern Swedish short stories ...,1934,u,1901-1950,0.2580892655601299
mdp.39015065263702,"Nowakowski, Zygmunt,","The Cape of Good Hope,",1940,u,1901-1950,0.2581452754178649
mdp.39015063934684,"Martin, Stuart,","Babe Jardine, | $c: by Stuart Martin.",1927,m,1901-1950,0.25818253671269475
njp.32101071958878,"Gorky, Maksim,",The individualists,1906,m,1901-1950,0.25827541596966075
uc1.$b745203,"Benyon-Tinker, W E","Dust upon the sea, | $c: by W.E. Benyon-Tinker.",1947,u,1901-1950,0.2583930630284843
uc1.31822010874279,"Harsányi, Zsolt,",Hungarian melody; | $c: translated  from the Hungarian by Lynton Hudson,1936,u,1901-1950,0.2584147139080514
uc1.b4351916,"Shishkov, V. I͡A. (Vi͡acheslav I͡Akovlevich),","Children of darkness, | $c: by V. Shishkov.",1931,u,1901-1950,0.2584370190724403
mdp.39015030584596,"Kuprin, A. I.","A Slay soul, and other stories",1916,m,1901-1950,0.2585334139056773
uc2.ark:/13960/t4dn4333q,"Byrne, Donn,",Stories without women,1915,m,1901-1950,0.25855744659012814
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,1901-1950,0.25857863003879356
uc1.b3326411,"Stanley, Caroline Abbot,",Order no. 11,1904,f,1901-1950,0.2586430630284844
mdp.39015002710419,"Prichard, Katharine Susannah,",Golden miles.,1948,f,1901-1950,0.2587149021089441
uc2.ark:/13960/t00z75s7v,"Art͡sybashev, M.",Tales of the revolution,1917,m,1901-1950,0.25891480215891916
uc2.ark:/13960/t75t3hk9v,"Bruun, Laurids,",Van Zanten's happy days;,1908,u,1901-1950,0.25891480215891916
uc2.ark:/13960/t5j963t4f,"Mackay, Helen,",Chill hours,1919,f,1901-1950,0.25891480215891916
uc1.$b661999,"Mardrus, Joseph C. V.","The queen of Sheba, | $c: translated into French from his own Arabic text...",1924,m,1901-1950,0.25891480215891916
yale.39002044552355,"Seth-Smith, Elsie K.",The firebrand of the Indies,1922,f,1901-1950,0.2592275954025851
mdp.39015055583226,"Spadoni, Adriana.",Mrs. Phelps' husband / | $c: by Adriana Spadoni.,1924,f,1901-1950,0.2592275954025851
uc1.$b245312,"Lewisohn, Ludwig,","The defeated, | $c: by Ludwig Lewisohn.",1927,m,1901-1950,0.25924585490665697
mdp.39015000638018,"Leacock, Stephen,",Sunshine sketches of a little town,1912,m,1901-1950,0.259497620669235
uc2.ark:/13960/t6rx9700w,"Turquan, Joseph,",The love affairs of Napoleon,1909,m,1901-1950,0.25951790539922837
mdp.39015066051676,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,1901-1950,0.2596232055946758
umn.31951002105635m,"Wassermann, Jakob,",The world's illusion / | $c: by Jacob Wassermann ; authorized translation by Ludwig Lewisohn.,1929,m,1901-1950,0.2596299051337475
uc1.$b268702,"Frith, Dean, pseud.","Booze-runner, | $c: by ""Dean Frith"".",1935,u,1901-1950,0.25967949518928835
mdp.39015031237897,"Harband, Beatrice M.",Jaya,1914,f,1901-1950,0.2596884366939648
wu.89100009596,"Wynyard, Noel,","Winning hazard, | $c: by Noel Wynyard.",1947,m,1901-1950,0.259779426664848
uc1.b3548198,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,1901-1950,0.259796714144103
uc1.$b311939,"Ramuz, C. F. (Charles Ferdinand),","Beauty on earth, translated from the French.",1929,m,1901-1950,0.2598398715391226
mdp.39015034322985,"Cronise, Florence M.","Cunnie Rabbit, Mr. Spider and the other beef;",1903,f,1901-1950,0.2598398715391227
uc1.$b236219,"Dennis, Nigel Forbes,",Boys and girls come out to play / | $c: by Nigel Dennis.,1949,f,1901-1950,0.25990014518145876
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,1901-1950,0.2601395419017237
uc2.ark:/13960/t0js9k52b,"Jackson, Murray Cosby.","A soldier's diary, South Africa 1899-1901",1913,m,1901-1950,0.2601912281660992
uc2.ark:/13960/t0sq8x87b,"Thisted, Valdemar Adolph,",Letters from hell,1911,m,1901-1950,0.2602243883296892
uc2.ark:/13960/t6n017k64,"Steel, Flora Annie Webster,",From the five rivers,1912,f,1901-1950,0.2602877998705896
uc1.b3573464,"Anderson, A. J.",The romance of Fra Filippo Lippi,1909,u,1901-1950,0.2603762563057953
uc2.ark:/13960/t7xk89r6g,"Festing, Gabrielle.",From the land of princes,1904,f,1901-1950,0.26038317834973634
uc2.ark:/13960/t6251mc7x,"Fraser, Mary Crawford.",Storied Italy,1915,f,1901-1950,0.26040239428820433
uc2.ark:/13960/t4kk9bz9g,"Strindberg, August,",The inferno,1913,m,1901-1950,0.2605082462745576
mdp.39015004984913,,Soviet humour : | stories and cartoons from Crocodile / | $c: selected and translated by Peter Tempest.,1949,u,1901-1950,0.2607263963618177
mdp.39015046802099,"Mofolo, Thomas,","Chaka, | an historical romance, | $c: by Thomas Mofolo, with an introduction by Sir Henry Newbolt ... translated from the original Sesuto by F. H. Dutton.",1931,m,1901-1950,0.2607263963618177
uc1.$b783832,"Gielgud, L. E. (Lewis Evelyn),",Red soil / | $c: by L.E. Gielgud.,1926,m,1901-1950,0.2607263963618177
njp.32101074206200,"Malherbe, Henry,",The flaming sword of France;,1918,m,1901-1950,0.2607263963618177
mdp.39015059465396,"Gorky, Maksim,",The man who was afraid (Foma Gordyéeff),1905,m,1901-1950,0.2607263963618177
uc2.ark:/13960/t2c82602q,"Sandes, John,",Designing fate,1912,m,1901-1950,0.2607263963618177
mdp.39015011238428,"Čapek, Karel,",Hordubal / | $c: by Karel Cǎpek ; translated by M. and R. Weatherall.,1934,u,1901-1950,0.2607263963618177
uc2.ark:/13960/t1dj5cc2n,"Paton, Frank Hume Lyall",Lomai of Lenakel,1903,m,1901-1950,0.2607263963618177
uc2.ark:/13960/t6zw1d58j,"Bojer, Johan,",Our kingdom,1920,m,1901-1950,0.2607263963618177
uc2.ark:/13960/t5w66dr3v,"Baerlein, Henry,",The house of the fighting-cocks,1922,m,1901-1950,0.261030532614859
uc1.b3752233,"Simenon, Georges,","A wife at sea, | $c: translated from the French by Geoffrey Sainsbury.",1949,m,1901-1950,0.2612971726175254
uva.x030742634,"Deeping, Warwick,",Joan of the tower,1911,m,1901-1950,0.2612971726175254
inu.39000004449364,Firdawsī.,A Persian hero,1922,u,1901-1950,0.2612971726175254
uc1.$b301015,"Johnston, Myrtle,",The maiden / | $c: by Myrtle Johnston.,1932,f,1901-1950,0.2614573905138643
uc1.$b312429,"Russell, John,","Where the pavement ends, | $c: by John Russell.",1928,m,1901-1950,0.26148397211939356
mdp.39015028359852,"Przerwa-Tetmajer, Kazimierz,","Tales of the Tatras, | $c: by Kazimierz Przerwa-Tetmajer.",1941,u,1901-1950,0.26157673649787194
mdp.39015005687093,Xiaoxiaosheng.,"The Golden Lotus; | a translation from the Chinese original, | $c: by Clement Egerton.",1939,u,1901-1950,0.26157673649787194
uc1.$b485482,"Lauesen, Marcus,",Waiting for a ship / | $c: by Marcus Lauesen ; translated from the Danish by Arthur G. Chater.,1933,m,1901-1950,0.26157673649787194
uc2.ark:/13960/t1td9wp75,"Stokes, Samuel Evans.",Arjun - the life-story of an Indian boy,1911,m,1901-1950,0.26157673649787194
uc2.ark:/13960/t7xk8992q,"Rolfe, Frederick,",Don Tarquinio,1905,m,1901-1950,0.26157673649787194
njp.32101069158465,"Prévost, Marcel,",Benoit Castain,1916,m,1901-1950,0.26157673649787194
wu.89004714226,"Drummond, Hamilton,",The king's scapegoat,1905,m,1901-1950,0.26172320656915415
uc1.b3425597,"Browne, Charles Robert.","Maori witchery; | native life in New Zealand, | $c: by C.R. Browne ...",1929,m,1901-1950,0.2618525224879438
mdp.39015007034245,Homer.,"Odyssey, | $c: a new translation for children by George Kerr; with drawings by Ann Buckmaster.",1947,m,1901-1950,0.26193063528281957
uc2.ark:/13960/t55d8qx72,"Prindle, Frances Carruth,",The way of Belinda,1901,f,1901-1950,0.26212460665264536
mdp.39015019151714,"Steffens, Lincoln,",The autobiography of Lincoln Steffens ...,1931,m,1901-1950,0.26221041462665795
uc1.$b301785,"Magno, Paschoal Carlos,",Sun over the palms.,1943,m,1901-1950,0.2623930630284843
mdp.39015005304228,"Ḥakīm, Tawfīq.",Maze of justice / | $c: by Tewfik el Hakim ; translated by A. S. Eban.,1947,u,1901-1950,0.2623930630284843
uc1.$b186788,"Neumann, Alfred,","The friends of the people, | $c: by Alfred Neumann. Translated by Countess Nora Wydenbruck.",1940,m,1901-1950,0.2623930630284843
wu.89006984728,"Wodehouse, P. G.",William Tell told again,1904,m,1901-1950,0.2623930630284843
mdp.39015017651798,"Ishikawa, Masamochi,",The story of a Hida craftsman (Hida no takumi monogatari),1912,u,1901-1950,0.2623930630284843
uc2.ark:/13960/t7cr5r04n,"Fønhus, Mikkjel,",The trail of the elk,1922,u,1901-1950,0.2623930630284843
mdp.39015063972171,"Erichsen, Erich Anton,",Forced to fight;,1917,m,1901-1950,0.2623930630284843
mdp.39015015364667,"Aragon,",Passengers of destiny. | $c: Translated by Hannah Josephson.,1947,u,1901-1950,0.2625112314184399
mdp.39015030083482,"Mason, Eugene.","Aucassin & Nicolette, and other mediaeval romances and legends",1915,m,1901-1950,0.2626579636907359
uc1.$b721006,"Pryce-Jones, Alan,",People in the south | $c: [by] Alan Pryce-Jones.,1932,m,1901-1950,0.2626734368602599
mdp.39015008829668,"Chekhov, Anton Pavlovich,",The grasshopper : | and other stories / | $c: by Anton Chekhov ; translated with an introd. by A. E. Chamot.,1926,m,1901-1950,0.2627105233459447
uc1.b3326438,"Steel, Flora Annie Webster,",Mistress of men,1917,f,1901-1950,0.2627589166870209
uc2.ark:/13960/t29883c9f,"London, Jack,",Hearts of three,1918,m,1901-1950,0.26288689018897815
mdp.39015023158812,"Diver, Maud,","The judgment of the sword; | the tale of the Kabul tragedy, and of the part played therein by Major Eldred Pottinger, the hero of Herat, | $c: by Maud Diver.",1924,f,1901-1950,0.2629320428167423
uc1.$b305461,"Heidenstam, Verner von,",The tree of the Folkungs.,1925,u,1901-1950,0.26317737675397457
uc1.$b244778,"Stuart, Francis,",The pillar of cloud / | $c: by Francis Stuart.,1948,m,1901-1950,0.26328691777708757
uc1.$b385848,"Körmendi, Ferenc,",Weekday in June : | a novel / | $c: by Ferenc Körmendi ; translated by Ferenc Gallo.,1946,u,1901-1950,0.26333056302848434
mdp.39015011404855,"Norris, Kathleen Thompson,","Josselyn's wife, | $c: by Kathleen Norris.",1929,f,1901-1950,0.263368672784582
mdp.39015030747250,"Gubsky, Nikolai,",The greatest of these / | $c: by Nikolai Gubsky.,1931,u,1901-1950,0.2634825571919085
mdp.39076006819010,"Mofolo, Thomas,",Chaka the Zulu / | $c: Thomas Mofolo.,1949,m,1901-1950,0.2639315245669459
uc2.ark:/13960/t3gx46g5z,"Morison, Margaret Cotter.",A lonely summer in Kashmir,1904,u,1901-1950,0.2641577689108373
uc1.$b183921,"Yurlova, Marina.","Russia, farewell.",1936,f,1901-1950,0.2642764711002331
uc1.$b566987,"Searcy, Alfred.",By flood and field;,1912,m,1901-1950,0.2643307792914601
uc1.$b101734,"Manners-Sutton, D. (Doris),","Black god; | a story of the Congo, | $c: by D. Manners-Sutton.",1934,f,1901-1950,0.26441837948418057
uc2.ark:/13960/t6g15xw4s,"George, Marguerite Joséphine Weimer,",A favourite of Napoleon;,1909,f,1901-1950,0.26456800392682955
wu.89084879600,"Macmillan, Cyrus,",Canadian wonder tales,1918,m,1901-1950,0.2646572139718806
mdp.39015059414964,"Manners-Sutton, D.",Black god; | a story of the Congo.,1939,u,1901-1950,0.2647990780660784
mdp.39015024856406,"Mason, Eugene.","Aucassin & Nicolette, and other mediaeval romances and legends, | $c: tr. from the French by Eugene Mason.",1925,m,1901-1950,0.26512598228314277
uc1.$b244476,"Rice, Elmer,",A voyage to Purilia / | $c: by Elmer Rice.,1930,m,1901-1950,0.26535602599144714
uc2.ark:/13960/t92808w4j,"Mott, Lawrence,",Jules of the great heart,1905,m,1901-1950,0.26535602599144714
mdp.39015035763963,"(Vasiliĭ), Ilʹenkov, V.",Driving axle; | a novel of socialist construction.,1933,u,1901-1950,0.26535602599144714
uc1.b3940672,"Romanov, Panteleĭmon,",Without cherry blossom,1930,u,1901-1950,0.26535602599144736
uc1.32106001539789,Xenophon.,The Persian expedition / | $c: Xenophon ; tr. by Rex Warner.,1949,m,1901-1950,0.26562835714613153
uc1.32106000768884,"(Robert Sutherland), Rattray, R. S.","Akan-Ashanti folk-tales,",1930,u,1901-1950,0.26562835714613153
mdp.39015031325999,"Hurst, Fannie,","Appassionata, | $c: by Fannie Hurst.",1926,f,1901-1950,0.26562835714613153
uc1.b3945613,"Baroness, Orczy, Emmuska Orczy,",The turbulent duchess (H. R. H. Madame la Duchesse de Berri),1935,f,1901-1950,0.26566773785633435
mdp.39015029837211,"Painter, William,",An Elizabethan story-book : | famous tales from the Palace of pleasure / | $c: selected and arranged with an introduction by Peter Haworth.,1928,m,1901-1950,0.2662088525021685
uc2.ark:/13960/t9s17w52c,"Armfield, Anne Constance Smedley.",The flower book;,1910,f,1901-1950,0.2662484847152313
mdp.39015063615911,"Méléra, Marguerite Yerta,",Six women and the invasion,1918,f,1901-1950,0.2662484847152313
uc2.ark:/13960/t09w0ft2n,"Rodziewiczówna, Maria,",Devaytis,1901,f,1901-1950,0.2662484847152313
uc1.$b114284,"Young, Miriam,","Mother wore tights | $c: [by] Miriam Young, illustrated by Howard Williamson.",1944,f,1901-1950,0.26627568153864234
uc2.ark:/13960/t79s1p961,"O'Connor, William Frederick Travers,","Folk tales from Tibet, with illustrations by a Tibetan artist and some verses from Tibetan love-songs;",1906,m,1901-1950,0.26635702699244834
mdp.39015063963832,"Quin, Shirland.","I sing of Honolulu, | $c: by Shirland Quin.",1935,u,1901-1950,0.2665364893233051
dul1.ark:/13960/t2d800x3c,"Hodgson, William Hope,",The night land;,1921,m,1901-1950,0.26667877731419876
nyp.33433075752240,"Steel, Flora Annie Webster,",A prince of dreamers,1908,f,1901-1950,0.26686006810462637
inu.32000001379330,"Hadath, Gunby.",Men of the Maquis.,1947,u,1901-1950,0.26686006810462637
wu.89099704173,"Omessa, Charles.",Rasputin and the Russian court,1918,m,1901-1950,0.26709894538142553
uc1.$b242594,"Farrell, James T. (James Thomas),","More fellow-countrymen, | $c: by James T. Farrell.",1946,m,1901-1950,0.2671233534849159
uc1.b3915526,"Cowan, James,",The adventures of Kimble Bent;,1911,m,1901-1950,0.2671817954228506
mdp.39015005319200,"Sholokhov, Mikhail Aleksandrovich,","Virgin soil upturned,",1935,m,1901-1950,0.26730534373023873
uc2.ark:/13960/t6b27sf45,"Lawrence, Charles Edward,",Pilgrimage,1914,m,1901-1950,0.26730534373023873
uc1.$b299729,"Burt, Maxwell Struthers,","The interpreter's house, | $c: by Struthers Burt.",1927,u,1901-1950,0.2674076402879595
uc1.$b301052,"Kinney, Henry W. (Henry Walsworth),","The code of the Karstens, | $c: by Henry Walsworth Kinney.",1923,m,1901-1950,0.2678308510469175
