htid,author,title,year,authgender,period,diff
mdp.39015057591961,"Mills, Magnus.",Once in a blue moon / | $c: Magnus Mills.,2003,m,1951-2009,-0.733316418591016
inu.30000000878250,"Bednarczyk, Czesław.",Kubus : | my friend the cat / | $c: Czesław Bednarczyk.,1988,u,1951-2009,-0.733316418591016
mdp.49015002055169,"Kavan, Anna,",Eagles' nest : | a novel / | $c: Anna Kavan.,1976,f,1951-2009,-0.733316418591016
mdp.39015027553141,"Beaton-Jones, Cynon,",So Hi and the White Horse of Fu. | $c: Illustrated by John Ward.,1952,u,1951-2009,-0.733316418591016
mdp.39015022220324,"Sturgeon, Theodore.","Starshine, | $c: by Theodore Sturgeon.",1968,m,1951-2009,-0.6512268663522102
uc1.b3475489,"Val Baker, Denys,",Karenza : | a novel of Cornwall / | $c: [by] Denys Val Baker.,1980,m,1951-2009,-0.6352772029047418
mdp.39015050563843,"Hocking, Mary.",March house / | $c: Mary Hocking.,1981,f,1951-2009,-0.6252083104829084
iau.31858013754290,"Lubbock, Percy,",Earlham.,1963,m,1951-2009,-0.6229268082014057
uc1.b4974507,"Gray, Alasdair.",The fall of Kelvin Walker : | a fable of the sixties / | $c: by Alasdair Gray.,1985,u,1951-2009,-0.6208164185910161
mdp.39015030851813,"Blackwood, Caroline.",Great Granny Webster / | $c: Caroline Blackwood.,1977,f,1951-2009,-0.6207336371340624
uc1.$b675574,"Lubbock, Percy,",Earlham.,1963,m,1951-2009,-0.6152836317057704
mdp.39015077638164,"Marston, Edward.",Murder on the Brighton Express / | $c: Edward Marston.,2008,m,1951-2009,-0.6116434147887345
uc1.b2831241,"Levene, Ralph.",The camel's back.,1967,m,1951-2009,-0.611365199078821
mdp.39015065907977,"Green, Henry,",Doting : | a novel / | $c: by Henry Green.,1952,m,1951-2009,-0.6113651990788208
uc1.b3472573,"Val Baker, Denys,","Rose, a novel of Cornwall / | $c: Denys Val Baker",1980,m,1951-2009,-0.6065558552107344
mdp.39015014137973,"Leiber, Fritz,","Gather, darkness! / | $c: Fritz Leiber.",1968,m,1951-2009,-0.6051112903858877
mdp.39015025272611,"Prichard, Thomas Jeffery Llewelyn.","The comical adventures of Twm Shon Catty (Thomas Jones, Esq.), commonly known as the Welsh Robin Hood.",1991,m,1951-2009,-0.6043856009809532
mdp.39015055183290,"Jones, Vanessa,",The kindest use a knife / | $c: Vanessa Jones.,2002,f,1951-2009,-0.6028816359823205
inu.39000005534958,"Sheffield, John.",The original Robin Hood : | a translation of the early tales / | $c: John Sheffield ; illustrated by John Clark.,1982,m,1951-2009,-0.599295800034315
mdp.39015032438247,"Penn, Margaret.",The foolish virgin / | $c: by Margaret Penn.,1980,f,1951-2009,-0.5989078164404786
uc1.b4451122,"McEwen, Todd.",McX / | $c: Todd McEwen.,1990,m,1951-2009,-0.5971907641407543
mdp.39076000963459,"Hamilton, Ian Robertson,",No stone unturned; | the story of the Stone of Destiny. | $c: With a foreword by Sir Compton Mackenzie.,1952,m,1951-2009,-0.5947813867438824
mdp.39015079149228,"Knight, Alanna.",Murder in paradise / | $c: Alanna Knight.,2008,f,1951-2009,-0.594122279396877
mdp.39015013115574,"Bates, H. E. (Herbert Ernest),","The triple echo, | $c: by H. E. Bates; drawings by Ron Clarke,",1970,m,1951-2009,-0.5904592757338731
uc1.$b86271,"Auld, Philip.",Honour a physician.,1959,m,1951-2009,-0.5840626872477325
mdp.39015031305736,"Storey, Anthony.",Brothers keepers : | a novel / | $c: by Anthony Storey.,1975,m,1951-2009,-0.5802551941012202
mdp.39015048886603,"Forster, Margaret,",Marital rites / | $c: Margaret Forster.,1981,f,1951-2009,-0.5783868411262274
inu.39000005590711,"Price, Merlin.",Folktales and legends of Gloucestershire / | $c: by Merlin Price ; and illustrated by Kate Fitzsimons.,1984,m,1951-2009,-0.5764536734929767
uc1.$b119708,"Rosenberg, John.",A company of strangers / | $c: John Rosenberg.,1959,m,1951-2009,-0.5754216817489108
uc1.$b244761,"Strong, L. A. G. (Leonard Alfred George),",Deliverance.,1955,m,1951-2009,-0.5754216817489108
mdp.39015024085030,"Cross, Gillian.",The dark behind the curtain / | $c: Gillian Cross ; illustrated by David Parkins.,1982,f,1951-2009,-0.5733164185910161
uc1.$b251002,"Turpin, Allan.",Ladies: | an episode of the revolution.,1966,m,1951-2009,-0.5729390601004501
mdp.39015031234639,"Hartley, L. P. (Leslie Poles),","The harness room, | $c: [by] L. P. Hartley.",1971,m,1951-2009,-0.5720260960103709
inu.30000114945995,"Lane, Jane,",Heirs of Squire Harry / | $c: Jane Lane.,1974,f,1951-2009,-0.5689328569471804
uc1.b3486103,,"Anne Hughes, her boke / | $c: edited by Mollie Preston ; introduced by Michael Croucher ; linocuts by Tony Evora.",1981,u,1951-2009,-0.5666497519243496
mdp.39015050742462,"Mills, Magnus.",Three to see the king / | $c: Magnus Mills.,2001,m,1951-2009,-0.5666497519243494
inu.39000002159106,"Dickson, Gordon R.",Lifeboat / | $c: Harry Harrison and Gordon R. Dickson.,1978,m,1951-2009,-0.5666497519243494
mdp.39015073907191,"Kuyper, Sjoerd.",Josie / | $c: Dutch Cooper ; translated by Patricia Crampton.,2000,u,1951-2009,-0.5666497519243493
inu.30000110620030,"Tombs, Kerry.",The Worcester whisperers : | a Victorian crime story / | $c: Kerry Tombs.,2008,u,1951-2009,-0.5651748256706621
mdp.39015011313650,"Hartley, L. P. (Leslie Poles),",The hireling.,1957,m,1951-2009,-0.5644852497598474
inu.30000100420466,"Czerkawska, Catherine Lucy.",The curiosity cabinet / | $c: Catherine Czerkawska.,2005,f,1951-2009,-0.563505097836299
umn.319510020674797,"D'Oyley, Elizabeth.",The mired horse.,1951,f,1951-2009,-0.562387751027086
mdp.39015061751841,"Dowie, Claire.",Creating chaos / | $c: Claire Dowie.,2004,f,1951-2009,-0.5613418962980223
mdp.39076005051995,"Thomas, Dylan,",Adventures in the skin trade.,1955,m,1951-2009,-0.560239495514093
inu.30000120843333,"Sisson, Rosemary Anne.",Escape from the dark / | $c: Rosemary Anne Sisson.,1976,f,1951-2009,-0.557877822099788
mdp.39015080834594,"Haran, Maeve.",The lady and the poet / | $c: Maeve Haran.,2009,f,1951-2009,-0.556845830355722
mdp.39015078796607,"Hannah, Sophie,",The other half lives / | $c: Sophie Hannah.,2009,f,1951-2009,-0.5560436913182887
mdp.39015064746129,"Charles, Edward.",In the shadow of Lady Jane : | a novel of Tudor England / | $c: Edward Charles.,2006,m,1951-2009,-0.5546655661076951
mdp.39015001032708,"Waterhouse, Keith.","Maggie Muggins, or, Spring in Earl's court / | $c: Keith Waterhouse.",1981,m,1951-2009,-0.5543040729120037
mdp.39015000886955,"Wallace, Clare Marc.",Portrait of a schizophrenic nurse.,1965,u,1951-2009,-0.5533164185910161
mdp.39015080837456,"Matthews, Carole.",The difference a day makes / | $c: Carole Matthews.,2009,f,1951-2009,-0.5523209434778938
inu.30000094670670,,Victorian novels of Oxbridge life / | $c: edited and introduced by Christopher Stray.,2004,u,1951-2009,-0.5518095692759476
mdp.39015030709581,"Mitchell, Yvonne.",God is inexperienced : | a novel / | $c: by Yvonne Mitchell.,1974,f,1951-2009,-0.5496429492032608
mdp.39015005753341,"Day Lewis, C. (Cecil),",A tangled web.,1973,u,1951-2009,-0.5495326348072322
mdp.39015032196019,"Friel, George.",The bank of time / | $c: George Friel ; introduced by Gordon Jarvie.,1995,m,1951-2009,-0.5488503991735403
uc1.b2802929,"Val Baker, Denys,","The flame swallower, and other stories from Cornwall.",1963,m,1951-2009,-0.5468757406249143
mdp.39015081739347,,The black book / | $c: edited by Tony Reed.,1989,u,1951-2009,-0.5458164185910162
mdp.39015019853293,"Holden, Ursula.",Help me please / | $c: Ursula Holden.,1991,f,1951-2009,-0.545816418591016
inu.30000004380105,"Holland, Richard.",Supernatural Clwyd : | the folk tales of North-East Wales / | $c: Richard Holland.,1989,m,1951-2009,-0.5453464937789858
mdp.39015012970466,"Ackroyd, Peter,",Chatterton / | $c: Peter Ackroyd.,1987,m,1951-2009,-0.5452822305568279
inu.30000118485758,"Maddock, Llywelyn W.,","West Country folk tales, | $c: by Llywelyn W. Maddock. Illus. by Harold W. Hailstone.",1965,u,1951-2009,-0.5447449900195875
inu.30000110447988,"Beauchamp, Michelle.",On the streets : | a journey through London with the young homeless / | $c: Michelle Beauchamp ; photographs by Glynn Griffiths.,1989,f,1951-2009,-0.5447308106505693
mdp.39015066824247,"Feaver, Jane,",According to Ruth / | $c: Jane Feaver.,2007,f,1951-2009,-0.5446371733079972
mdp.39015019555559,"McDermid, Val.",Report for murder / | $c: Val McDermid.,1987,m,1951-2009,-0.5441272294018273
mdp.39015031308227,"Tremain, Rose.",Sadler's birthday / | $c: Rose Tremain.,1976,f,1951-2009,-0.54230518263596
uc1.$b389751,"Goolden, Barbara,",The snare.,1970,f,1951-2009,-0.5418270568888884
uc1.$b243178,"Plaidy, Jean,","The sixth wife, | $c: by Jean Plaidy [pseud.]",1953,f,1951-2009,-0.5416305063508312
uc1.b3346916,"Fitzgerald, Kevin.","Kill him gently, nurse : | a story for a journey / | $c: Kevin Fitzgerald.",1966,m,1951-2009,-0.5414559534747372
mdp.39015064702080,"Kneale, Matthew,",Powder / | $c: Matthew Kneale.,2006,m,1951-2009,-0.541008726283324
mdp.39015061094952,"Home, Stewart,",Down & out in Shoreditch and Hoxton / | $c: Stewart Home.,2004,m,1951-2009,-0.5376642446779727
mdp.39015031237970,"Hanley, James,",A woman in the sky.,1973,m,1951-2009,-0.5368878471624446
uc1.b4974562,"Potter, Dennis.",Ticket to ride / | $c: Dennis Potter.,1986,m,1951-2009,-0.5365951071156062
mdp.39015032979653,"MacKenna, John.",Clare : | a novel / | $c: John MacKenna.,1993,m,1951-2009,-0.5351182203928179
inu.30000120831908,"Borrelli, Dawn.",Kate / | $c: Dawn Borrelli.,1989,f,1951-2009,-0.5333164185910162
uc1.$b391306,"Fisher, Roy,",The ship's orchestra.,1966,m,1951-2009,-0.5333164185910162
mdp.39015049862678,"Kennaway, James,",Silence.,1972,m,1951-2009,-0.5333164185910162
mdp.39015082690713,"Dafydd, Fflur.",Twenty thousand saints / | $c: Fflur Dafydd.,2008,u,1951-2009,-0.5333164185910162
mdp.39015054286797,"Miller, Harland,","First I was afraid, I was petrified / | $c: Harland Miller.",2000,m,1951-2009,-0.5333164185910162
mdp.39015082682702,"Smith, Joseph.",The wolf / | $c: Joseph Smith.,2008,m,1951-2009,-0.533316418591016
mdp.39015013254654,"Storey, David,",Pasmore. -,1972,m,1951-2009,-0.533316418591016
mdp.39015024903794,"Frayn, Michael.",A landing on the sun / | $c: Michael Frayn.,1991,m,1951-2009,-0.5321991001552618
mdp.39015039762805,"Sharp, Margery,",The gipsy in the parlour.,1953,f,1951-2009,-0.5304862299117706
uc1.$b255853,"Ellis, Royston,",The rush at the end / | $c: Royston Ellis.,1967,m,1951-2009,-0.5301914185910158
mdp.39015062883080,"Cleave, Chris.",Incendiary / | $c: Chris Cleave.,2005,m,1951-2009,-0.5296127148873122
mdp.39015080878047,"Jenkins, Thomas.",A meet with murder / | $c: Thomas Jenkins.,2008,m,1951-2009,-0.5272862678372472
mdp.39015014513736,"Hamilton, Patrick,",Hangover square; | a story of darkest Earl's Court. With an introd. by J. B. Priestley.,1972,m,1951-2009,-0.5271308515807068
uc1.$b807356,"Coxhead, Elizabeth,",The midlanders.,1953,f,1951-2009,-0.5256241108987083
mdp.39015028701145,"Tongue, Ruth L.","Forgotten folk tales of the English counties; | $c: collected by Ruth L. Tongue, with an introduction by Katharine Briggs.",1970,f,1951-2009,-0.5253392106138082
inu.30000083501381,,"Victorian sources of fairy tales. | $c: edited by Robert A. Gilbert. | $n: 2, | $p: A collection of stories /",2003,u,1951-2009,-0.524361194710419
mdp.39015027550923,"Lee, Mary.","Rosamond Fane; | or, the prisoners of St. James's | $c: [by] M. and C. Lee. Illustrated by Heather Standring.",1963,f,1951-2009,-0.5227901028015425
uc1.b2838252,"Bray, Christopher.",The Scarecrow Man.,1969,m,1951-2009,-0.5227901028015424
mdp.39015060827626,"Mantel, Hilary,",Beyond black / | $c: Hilary Mantel.,2005,f,1951-2009,-0.5192942783696136
uc1.$b252068,"Duckworth, Marilyn,",The matchbox house / | $c: Marilyn Duckworth.,1960,f,1951-2009,-0.5190307043053018
uc1.b3164053,"Raven, Simon,",The rich pay late / | $c: by Simon Raven.,1964,m,1951-2009,-0.5180933214781551
uc1.32106010909965,"Lock, Samuel,",As luck would have it / | $c: Samuel Lock,1995,m,1951-2009,-0.5177991772117059
mdp.39015078783324,"Hall, Catherine.",Days of Grace / | $c: Catherine Hall.,2009,f,1951-2009,-0.5176301440812122
inu.30000007046091,"Wilson, Colin,","Adrift in Soho, | a novel.",1961,m,1951-2009,-0.5174573877540117
mdp.39015031231940,"Dunn, Nell,",Tear his head off his shoulders.,1974,f,1951-2009,-0.5166497519243494
mdp.39015043790826,"Crewe, Candida,",The last to know / | $c: Candida Crewe.,1998,f,1951-2009,-0.5166497519243491
mdp.39015082691083,"Gaffney, David.",Never never / | $c: David Gaffney.,2008,m,1951-2009,-0.5164489487114978
inu.30000094851403,"Pugh, Jane.",Welsh ghostly encounters / | $c: Jane Pugh.,1990,f,1951-2009,-0.5156293437610839
mdp.39015078782433,"Macken, John.",Breaking point / | $c: John Macken.,2009,m,1951-2009,-0.5154946364127981
uc1.b3465279,"Fox, Sebastian.",Odd woman out / | $c: by Sebastian Fox.,1958,m,1951-2009,-0.5151346004091979
mdp.39015055174513,"Baker, Howard.",Sawdust Caesar / | $c: Howard Baker.,1999,m,1951-2009,-0.5149758072373043
uc1.$b299891,"Cowlin, Dorothy.",The slow train home.,1951,f,1951-2009,-0.5149256139933148
wu.89098657877,"Percy, Cyril Heber.",Hym : | the life story of a famous fox / | $c: by Cyril Heber Percy ; illustrated by Michael Lyne.,1959,m,1951-2009,-0.5129774355401687
uc1.$b396517,"Hill, Susan,",I'm the king of the castle,1973,f,1951-2009,-0.5129774355401687
uc1.b4311947,"Berry, Bernard.",A lost Roman road: | a reconnaissance in the West Country.,1963,m,1951-2009,-0.511094196368794
wu.89014636112,"Lynch, Conor.",Equal citizenship and the end of sectarian politics.,1987,u,1951-2009,-0.5110941963687939
coo.31924000507230,"MacCaskill, Don.",Wild endeavour / | $c: Don & Bridget MacCaskill.,1975,m,1951-2009,-0.5110941963687936
mdp.39015034521925,"Rees, David,",The estuary / | $c: David Rees.,1983,m,1951-2009,-0.5107015776016167
uc1.$b353132,"Davies, Rhys,",Girl waiting in the shade / | $c: Rhys Davies.,1960,m,1951-2009,-0.5100154477172294
uc1.$b119741,"De Polnay, Peter,",A winter's promise / | $c: Peter de Polnay.,1967,m,1951-2009,-0.5077066624934552
inu.39000002597990,"Smith, Jonathan,",The English lover / | $c: Jonathan Smith.,1977,m,1951-2009,-0.5070390463282424
mdp.39015030946258,"Arnold, Bruce.",A singer at the wedding / | $c: Bruce Arnold.,1978,m,1951-2009,-0.5067970815744416
mdp.39015032449889,"Penn, Margaret.",Young Mrs. Burton / | $c: by Margaret Penn.,1980,f,1951-2009,-0.506393341667939
mdp.39015084103939,"Joso, Jayne.",Soothing music for stray cats / | $c: Jayne Joso.,2009,f,1951-2009,-0.5060436913182891
inu.32000009469117,"Streatfeild, Noel.",The fearless treasure : | a story of England from then to now / | $c: by Noel Streatfeild ; illustrated by Dorothea Braby.,1953,f,1951-2009,-0.5048519991153606
mdp.39015063256229,"Kelly, Vivien.",Dirty work / | $c: Viv Kelly.,1995,f,1951-2009,-0.5047449900195875
mdp.39015012082031,"Jones, Eirwen",Folk tales of Wales / | $c: Eirwen Jones ; drawings by A. E. Bestall.,1978,u,1951-2009,-0.5047449900195875
mdp.39015030712239,"Sillitoe, Alan.","Men, women and children.",1973,m,1951-2009,-0.5041497519243494
mdp.39015049644134,"Kenworthy, Christopher.",The winter inside / | $c: Christopher Kenworthy.,2000,m,1951-2009,-0.5039046538851336
uc1.$b105363,"Stucley, Elizabeth Florence,",Teddy boys' picnic.,1958,f,1951-2009,-0.5035866888612861
uc1.$b236122,"Coxhead, Elizabeth,",The figure in the mist / | $c: Elizabeth Coxhead.,1955,f,1951-2009,-0.5013576557044178
uc1.32106018962420,"Fane, Julian,",Odd woman out / | $c: Julian Fane,2006,m,1951-2009,-0.501058354074887
mdp.39015069319112,"Richards, Alun,",Home to an empty house / | $c: Alun Richards ; foreword by Rachel Trezise.,2006,u,1951-2009,-0.5007582790561322
uc1.$b244225,"Fuller, Roy Broadbent,",Image of a society.,1956,m,1951-2009,-0.499983085257683
mdp.39015005291011,"Briggs, Katharine Mary.","A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.",1970,f,1951-2009,-0.4993918066176236
mdp.39015057591524,"Magrs, Paul.",Aisles / | $c: Paul Magrs.,2003,m,1951-2009,-0.49894141859101604
uc1.$b783912,"Dame. Macaulay, Rose,","They were defeated, | $c: by Rose Macaulay.",1960,f,1951-2009,-0.49884436890157513
mdp.39015078769943,"Cooper, Natasha,",A poisoned mind / | $c: Natasha Cooper.,2008,f,1951-2009,-0.4980223009439573
uc1.$b809289,"Scannell, Vernon.",The dividing night.,1962,m,1951-2009,-0.49720530747990493
mdp.39015031222816,"Callow, Philip.",The bliss body.,1969,m,1951-2009,-0.4969527822273797
uc1.32106012155815,"Paling, Chris",After the raid / | $c: Chris Paling,1995,m,1951-2009,-0.4969527822273797
inu.30000125237242,,A Rhondda anthology / | $c: edited by Meic Stephens ; introduced by Dai Smith.,1993,u,1951-2009,-0.49685432472820024
uc1.b3473203,"Schlee, Ann.",The proprietor : | a novel / | $c: Ann Schlee.,1983,f,1951-2009,-0.4967572788060697
uc1.b4401592,"Breakwell, Ian.","Ian Breakwell's diary, 1964-1985",1986,m,1951-2009,-0.496649751924349
inu.30000039954809,"Bold, Alan Norman,",East is west : | a novel / | $c: Alan Bold.,1991,m,1951-2009,-0.49620301652916055
uc1.$b794343,"Bullett, Gerald William,",Ten-minute tales : | and some others / | $c: Gerald Bullett ; foreword by Storm Jameson.,1959,m,1951-2009,-0.4952211804957779
mdp.39015067672892,"Sansom, C. J.",Sovereign / | $c: C.J. Sansom.,2006,u,1951-2009,-0.4943333677435585
uc1.b4974544,"Morris, G. H.,","Grandmother, Grandmother, come and see / | $c: G.H. Morris.",1989,u,1951-2009,-0.49418598380840734
mdp.39015059177553,"Harwood, John,",The ghost writer / | $c: John Harwood.,2004,m,1951-2009,-0.4936160440591808
umn.31951002041619n,"Raymond, Diana.",Between the stirrup and the ground : | a novel / | $c: by Diana Raymond.,1956,f,1951-2009,-0.49309295490386523
mdp.39015032936745,"Clarke, Peter A.",The English nobility under Edward the Confessor / | $c: Peter A. Clarke.,1994,m,1951-2009,-0.4929975119850937
uc1.b2841106,"Church, Richard,",Little Miss Moffatt: a confession.,1969,m,1951-2009,-0.49164975192434934
inu.30000039146844,"Whitaker, Terence W.",Scotland's ghosts and apparitions / | $c: Terence Whitaker.,1991,m,1951-2009,-0.4896189395994196
inu.30000029301235,"Wilson, Colin,",The killer : | a novel / | $c: by Colin Wilson.,1970,m,1951-2009,-0.4895147656984542
mdp.39015043786592,"Wakefield, Tom.",The scarlet boy / | $c: Tom Wakefield ; completed by Patrick Gale.,1998,m,1951-2009,-0.48913037207938814
inu.30000035546377,"Perriam, Wendy,",Born of woman / | $c: Wendy Perriam.,1993,f,1951-2009,-0.48879087114576053
inu.30000111246181,"Thomas, Aneurin Gareth.",Luggage from elsewhere / | $c: Aneurin Gareth Thomas.,2007,m,1951-2009,-0.4887749338748588
uc1.b2854093,"Wilson, Colin,",The killer: a novel.,1970,m,1951-2009,-0.48850314058271743
mdp.39015074267256,"Ewing, Barbara.","The mesmerist : | or the Misses Preston, of Bloomsbury / | $c: Barbara Ewing.",2007,f,1951-2009,-0.48779670532936725
inu.30000118485907,"Grice, Frederick.",Folk tales of the West Midlands / Frederick Grice ; drawings by N.J.P. Turnbull.,1952,m,1951-2009,-0.48778070430530174
uc1.$b323485,"Bullett, Gerald William,",The Peacock brides.,1958,m,1951-2009,-0.48770238350329653
uc1.$b245254,"Treece, Henry,",The rebels.,1953,m,1951-2009,-0.48732711377818183
mdp.39015015526125,"Dahl, Roald.","Ah, sweet mystery of Life / | $c: Roald Dahl ; illustrated by John Lawrence.",1989,m,1951-2009,-0.48716257243717004
uc1.b4091143,"Hopkins, Kenneth.",The girl who died / | $c: Kenneth Hopkins.,1955,m,1951-2009,-0.48388850097087893
mdp.39015048877891,"Nelson, Michael.","Knock or ring, | a novel.",1957,m,1951-2009,-0.48331641859101615
mdp.39015031224150,"Berckman, Evelyn.",Wait; | a novel.,1973,f,1951-2009,-0.48331641859101615
uc1.b3898302,"Beechey, Winifred.",The rich Mrs. Robinson / | $c: by Winifred Beechey : illustrated by Mary P. Taylor.,1984,f,1951-2009,-0.48331641859101615
mdp.39015011242651,"Vesaas, Tarjei,",The ice palace / | $c: Tarjei Vesaas ; translated by Elizabeth Rokkan.,1966,m,1951-2009,-0.48331641859101604
inu.30000036529612,,Facets : | Gemma's 3rd collection of women's writing : fact fiction poetry.,1991,u,1951-2009,-0.48331641859101604
mdp.39015005315372,"Wilson, A. N.,",Who was Oswald Fish? / | $c: A.N. Wilson.,1981,m,1951-2009,-0.48331641859101604
uc1.b3472637,"Butler, Michael D. (Michael David),",Street & sky : | a verse novella / | $c: Michael D. Butler.,1980,m,1951-2009,-0.48331641859101593
inu.39000004066580,"Read, Miss.","Village diary, | $c: by 'Miss Read' [pseud.] Illustrated by J.S. Goodall.",1957,f,1951-2009,-0.48331641859101593
inu.30000027337702,"Diski, Jenny.",Like mother / | $c: Jenny Diski.,1990,f,1951-2009,-0.4833164185910158
mdp.39015021319069,"Webster, Henry Charles,",2750: | legend of a locomotive. | $c: Illustrated by R. Barnard Way.,1953,m,1951-2009,-0.48232040265476084
uc1.32106018078581,"Beaumont, Sebastian,",On the edge,1991,m,1951-2009,-0.48170351536520956
uc1.b3810922,"Church, Richard,",The porch ...,1964,m,1951-2009,-0.48102284060936473
uc1.32106017435006,"Moyes, Jojo,",Night music / | $c: Jojo Moyes,2008,f,1951-2009,-0.4806848396436477
inu.30000029844648,"Brander, Michael.",Tales of the Borders / | $c: Michael Brander.,1991,m,1951-2009,-0.4796291029567977
uc1.32106014497330,"Craig, Amanda,",A vicious circle / | $c: Amanda Craig,1996,f,1951-2009,-0.47950931199203134
mdp.39015082728679,"Tomkinson, Roy.",Anger child / | $c: Roy Tomkinson.,2008,m,1951-2009,-0.47868678896138656
mdp.39015050923872,"Thomas, Gwyn,",Sorrow for thy sons / | $c: by Gwyn Thomas.,1986,m,1951-2009,-0.47841445780670244
mdp.39015034434293,"Ackroyd, Peter,",Dan Leno and the Limehouse Golem / | $c: Peter Ackroyd.,1994,m,1951-2009,-0.47821437777468945
mdp.39015050923211,"Tennant, Emma.",The time of the crack. -,1973,f,1951-2009,-0.47750246510264394
uc1.$b103176,"Mitchell, Yvonne.",The bed-sitter / | $c: Yvonne Mitchell.,1959,f,1951-2009,-0.47721885761540606
mdp.39015000609530,"Spark, Muriel.",The ballad of Peckham Rye.,1960,f,1951-2009,-0.47706641859101584
uc1.$b794453,"Clewes, Howard,",The long memory : | a novel / | $c: by Howard Clewes.,1951,m,1951-2009,-0.4749830852576826
uc1.b3741143,"Val Baker, Denys,",The tenant and other stories / | $c: Denys Val Baker.,1985,m,1951-2009,-0.47469572893584355
mdp.39015062495265,"Jeffries, Roderic,",A traitor's crime / by Roderic Jeffries.,1968,m,1951-2009,-0.47438784716244464
mdp.39015048736881,"Phillips, Linda.","Old dogs, new tricks / | $c: Linda Phillips.",1999,f,1951-2009,-0.47405715933175674
mdp.39015051324294,"Barstow, Stan,",B-movie / | $c: Stan Barstow.,1987,m,1951-2009,-0.47304244598827655
inu.39000005593822,"Dixon, Geoffrey M.",Folktales and legends of Kent / | $c: by Geoffrey M. Dixon ; and illustrated by Susy-Jane Tanner.,1984,m,1951-2009,-0.47275303830932575
uc1.32106015176859,"Zahavi, Helen",Donna and the fatman / | $c: Helen Zahavi,1998,f,1951-2009,-0.47212238874026985
mdp.39015049688719,"English, Lucy.",Our dancing days / | $c: Lucy English.,2000,f,1951-2009,-0.47057132055180034
uc1.$b396531,"Hughes, Owain,",Hermit's reprieve: | a novel.,1969,u,1951-2009,-0.47015852385417406
mdp.39015031006409,,To catch a sunbeam : | Victorian reality through the magic lantern / | $c: designed and edited by G. A. Household from the collection of L. M. H. Smith.,1979,u,1951-2009,-0.47015852385417395
mdp.39015030737657,"Dick, Kay.",They : | a sequence of unease / | $c: Kay Dick.,1977,f,1951-2009,-0.47015852385417384
mdp.39015021856847,"Galloway, Janice.",Blood / | $c: Janice Galloway.,1991,f,1951-2009,-0.4701585238541737
mdp.39015034358492,"Graham, Winston.","The angry tide : | a novel of Cornwall, 1798-9 / | $c: Winston Graham.",1977,m,1951-2009,-0.46777969542717435
uc1.$b383933,"Lustgarten, Edgar,",Defender's triumph / | $c: Edgar Lustgarten.,1951,m,1951-2009,-0.46742046483379074
uc1.$b323536,"Callow, Philip.",Common people / | $c: Philip Callow.,1958,m,1951-2009,-0.46726137271945634
mdp.39015047574614,"Harkness, Lucy,",The happy pigs / | $c: Lucy Harkness.,1999,f,1951-2009,-0.46664975192434943
uc1.$b391733,"Thomas, Dylan,",The followers : | a story / | $c: by Dylan Thomas ; with illustrations by Meg Stevens.,1976,m,1951-2009,-0.46664975192434943
mdp.39015062872141,"Hale, Stephanie.",Firebug / | $c: Stephanie Hale.,2005,f,1951-2009,-0.4666497519243493
uc1.b4975920,"Howatch, Susan.",Glittering images / | $c: Susan Howatch.,1987,f,1951-2009,-0.4664700574050322
inu.30000126981145,"May, Katherine.",Burning out / | $c: Katherine May.,2009,f,1951-2009,-0.46598968591774886
mdp.39015030849221,"Abse, Dannie.","O. Jones, O. Jones.",1970,m,1951-2009,-0.465556855749486
mdp.39015051348707,"Bermant, Chaim,",The companion : | a novel / | $c: Chaim Bermant.,1987,u,1951-2009,-0.46545927573387313
mdp.39015031325395,"Jenkins, Elizabeth,",Dr. Gully.,1972,f,1951-2009,-0.46525558208911505
uc1.32106008017268,"Fuller, Roy,",Image of a society / | $c: Roy Fuller ; new introduction by Jeremy Lewis.,1987,m,1951-2009,-0.46502373566418687
inu.32000009260615,"Snow, C. P. (Charles Percy),",The new men.,1954,m,1951-2009,-0.46482326790608464
mdp.39015029187476,"Bracewell, Michael,",The conclave / | $c: Michael Bracewell.,1992,m,1951-2009,-0.4642581226268904
mdp.39015053158724,,"Piece of flesh / | $c: edited by Zadie Smith ; consultant editor, Katie Kitamura.",2001,u,1951-2009,-0.46408564936024693
mdp.39015002749052,"Ross Williamson, Hugh,",A wicked pack of cards.,1961,m,1951-2009,-0.46408564936024677
mdp.39015021059772,"Prebble, John,",The high girders / | $c: John Prebble.,1956,m,1951-2009,-0.46379968996648074
inu.32000007193966,"Andrew, Prudence,",Ordeal by silence : | a story of medieval times / | $c: Prudence Andrew.,1961,f,1951-2009,-0.46331641859101597
mdp.39015029208397,"Hill, Susan,",The mist in the mirror / | $c: Susan Hill.,1992,f,1951-2009,-0.46287616701868894
mdp.39015048931599,,Suspect device : | a reader in hard-edged fiction / | $c: edited by Stewart Home.,1998,u,1951-2009,-0.46263972686169264
mdp.39015077120007,"Curzon, Clare.",Off track / | $c: Clare Curzon.,2008,f,1951-2009,-0.46248308525768284
mdp.39015034316854,"Dilke, Caroline,",The sly servant / | $c: [by] Caroline Dilke.,1975,f,1951-2009,-0.4624830852576827
mdp.39015051321019,"Bainbridge, Beryl,",Sweet William / | $c: Beryl Bainbridge.,1975,f,1951-2009,-0.46234867665553203
