htid,author,title,year,authgender,period,diff
mdp.39015029177741,"Symons, Julian,",Something like a love affair / | $c: Julian Symons.,1992,m,1951-2009,-0.010688681364738661
mdp.39015005324507,"Marlowe, Derek.",Nightshade / | $c: Derek Marlowe.,1975,m,1951-2009,-0.01068868136473855
uc1.$b396601,"Mavor, Elizabeth,",A green equinox.,1973,f,1951-2009,-0.010544141363293291
uc1.b3435504,"Charles, Gerda.",A logical girl.,1967,f,1951-2009,-0.01049033163449431
uc1.b2801756,"Vyvyan, C. C. (Clara Coltman)",Coloured pebbles /cC.C. Vyvyan.,1964,f,1951-2009,-0.010424852325955691
uc1.$b482335,"Belmer, Roy.",The teeth of the dragon : | the incredible story of a woman's survival / | $c: by Roy Belmer.,1964,m,1951-2009,-0.010424852325955691
mdp.39015062111607,"Haining, Peter.",The gentlewomen of evil: | an anthology of rare supernatural stories from the pens of Victorian ladies.,1967,m,1951-2009,-0.01001544771722973
mdp.39015078771626,"Kelly, Julia,",With my lazy eye / | $c: Julia Kelly.,2009,f,1951-2009,-0.009787006826310285
mdp.39015001043812,"Brahms, Caryl,",Stroganov in company : | collected stories / | $c: by Caryl Brahms [i.e. D.C. Abrahams].,1980,f,1951-2009,-0.009479209288690504
mdp.39015046832427,"Lodge, David,",Out of the shelter.,1970,m,1951-2009,-0.009422613281281467
mdp.39015019673303,,"Unguarded hours / | $c: editor, Ruth Rendell.",1990,u,1951-2009,-0.00939003822291784
mdp.39015017718365,"Pombo, Alvaro.",The resemblance / | $c: Alvaro Pombo ; translated from the Spanish by Margaret Jull Costa.,1989,m,1951-2009,-0.009178487556533277
mdp.39015012988369,"Ransome, Arthur,",Pigeon post.,1958,m,1951-2009,-0.009178487556533166
mdp.39015002710104,"Powell, Anthony,",What's become of Waring.,1953,m,1951-2009,-0.00906392689666391
mdp.39015047457992,"Preston, Peter,",51st state / | $c: Peter Preston.,1998,m,1951-2009,-0.008963162569606609
mdp.39015064989364,"McWatt, Tessa.",This body / | $c: Tessa McWatt.,2007,f,1951-2009,-0.008918828229570352
mdp.39015019002388,"Boyd, William,",Brazzaville Beach : | a novel / | $c: by William Boyd.,1990,m,1951-2009,-0.008678737431595862
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,1951-2009,-0.00866059881629766
uc1.32106001881017,,A Book of contemporary nightmares / | $c: edited by Giles Gordon.,1977,u,1951-2009,-0.008448693723291156
mdp.39015002712134,"(John Boynton), Priestley, J. B.","The image men, | $c: by J. B. Priestley.",1968,m,1951-2009,-0.00843603581589647
mdp.39015014854155,"(John Lighton), Synge, J. L.",Kandelman's Krim : | a realistic fantasy / | $c: by J.L. Synge.,1957,u,1951-2009,-0.00831641859101595
inu.30000027289606,"Milligan, Spike,",It ends with magic ... : | a Milligan family story / | $c: Spike Milligan.,1991,u,1951-2009,-0.008255591340407764
uc1.b4422521,"Masters, John,",By the green of the spring : | a novel / | $c: by John Masters.,1981,m,1951-2009,-0.008201059329315252
mdp.39015065613286,"Truepeney, Charlotte.",Our African farm.,1965,f,1951-2009,-0.008170219760606723
uc1.b4091175,"Lessing, Doris May,",This was the old chief's country : | stories / | $c: by Doris Lessing.,1951,f,1951-2009,-0.008041693316290677
mdp.39015027247447,,Love.,1989,u,1951-2009,-0.007927817554746697
mdp.39015010683467,"Benedictus, David.",Local hero / | $c: David Benedictus ; based on a screenplay by Bill Forsyth.,1983,m,1951-2009,-0.00782622251258458
mdp.39015030705381,"Melly, Diana.",The goosefeather bed / | $c: Diana Melly.,1979,f,1951-2009,-0.007706662493455085
mdp.39015000545247,"Perrin, Robert,",Jewels / | $c: Robert Perrin.,1977,m,1951-2009,-0.007528787319137531
mdp.39015054079978,"Ballard, J. G.,",Concrete island | $c: [by] J. G. Ballard.,1974,m,1951-2009,-0.007509966978112792
uc1.$b807770,"Lauchlan, Agnes.",A dog at all things; | an anthology.,1953,f,1951-2009,-0.007509966978112792
mdp.39015002340464,"Burgess, Anthony,","The clockwork testament; | or, Enderby's end, | $c: by Anthony Burgess.",1974,m,1951-2009,-0.007390492665090065
uc1.b4422523,"Masters, John,",Man of war / | $c: John Masters.,1983,m,1951-2009,-0.007327718026044261
mdp.39015042984644,"Meredith, Christopher,",Sidereal time / | $c: Christopher Meredith.,1998,m,1951-2009,-0.0072890213307421625
mdp.39015013949824,"Meek, James,",McFarlane boils the sea / | $c: James Meek.,1989,m,1951-2009,-0.0072890213307420515
uc1.$b146907,"Fullerton, Alexander,",The white men sang / | $c: by Alexander Fullerton.,1958,m,1951-2009,-0.0072890213307420515
uc1.b4091004,"Powell, Anthony,",What's become of Waring.,1953,m,1951-2009,-0.00724381133028984
mdp.39015056946067,"Markham, E. A. (Edward Archibald),",Taking the drawing room through customs : | selected stories (1972-2002) / | $c: E.A. Markham.,2002,m,1951-2009,-0.007236171677435732
mdp.39015018632474,"Anand, Mulk Raj,",Conversations in Bloomsbury / | $c: Mulk Raj Anand.,1981,m,1951-2009,-0.0071625724371698896
mdp.39015031390894,"Linklater, Eric,",The wind on the moon; | a story for children. Nicolas Bentley drew the pictures.,1958,m,1951-2009,-0.007125942400539875
mdp.39015053144948,,Don't think of tigers : | the First Edition anthology / | $c: edited by Peter Guttridge.,2001,u,1951-2009,-0.007000629117331791
mdp.39015013934982,"Ṣāliḥ, al-Ṭayyib.","Season of migration to the North / | $c: [by] Tayeb Salih, translated from the Arabic by Denys Johnson-Davis.",1969,u,1951-2009,-0.00682069209528946
mdp.39015070772747,"Adisa, Opal Palmer,",Until judgement comes : | stories about Jamaican men / | $c: Opal Palmer Adisa.,2007,f,1951-2009,-0.006753918591016039
mdp.39015080890158,"Akinti, Peter.",Forest gate / | $c: Peter Akinti.,2009,m,1951-2009,-0.006572232544504564
mdp.39015012832948,"Lind, Jakov,",Travels to the Enu : | story of a shipwreck / | $c: Jakov Lind.,1982,u,1951-2009,-0.006572232544504342
uc1.b4973436,"Thomas, Gwyn,",The thinker and the thrush / | $c: by Gwyn Thomas.,1988,m,1951-2009,-0.00644417189498081
uc1.b3310869,"Finn, F. E. S. (Frederick Edward Simpson)",Contact: short stories of the 1960s; | $c: collected by F. E. S. Finn.,1969,m,1951-2009,-0.00644417189498081
mdp.39015053140938,"Campbell, Naomi.",Swan / | $c: Naomi Campbell.,1994,f,1951-2009,-0.006226791199273829
mdp.39015054387736,"Sinclair, Andrew,",Blood & kin : | an empire saga / | $c: [Andrew Sinclair].,2001,m,1951-2009,-0.0061520023876801
mdp.49015000793027,"Sarraute, Nathalie.","Tropisms, and The age of suspicion; | $c: translated from the French by Maria Jolas.",1963,f,1951-2009,-0.006043691318288746
mdp.39015062865863,"Tremain, Rose.",The darkness of Wallis Simpson : | and other stories / | $c: Rose Tremain.,2005,f,1951-2009,-0.006043691318288746
inu.39000005519207,"Lochhead, Marion.","The battle of the birds, and other Celtic tales / | $c: Marion Lochhead ; illustrated by Pat Hannah.",1981,u,1951-2009,-0.006043691318288746
wu.89008198194,"Alessandria, Pia d'",Bull's eye / | $c: by Pia d'Alessandria ; translated from the Italian by J. R. Chanter.,1962,f,1951-2009,-0.006043691318288746
mdp.39015011579797,"Figes, Eva.",Nelly's version / | $c: Eva Figes.,1985,f,1951-2009,-0.006043691318288746
inu.30000113283562,"Tovey, Doreen.",Cats in the belfry / | $c: written by Doreen Tovey ; illustrated by Maurice Wilson ; introd. by Michael Joseph.,1957,f,1951-2009,-0.006043691318288746
mdp.39015032570882,"Rey Rosa, Rodrigo,",The Pelcari project / | $c: Rodrigo Rey Rosa ; translated from the Spanish by Paul Bowles.,1991,m,1951-2009,-0.006043691318288746
mdp.39015082679492,"Fenn, Jaine.",Principles of Angels / | $c: by Jaine Fenn.,2008,f,1951-2009,-0.006043691318288746
mdp.39015041293476,"Dorman, Sean.",The selected works of Sean Dorman.,1993,m,1951-2009,-0.006043691318288746
uc1.32106012916802,"Bosley, Deborah",Let me count the ways / | $c: Deborah Bosley,1996,f,1951-2009,-0.006043691318288746
uc1.32106012504731,"Faller, Kevin.",Genesis / | $c: by Kevin Faller.,1953,m,1951-2009,-0.006043691318288746
mdp.39015060560482,"Mattson, Ellen,",Snow / | $c: Ellen Matson ; translated by Sarah Death.,2005,f,1951-2009,-0.006043691318288635
pst.000033237381,"Blyton, Enid.",The mystery of the pantomime cat / | $c: Enid Blyton ; text illustrations by Mary Gernat.,1966,f,1951-2009,-0.006043691318288635
inu.32000003239136,"Forester, C. S. (Cecil Scott),",Hornblower and the Atropos / | $c: C. S. Forester.,1953,m,1951-2009,-0.00560557521752203
mdp.39015002704842,"(John Dick), Scott, J. D.","The way to glory : | or, The last night of the holidays, a love story / | $c: J. D. Scott.",1952,m,1951-2009,-0.005447566131999704
mdp.39015063276755,"Mahjoub, Jamal,",The drift latitudes / | $c: Jamal Mahjoub.,2006,m,1951-2009,-0.005425262128431085
mdp.39015008877386,"Linklater, Eric,",The faithful ally.,1954,m,1951-2009,-0.0050555490257986335
inu.32000002000331,"Fletcher, John,",A penny for a song.,1961,m,1951-2009,-0.0050555490257986335
mdp.39015058118673,,Contains small parts / | $c: introduced by Patricia Duncker ... [et al.],2003,u,1951-2009,-0.0050555490257985225
uc1.$b106267,"Morris, Jean,",Half of a story.,1957,f,1951-2009,-0.004979182057058162
uc1.b3708391,,The History of the science fiction magazine / | $c: edited by Michael Ashley.,1974,u,1951-2009,-0.004794081821256513
inu.30000087891242,"Kazantzis, Judith.",Of love and terror / | $c: Judith Kazantzis.,2002,f,1951-2009,-0.00477813552837103
mdp.39015050511990,"Mount, Ferdinand,",Fairness / | $c: Ferdinand Mount.,2001,m,1951-2009,-0.004673202510613983
mdp.39015059159445,"Southam, Robert.",Aïsha's Jihad / | $c: Robert Southam.,2004,m,1951-2009,-0.0045028592689820846
uc1.32106014295098,"Reed, Jeremy",Dorian / | $c: Jeremy Reed,1997,m,1951-2009,-0.0043444559741935285
mdp.39015040376280,"Reed, Jeremy",Dorian / | $c: Jeremy Reed,1997,m,1951-2009,-0.0043444559741935285
mdp.39015057591474,"Amis, Martin.",Yellow dog / | $c: Martin Amis.,2003,m,1951-2009,-0.004196779764830905
mdp.39015029242545,"McKenzie, Earl,",Two roads to Mount Joyful / Earl McKenzie.,1992,m,1951-2009,-0.004149751924349299
mdp.39015070703122,"Flusfeder, D. L.,",The pagan house / | $c: David Flusfeder.,2007,u,1951-2009,-0.0039046538851337242
uc1.b3917861,"Powell, Patricia,",Me dying trial / | $c: Patricia Powell.,1993,f,1951-2009,-0.0039046538851336132
inu.30000039095900,"Roberts, Michèle.",The book of Mrs. Noah / | $c: Michèle Roberts.,1993,f,1951-2009,-0.003808221869704531
mdp.39015012848902,"Brookner, Anita.",A friend from England / | $c: Anita Brookner.,1987,f,1951-2009,-0.0035866888612864356
mdp.39015034413750,"Mahjoub, Jamal,",Wings of dust / | $c: Jamal Mahjoub.,1994,m,1951-2009,-0.0035866888612863246
mdp.39015063317658,"Ings, Simon.",The weight of numbers / | $c: Simon Ings.,2006,m,1951-2009,-0.0034976377013949955
mdp.39015011593350,,The History of the science fiction magazine / | $c: edited by Michael Ashley.,1974,u,1951-2009,-0.003316418591016057
uc1.32106014853367,"Branton, Matthew",The love parade / | $c: Matthew Branton,1997,m,1951-2009,-0.003157688432285921
inu.30000027330673,"Percy, H. R.",An innocent bystander / | $c: H.R. Percy.,1991,u,1951-2009,-0.003157688432285921
mdp.49015001135871,,The Penguin book of horror stories / | $c: edited by J.A. Cuddon.,1984,u,1951-2009,-0.00315768843228581
mdp.39015000599079,"Raven, Simon,",The Judas boy: | the fifth novel in the Alms for oblivion sequence.,1968,m,1951-2009,-0.003118398789035859
uc1.$b396473,"Gainham, Sarah.",Takeover bid: | a tale.,1970,f,1951-2009,-0.0029793399393306386
mdp.39015005897049,"Lawrence, D. H. (David Herbert),",Aaron's rod.,1952,m,1951-2009,-0.002940991969855644
uc1.32106015140988,"Dewitt, Helen,",The last Samurai / | $c: Helen DeWitt,2000,f,1951-2009,-0.002914888954304806
mdp.39015053493824,"Stead, C. K. (Christian Karlson),",The secret history of modernism / | $c: C.K. Stead.,2001,m,1951-2009,-0.002616239057802394
mdp.39015004103571,"McCaffrey, Anne.",Restoree / | $c: Anne McCaffrey.,1976,f,1951-2009,-0.0025471878217852018
inu.30000029410549,"Kilworth, Garry.",Standing on Shamsan / | $c: Garry Kilworth.,1992,m,1951-2009,-0.0019015504855003362
mdp.39015030945623,"Armstrong, Thomas,",Adam Brunskill / | $c: Thomas Armstrong.,1952,m,1951-2009,-0.0018878471624446114
inu.30000112856103,"Hartley, Desmond Levi Bradshaw,","Modern novelists: selected readings from English fiction; | $c: selected by D. L. B. Hartley, introduced by Percy Wilson.",1968,m,1951-2009,-0.0017989088633895145
mdp.39015066896880,"Tennant, Emma.",The French dancer's bastard / | $c: Emma Tennant.,2006,f,1951-2009,-0.0016650424442270495
mdp.39015018930746,"Sillitoe, Alan.",Last loves / | $c: Alan Sillitoe.,1990,m,1951-2009,-0.0016091015178453238
mdp.39015017973424,"Raven, Simon,",In the image of God : | a novel / | $c: by Simon Raven.,1990,m,1951-2009,-0.0014552198528455795
uc1.32106014429242,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,1951-2009,-0.0012590023230734104
mdp.39015061446343,"Hill, Susan,",The pure in heart / | $c: Susan Hill.,2005,f,1951-2009,-0.001032954024086874
mdp.39015034024854,"Gardam, Jane.",Going into a dark house / | $c: Jane Gardam.,1994,f,1951-2009,-0.0009931862677837744
mdp.39015015340147,"Reed, Jeremy.",Red eclipse / | $c: Jeremy Reed.,1989,m,1951-2009,-0.0009220523938329173
mdp.39015016444716,"Cotterell, Geoffrey,","Go, said the bird.",1966,m,1951-2009,-0.0008901147361407569
mdp.39015047458388,"Bailey, Paul,",Kitty and Virgil / | $c: Paul Bailey.,1998,m,1951-2009,-0.0008488861234835499
mdp.39015084104879,"Cain, Tom.",Assassin / | $c: Tom Cain.,2009,m,1951-2009,-0.000844093867768847
mdp.39015019487167,"(Audrey Lillian), Barker, A. L.",Any excuse for a party / | $c: A.L. Barker.,1991,u,1951-2009,-0.0008323421578949608
mdp.39015082737639,"El-Youssef, Samir,",A treaty of love : | a novel / | $c: by Samir El-Youssef.,2008,m,1951-2009,-0.0007582790561323494
mdp.39015043090649,"Jones, Evan,",Stone haven / | $c: Evan Jones.,1998,m,1951-2009,-0.0006775297021271998
mdp.39015050498123,"St. Aubyn, Edward,",A clue to the exit / | $c: Edward St. Aubyn.,2000,m,1951-2009,-0.0006431512642833814
inu.30000078269457,"Hedges, Dick.",The Laura landing : | a book of the Turkana Trilogy / | $c: by Dick Hedges.,1999,m,1951-2009,-0.000568614325018646
mdp.39015076151623,"Kelsey, Linda.",The secret lives of sisters / | $c: Linda Kelsey.,2008,f,1951-2009,-0.0003067098531520651
uc1.$b800413,"Benedictus, David.","Hump, or, | $c: Bone by bone alive.",1967,m,1951-2009,1.6914742317353237e-05
uc1.32106014431487,"Gunn, Kirsty",The keepsake / | $c: Kirsty Gunn,1997,f,1951-2009,1.6914742317353237e-05
mdp.39015000617624,"Greene, Graham,",The collected edition.,1970,m,1951-2009,1.6914742317353237e-05
mdp.39015030854429,"Barker, A. L. (Audrey Lillian),","Femina real, | by A. L. Barker.",1971,f,1951-2009,1.6914742317353237e-05
mdp.39015084096372,"Kapo, Remi.",Reap the forgotten harvest / | $c: Remi Kapo.,2009,u,1951-2009,0.00028465235945251965
uc1.b3741279,"Sinclair, Andrew,",A patriot for hire / | $c: [by] Andrew Sinclair,1978,m,1951-2009,0.0004965310492718311
inu.39000003332413,"Spenser, Edmund,","The faerie Queene, 1596 / | $c: Edmund Spenser ; introd. by Graham Hough.",1976,m,1951-2009,0.0008607965988574051
uc1.b3473179,"Rushforth, Peter,",Kindergarten / | $c: P.S. Rushforth.,1979,m,1951-2009,0.0008607965988574051
uc1.$b392090,"Canning, Victor.",The python project.,1967,m,1951-2009,0.0009178156432182449
mdp.39015084105009,,Sideways in crime : | an alternate mystery anthology / | $c: edited by Lou Anders ; Kage Baker ... [et al.].,2008,u,1951-2009,0.0010289324526271404
mdp.49015000707985,"Peters, Lenrie,",The second round / | $c: Lenrie Peters.,1965,u,1951-2009,0.0010585814089839607
mdp.39015029913418,"Williams, Eric,",The tunnel.,1951,m,1951-2009,0.0011468582451421572
mdp.39015054403087,"Gunn, Daniel.",Body language : | a novel / | $c: Dan Gunn.,2002,m,1951-2009,0.001196855745267178
mdp.39015000550643,"Okoye, Ifeoma.",Behind the clouds / | $c: Ifeoma Okoye.,1982,u,1951-2009,0.001196855745267178
uc1.$b243929,"Mankowitz, Wolf,",My old man's a dustman / | $c: Wolf Mankowitz.,1956,u,1951-2009,0.0013774589600044074
mdp.39015053476118,"Poland, Marguerite,",Iron love / | $c: Marguerite Poland.,2000,f,1951-2009,0.0017263164517190566
uc1.32106012050883,"Rendell, Ruth,",Blood lines : | long and short stories,1995,f,1951-2009,0.0018433987605820379
uc1.32106005660532,,The Penguin new writing : | an anthology / | $c: edited by John Lehmann in association with Roy Fuller.,1985,u,1951-2009,0.001917797294931023
mdp.39015013345882,"Johnston, Jennifer,",The captains and the kings.,1972,f,1951-2009,0.0019776990560428365
mdp.39015063176195,"Jorner, Per,",After the campfires / | $c: Per Jorner ; translated by Laurie Thompson ; illustrated by David Bromley.,1999,m,1951-2009,0.0019776990560428365
mdp.39015002743238,"Rose, Geoffrey,",A clear road to Archangel: | a story of 1917. -,1973,m,1951-2009,0.0019776990560428365
mdp.39015061139369,,The Mammoth book of classic chillers / | $c: edited by Tim Haydock.,1986,u,1951-2009,0.002068196793599375
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,1951-2009,0.002087308117058595
mdp.39015050981698,"Willis, Ted.",The most beautiful girl in the world / | $c: Ted Willis.,1982,m,1951-2009,0.0022207714916285815
mdp.39015080829131,"Heath, Rachel.",The finest type of English womanhood / | $c: Rachel Heath.,2009,f,1951-2009,0.0023784042972673225
uc1.32106013881914,"Bergman, Margareta,","Mirror, mirror-- / | $c: by Margareta Bergman ; translated by Veronica Ralston",1998,f,1951-2009,0.002455939132561258
pst.000032008142,"Brook, Peter.",Peter Brook.,1994,m,1951-2009,0.0025326380127576043
inu.39000000614235,"Malouf, David,",Fly away Peter / | $c: David Malouf.,1983,m,1951-2009,0.0025326380127576043
mdp.39015043049900,"Ní Dhuibhne, Éilís,",The dancers dancing / | $c: Eilís Ní Dhuibhne.,1999,u,1951-2009,0.0026386375887591518
mdp.39015002757253,"Sansom, William,",The face of innocence.,1951,m,1951-2009,0.002638637588759374
mdp.39015064875183,"McIlvanney, William,",Weekend / | $c: William McIlvanney.,2006,m,1951-2009,0.0026835814089841703
uc1.b4974501,"Fuller, John.",The burning boys.,1989,m,1951-2009,0.002794692520095121
mdp.39015012962786,"Carter, Angela,",Black Venus / | $c: Angela Carter.,1985,f,1951-2009,0.003170067895470474
uc1.$b245044,"McIlwain, David,","Escapement, | $c: by Charles Eric Maine [pseud.]",1956,m,1951-2009,0.003170067895470474
inu.30000110580226,"Elkholy, Sharin N.",Heidegger and a metaphysics of feeling : | Angst and the finitude of being / | $c: Sharin N. Elkholy.,2008,f,1951-2009,0.0032105275167683134
uc1.$b120275,"Baldwin, Michael,",The Great Cham; | a fiction.,1967,m,1951-2009,0.0035256866721418145
mdp.39015013502714,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,1951-2009,0.0035256866721418145
mdp.39015016437520,"Mackay, Shena.",Old crow.,1967,f,1951-2009,0.0035256866721419255
mdp.39015013417376,"Selvon, Samuel.",Moses migrating / | $c: Sam Selvon.,1983,m,1951-2009,0.0035256866721419255
mdp.39015017711089,,Forgiveness: | Ireland's best contemporary short stories / | $c: edited by Augustine Martin.,1989,u,1951-2009,0.0036562861236241195
uc1.b2800124,"Anderson, Patrick.",The character ball : | chapters of autobiography / | $c: by Patrick Anderson.,1963,m,1951-2009,0.0036866395129594443
uc1.32106005810202,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,1951-2009,0.003784318509721163
inu.39000004024746,"Defoe, Daniel,","The fortunes and misfortunes of the famous Moll Flanders, &c ... / | $c: written from her own memorandums.",1981,m,1951-2009,0.003892883734565311
mdp.39015004701549,Botteghe oscure.,"An anthology of new Italian writers, | $c: edited by Marguerite Caetani and selected from the pages of the review Botteghe oscure.",1951,u,1951-2009,0.003909858781246833
mdp.39015080902227,"Claire, Regi,",Fighting it / | $c: Regi Claire.,2009,m,1951-2009,0.003909858781246833
mdp.39015002968793,"Achebe, Chinua.",No longer at ease.,1960,m,1951-2009,0.004183581408983783
uc1.$b245262,"Warner, Rex,","Escapade, a tale of Average.",1953,m,1951-2009,0.004183581408984005
mdp.39015060606335,"Parks, Tim.",Rapids / | $c: Tim Parks.,2005,m,1951-2009,0.004488459457764438
mdp.39015076151672,"Jenner, Michael.",Conundrum's book / | $c: Michael Jenner.,2008,m,1951-2009,0.0045623692877719835
uc1.$b86293,"Barker, Ronald E. (Ronald Ernest)",Tendency to corrupt.,1957,m,1951-2009,0.004778819504222098
mdp.39015011597625,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,1951-2009,0.004778819504222098
uc1.b3446056,"Konsalik, Heinz G.,",Certified insane / | $c: Heinz Konsalik ; translated by Anthea Bell.,1980,m,1951-2009,0.004778819504222098
inu.39000003935462,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1981,m,1951-2009,0.005001338418329726
mdp.39015032202015,"Hensher, Philip.",Other Lulus / | $c: Philip Hensher.,1994,m,1951-2009,0.005055674432239754
mdp.39015051324195,"Baron, Alexander,",The human kind: | a sequence.,1973,m,1951-2009,0.005055674432239754
uc1.32106019102984,"Moers, Walter,",Rumo & his miraculous adventures : | a novel in two books illustrated by the author / | $c: Walter Moers ; translated by John Brownjohn,2006,m,1951-2009,0.005145119870522463
mdp.39015080834446,"Packer, Mez.",Among thieves / | $c: Mez Packer.,2009,u,1951-2009,0.005145119870522463
pst.000060919915,"Hawks, Tony.",A piano in the Pyrenees / | $c: Tony Hawks.,2007,m,1951-2009,0.005245672912251975
mdp.39015040341110,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,1951-2009,0.005319945045347718
uc1.32106013706525,"Faqīh, Aḥmad Ibrāhīm",Gardens of the night : | a trilogy / | $c: Ahmad Faqih,1995,u,1951-2009,0.005572470297872889
mdp.39015008225677,"Freeling, Nicolas.",No part in your death / | $c: Nicolas Freeling.,1984,m,1951-2009,0.005677292100807918
mdp.39015041859375,"Barfoot, Joan.",Gaining ground / | $c: Joan Barfoot.,1980,f,1951-2009,0.005814016191592608
mdp.39015014622016,"Moorcock, Michael,",The sword of the dawn / | $c: Michael Moorcock.,1977,m,1951-2009,0.005814016191592608
mdp.39015050775017,"Rice, Ben,",Pobby and Dingan / | $c: Ben Rice.,2000,m,1951-2009,0.005814016191592719
uc1.32106012468267,"Nafzāwī, ʻUmar ibn Muḥammad",The perfumed garden of sensual delight = | ar-rawd̲ al-ʻât̲ir fı̂ nuzhatiʼl khât̲ir / | $c: by Muhammad ibn Muhammad al-Nafzawi ; translated from the Arabic with a short introduction and notes by Jim Colville,1999,u,1951-2009,0.005814016191592719
uc1.b4088954,"Sharp, Margery,","Martha, Eric, and George.",1964,f,1951-2009,0.006077520802923453
mdp.39015017665764,"Saxton, Josephine.",The power of time.,1985,f,1951-2009,0.006120201127293723
mdp.39015018950041,"Conlon, Evelyn.",Stars in the daytime / | $c: Evelyn Conlon;l,1990,f,1951-2009,0.006179379728311729
mdp.39015014137288,"Lindsay, Jack,",The revolt of the sons / | $c: by Jack Lindsay.,1960,m,1951-2009,0.00626691474231722
mdp.39015050976862,"Overton, Robert.",Palm court / | $c: Robert Overton ; ill. by John Lawrence.,1979,m,1951-2009,0.006266914742317331
mdp.39015078800664,"Wells, Martin John.",Second coming / | $c: Martin Wells.,2008,m,1951-2009,0.006306222918417981
mdp.39015041194013,,The Penguin new writing : | an anthology / | $c: edited by John Lehmann in association with Roy Fuller.,1985,u,1951-2009,0.006353002896587356
mdp.39015027339442,"Garby-Czerniawski, Roman.",The big network.,1961,m,1951-2009,0.006374303058468533
mdp.39015061210442,"Cameron, Allan,",The Berlusconi bonus / | $c: Allan Cameron.,2005,m,1951-2009,0.0065209797829677285
uc1.32106018190436,"Dobbs, Michael,",Churchill's hour / | $c: Michael Dobbs,2004,m,1951-2009,0.006791495078048659
mdp.39015059585151,"Flint, James,",The book of ash / | $c: James Flint.,2004,m,1951-2009,0.00701507312169114
mdp.39015016921044,"Duffy, Maureen.",Change / | $c: Maureen Duffy.,1987,f,1951-2009,0.0070681967935993795
mdp.39015049863940,"Kavanagh, P. J. (Patrick Joseph),",A happy man; | a novel.,1972,m,1951-2009,0.007141596676159545
mdp.39015003930784,"Godden, Rumer,",A fugue in time / | $c: Rumer Godden.,1976,f,1951-2009,0.007224121949524487
mdp.39015041102412,"Carragher, Michael,",A world full of places : | and other stories / | $c: Michael Carragher.,1997,m,1951-2009,0.007224121949524598
uc1.b3791840,"Sales, Herberto.","The werewolf, and other tales / | $c: [retold by] Herberto Sales ; translated [from the Portuguese] by Richard Goddard.",1978,u,1951-2009,0.00742432214972466
mdp.39015011047738,"Saʻdāwī, Nawāl.",Two women in one / | $c: Nawal el-Saadawi ; translated by Osman Nusairi and Jana Gough.,1985,f,1951-2009,0.00742432214972466
mdp.39015050807968,"Muir, William.",The 18th pale descendant / | $c: William Muir.,2001,m,1951-2009,0.008062891753811585
mdp.39015061210426,"Hayles, David L.,",Cannon fodder / | $c: David L. Hayles.,2005,m,1951-2009,0.008350248075650657
mdp.39015059982325,"Thirlwell, Adam,",Politics / | $c: Adam Thirlwell.,2003,m,1951-2009,0.00850176322716567
mdp.39015008378351,"Barnes, Julian.",Before she met me / | $c: Julian Barnes.,1982,m,1951-2009,0.008821946188858232
uc1.32106009502961,"Miller, Miranda,",A thousand and one coffee mornings : | scenes from Saudi Arabia / | $c: Miranda Miller.,1989,f,1951-2009,0.008893213137029066
mdp.39015040341052,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,1951-2009,0.00892701816316055
mdp.39015021919876,"Hartley, L. P. (Leslie Poles),",Facial justice.,1960,m,1951-2009,0.009107823833226392
uc1.$b389720,"De Lisser, Herbert George,",The cup and the lip : | a romance / | $c: by Herbert G. de Lisser.,1956,m,1951-2009,0.009287131704841967
mdp.39015030716958,"Thubron, Colin,",The god in the mountain : | a novel / | $c: [by] Colin Thubron.,1977,m,1951-2009,0.009330640232513399
uc1.$b243598,"Onions, Oliver,",Bells rung backwards / | $c: Oliver Onions.,1953,m,1951-2009,0.009540724266126843
mdp.39015058212286,"Reed, Jeremy.",Blue rock / | $c: Jeremy Reed.,1987,m,1951-2009,0.009540724266126843
mdp.39015058730501,"Barnes, Julian",The lemon table / | $c: Julian Barnes,2004,m,1951-2009,0.009540724266126843
inu.32000005270915,,"The romance of Violette; with an introduction by John Frederick Savage; together with, Sweet seventeen.",1970,u,1951-2009,0.009802847464029818
mdp.39015064759601,"Boyd, William,",Restless / | $c: William Boyd.,2006,m,1951-2009,0.010327649205594147
mdp.39015046441252,"Powell, Anthony,",Temporary kings: | a novel. -,1973,m,1951-2009,0.010338403744009295
mdp.39015064876421,"Swann, David,",The last days of Johnny North : | stories / | $c: David Swann.,2006,m,1951-2009,0.010525945941003534
mdp.39015022267770,"James, Clive,","Brrm! Brrm! : | or, The man from Japan : or, Perfume at Anchorage : a novel / | $c: by Clive James.",1991,m,1951-2009,0.0105860204333742
