htid,author,title,year,authgender,female_category,urban_global_fraction
uc1.32106017320273,"Dawes, Kwame Senu Neville,",A place to hide / | $c: Kwame Dawes,2002,m,,0.1428571428571428
uiuo.ark:/13960/t9280zv1x,,Sons of Dives,1872,u,mixed,0.1428571428571428
mdp.39015030140290,"Booth, Martin.",On the death of Archdeacon Broix.,1971,m,high_male,0.1428571428571428
mdp.39015078545020,,The little Robinson and other tales,1886,u,,0.1428571428571428
uc2.ark:/13960/t3hx19j1b,,Tales from  Blackwood.,1889,u,mixed,0.1428571428571428
njp.32101068142312,"Wordsworth, Elizabeth,",Thornwell Abbas,1876,f,,0.1428571428571428
uc1.b4948775,"Hearne, John,",The sure salvation / | $c: John Hearne.,1981,m,high_male,0.1428571428571428
uc2.ark:/13960/t71v5h271,"Brown, T. E.",Fo'c's'le yarns,1881,f,high_male,0.1428571428571428
mdp.39015059375132,"[Burges, Mary Anne]","The progress of the pilgrim Good-Intent, in Jacobinical times",1800,f,high_male,0.1428571428571428
nyp.33433082305784,"Hill, Miranda.","The fairy spinner, and  Out of date or not?",1874,f,high_female,0.1428571428571428
inu.39000005908830,"Campbell, C. G. (Charles Grimshaw),",Told in the market place; | forty tales.,1954,m,,0.1428571428571428
inu.39000003336471,"Phillpotts, Eden,","The lavender dragon, | $c: by Eden Phillpotts.",1923,m,high_male,0.1428571428571428
uc1.b3741281,"Rubens, Bernice.",Brothers : | a novel / | $c: by Bernice Rubens.,1983,f,,0.142692750287687
mdp.39015031232385,"Dutton, Geoffrey.",Tamara.,1970,m,mixed,0.1425531914893617
uc1.$b663096,"Kaczér, Illés,",The siege of Jericho : | a novel / | $c: by Illes Kaczér ; [translated from the Hungarian by Lawrence Wolfe],1949,u,,0.1425287356321839
mdp.39015001677288,"Mitchell, Carleton,",Beyond horizons : | sea adventure in the age of discovery / | $c: by Carleton Mitchell.,1953,m,high_male,0.1424657534246575
mdp.39015014878303,"Sillitoe, Alan,",The open door / | $c: Alan Sillitoe.,1989,m,mixed,0.1424657534246575
uc2.ark:/13960/t0vq2vj8x,"Herbert, A. P.",The secret battle,1919,u,mixed,0.1424581005586592
uc1.$b146765,"Pereira, W. D. (Wilfred Dennis),",The wheat from the chaff | $c: [by] W. D. Pereira.,1967,m,mixed,0.1424581005586592
mdp.39015060383638,"Atkinson, Kate.",Case histories / | $c: Kate Atkinson.,2004,f,high_female,0.142433234421365
wu.89105669279,"Milne, A. A.",The day's play,1910,m,,0.1423841059602649
mdp.39015002994393,"Codrington, Kenneth de Burgh.",Cricket in the grass / | $c: Kenneth de Burgh Codrington.,1959,m,,0.1423487544483985
mdp.39015013312585,"Farah, Nuruddin,",Sardines : | a novel / | $c: Nuruddin Farah.,1981,m,,0.1423423423423423
mdp.39015011507756,"Graham, Winston.","The miller's dance : | a novel of Cornwall, 1812-1813 / | $c: Winston Graham.",1982,m,high_male,0.1423290203327172
uiuo.ark:/13960/t1gj03j3s,"Ponsonby, Emily,",The young Lord,1856,f,,0.142292490118577
njp.32101063882664,"Norris, W. E.",Adrian Vidal,1885,f,high_female,0.142292490118577
uc1.$b790389,"Peterkiewicz, Jerzy,","That angel burning at my left side, | a novel | $c: by Jerzy Peterkiewicz.",1963,u,mixed,0.1422222222222222
uc1.32106018651312,"Markham, E. A. (Edward Archibald),",Meet me in Mozambique / | $c: E.A. Markham.,2005,m,high_male,0.1421933085501859
uc1.$b244280,"Dunsany, Edward John Moreton Drax Plunkett, Baron,",Jorkens borrows another whiskey / | $c: Lord Dunsany.,1954,m,high_male,0.142156862745098
uc1.b4948354,"Hughes, Glyn,",The hawthorn goddess / | $c: Glyn Hughes.,1984,m,,0.142156862745098
mdp.39015064690475,"Warner, Alan.",The worms can carry me to heaven / | $c: Alan Warner.,2006,m,high_female,0.1420765027322404
njp.32101047141310,,"The thousand & one nights, or, Arabian nights' entertainments",1896,m,,0.1419558359621452
mdp.39015048899994,"Mavor, Elizabeth,",The white solitaire / | $c: Elizabeth Mavor.,1988,f,,0.1419558359621451
mdp.39015012179258,"Raven, Simon,",Before the cock crow : | a novel / | $c: Simon Raven.,1986,m,,0.1419354838709677
mdp.39015020062736,"Colman, George,",Random records;,1830,m,high_male,0.1419213973799127
mdp.39015030662863,"Kerr, James Lennox,",Touching the adventures of merchantmen in the Second World War. | $c: With a foreword by John Masefield.,1953,m,high_male,0.1419141914191418
uc2.ark:/13960/t6d224v2f,"Ackworth, John.",Clog shop chronicles,1896,m,,0.1418918918918919
uc1.32106015471367,"Nicolson, Adam,",Perch Hill : | a new life / | $c: Adam Nicolson,1999,m,mixed,0.1418685121107266
mdp.39015074299119,"Rahim, Jennifer,",Songster and other stories / | $c: Jennifer Rahim.,2007,f,mixed,0.1418439716312056
mdp.39015059392236,"Davidson, John,","Perfervid, the career of Ninian Jamieson",1890,m,high_male,0.1418439716312056
uc1.32106018086881,"Saʻīd, Maḥmūd",Saddam City / | $c: Mahmoud Saeed ; translated from the Arabic by Ahmad Sadri,2004,u,high_male,0.1418439716312056
mdp.39015003928952,"Gerhardie, William Alexander,",Futility;,1922,m,,0.1418439716312056
uc2.ark:/13960/t9d50jn39,"Bluff, Hilary.",Bluff's guide to the bar,1911,u,high_male,0.1418439716312056
uc1.b3326041,"Smart, Hawley,",Breezie Langton;,1869,m,mixed,0.1418439716312056
njp.32101076207685,,Tales from  Blackwood,1858,u,,0.1418181818181818
mdp.39015017926539,"Lentin, Ronit.",Night train to mother / | $c: Ronit Lentin.,1989,u,,0.1418181818181818
uiuo.ark:/13960/t6k07r268,"Smith, J. F.",Stanfield Hall,1888,m,,0.1418020679468242
uiuo.ark:/13960/t77s8c83f,"Wilkins, W. H.",The holy estate,1895,m,high_female,0.1417910447761194
inu.30000011910175,"Cockton, Henry,",The sisters;,1844,m,,0.1417910447761194
uc2.ark:/13960/t2t43sd25,"Sinclair, Francis.",From the four winds,1909,m,high_male,0.1417910447761194
nyp.33433074850409,"Haggard, H. Rider",Doctor Therne,1898,m,,0.1417322834645669
mdp.39015046012889,"Carr, Rocky.",Brixton bwoy : | a novel / | $c: Rocky Carr.,1998,m,high_male,0.1417322834645669
mdp.39015059376502,,The New British novelist;,1830,u,high_male,0.1417322834645669
uc1.32106011457261,"Chapman, Robin",Wartimes : | two stories of World War II / | $c: Robin Chapman,1995,u,,0.1417322834645669
mdp.39015062066769,"Amis, Kingsley.",Stanley and the women / | $c: Kingsley Amis.,1984,m,mixed,0.1416666666666666
inu.32000001616095,"Moravia, Alberto,",The fancy dress party / | $c: Alberto Moravia ; translated by Angus Davidson.,1947,m,high_male,0.1416666666666666
uc1.b3326179,"Kingsley, Charles,","Hypatia; or, New foes with an old face",1853,m,,0.1416666666666666
mdp.39015034428626,"Mount, Ferdinand,",Umbrella : | a Pacific tale / | $c: Ferdinand Mount.,1994,m,,0.1416309012875536
inu.30000114933561,"Bayly, Thomas,","Herba parietis; | or, The wallflower.",1969,m,high_male,0.1415929203539823
uc2.ark:/13960/t3vt1jm0q,"Baillie, W. W.,",Days and nights of shikar,1921,f,,0.1415929203539823
wu.89004700464,"Hookham, Albert E.",Amid the strife,1912,m,,0.1415929203539823
dul1.ark:/13960/t4hm5x20q,"Fox, S. M.",Our own Pompeii,1887,u,mixed,0.1415662650602409
uc2.ark:/13960/t10p10391,"Fitchett, W. H.",Ithuriel's spear,1906,m,,0.1415525114155251
mdp.39015040570734,,Professor Pfiglzz and his strange companion : | and other Portuguese stories / | $c: edited by Eugénio Lisboa.,1997,u,high_female,0.1415525114155251
mdp.39015057591151,"Habens, Alison,",Lifestory / | $c: Alison Habens.,2003,f,,0.1415094339622641
dul1.ark:/13960/t8qc0s39h,"Riddell, J. H.,",Mitre Court,1885,f,mixed,0.1415094339622641
nyp.33433075840151,"Marguerite,","The Heptameron of Margaret, queen of Navarre",1855,f,,0.1415094339622641
inu.30000011839374,"Durrell, Lawrence",Clea : | a novel / | $c: by Lawrence Durrell.,1960,m,,0.1414634146341463
njp.32101032332940,"Richardson, Samuel,",The history of Sir Charles Grandison,1810,m,mixed,0.1414634146341463
mdp.39015030760519,"Middleton, Stanley,",Holiday.,1974,m,mixed,0.1414141414141414
nyp.33433075765937,"Peacock, Thomas Love,",Melincourt,1817,m,,0.1414141414141414
uiuo.ark:/13960/t2988w74r,"Tottenham, G. L.","Terence McGowan, the Irish tenant",1870,u,mixed,0.1414141414141413
mdp.39015030849429,"Adams, Francis William Lauderdale,",Essays in modernity criticisms and dialogues,1899,m,high_male,0.1414141414141413
mdp.39015069171505,"Couperthwaite, S. L.","Resolution, or, The depth of woman's love",1865,u,,0.1413881748071979
uiuo.ark:/13960/t45q5hf4j,,"Husband hunting, or, The mother and daughters",1825,u,high_female,0.1413612565445025
uiuo.ark:/13960/t9r21jt0j,"Reid, Mayne,",The white chief,1855,m,high_male,0.1413427561837456
nyp.33433068179898,"Lang, Andrew,",The book of dreams and ghosts,1899,m,mixed,0.141280353200883
nyp.33433082353826,"Kingston, William Henry Giles,",In the eastern seas;,1872,m,high_male,0.1412742382271468
hvd.32044020392437,"Hatton, Ann Julia,","Guilty or not guilty, or, A lesson for husbands",1822,f,high_female,0.1412429378531073
mdp.39015065767926,"Eliot, George,",The works of George Eliot,1878,f,,0.1412429378531073
mdp.39015046879600,"Warner, Alan.",The Sopranos / | $c: Alan Warner.,1998,m,,0.1412429378531073
mdp.39015000607914,"Raven, Simon,",Come like shadows. -,1972,m,,0.1412429378531073
uc1.b3473223,"Sawkins, John.",Jangara.,1963,m,mixed,0.1412103746397695
uiuo.ark:/13960/t7br99n8x,"Maillard, Annette Marie.",Miles Tremenhere,1853,f,high_female,0.1411764705882353
uiuo.ark:/13960/t6349221c,"Griffin, Gerald,","Talis qualis, or, Tales of the jury room",1842,m,,0.1411764705882353
uiuo.ark:/13960/t3jw8w56g,"Marryat, Florence,",A bankrupt heart,1894,f,high_female,0.1411764705882353
nyp.33433022469625,"Wood, Henry,",Trevlyn hold,1885,f,,0.1411764705882353
uc2.ark:/13960/t47p8wp8k,"Coke, Desmond,","Youth, youth-- !",1919,u,high_male,0.1411764705882353
mdp.39015027330433,"[Woodward, William Arthur]",The countryman's jewel; | days in the life of a sixteenth century squire.,1934,m,,0.1411764705882353
mdp.39015064466165,"Borrow, George Henry,",The Romany rye;,1858,m,mixed,0.1411530815109344
nnc1.cu01579690,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,0.1411411411411411
wu.89000066993,"Barry, John Arthur,",South sea shipmates,1914,m,high_male,0.1411042944785276
mdp.39015014753852,"Weldon, Fay.",The cloning of Joanna May / | $c: Fay Weldon.,1989,f,high_female,0.1411042944785276
nyp.33433081587903,"Brereton, F. S.",A gallant grenadier,1901,m,high_male,0.1411042944785276
mdp.39015056303194,"Edric, Robert,",Cradle song / | $c: Robert Edric.,2003,m,,0.141025641025641
mdp.39015037444760,"Banville, John.",Athena / | $c: John Banville.,1995,m,mixed,0.141025641025641
mdp.39015019820920,"Bedford, William.",Happiland / | $c: William Bedford.,1990,m,,0.141025641025641
mdp.39015069302563,"Thorpe, Adam,",Between each breath / | $c: Adam Thorpe.,2007,m,,0.1410048622366288
uc1.32106014173949,"Petterson, Per,",To Siberia / | $c: Per Petterson ; translated from the Norwegian by Anne Born,1998,m,mixed,0.1409691629955947
mdp.39015061154533,"Ferring, David.",Warblade / | $c: by David Ferring.,2002,m,high_male,0.1409691629955947
inu.39000002330764,"Braddon, M. E.",Vixen,1879,f,high_female,0.1409090909090909
nyp.33433075749592,"Payn, James,","People, places and things",1865,m,,0.1409090909090908
uc1.$b322997,"Hay, Ian.","A man's man, | $c: by Ian Hay [pseud.]",1923,m,,0.1408934707903779
uc1.32106015061093,"Garmendia, Salvador",Memories of Altagracia / | $c: Salvador Garmendia ; translated from the Spanish by Jeremy Munday ; with an introduction by Fernando Ainsa,1998,m,high_male,0.1408450704225352
mdp.39015013401610,"Lispector, Clarice.",The Foreign Legion : | stories and chronicles / | $c: Clarice Lispector ; translated with an afterword by Giovanni Pontiero.,1986,f,high_female,0.1408450704225352
inu.30000048161057,"Grace, Patricia,",The sky people / | $c: Patricia Grace.,1995,f,,0.1408450704225352
uc1.$b242926,"Hanley, James,",The closed harbor.,1952,m,mixed,0.1408450704225352
njp.32101064710419,"Parry, Edward Abbott,",Butterscotia,1896,m,high_female,0.1408450704225352
mdp.39015030640505,"Millington, Rosemary,",The islanders: | a Hebridean experience.,1966,f,high_female,0.1408450704225352
uc1.b3872935,"Hartley, L. P. (Leslie Poles),","The boat, | $c: by L.P. Hartley.",1961,m,mixed,0.1408450704225352
mdp.39015066086318,"Darion, Frederick Joseph Harvey.",A wonder book of beasts;,1927,m,high_male,0.1408450704225352
uiuo.ark:/13960/t76t1214f,"Glemham, Henry.",George Hern,1878,m,mixed,0.1408450704225352
mdp.39015029088732,"Aldiss, Brian Wilson,",A Tupolev too far : | and other stories / | $c: Brian Aldiss.,1993,m,mixed,0.1408045977011494
mdp.39015001526873,"Huxley, Elspeth Joscelin Grant,",The prince buys the manor : | an extravaganza / | $c: by Elspeth Huxley.,1982,m,,0.1407942238267148
njp.32101066460054,"Grant, James,","Adventures of an aide-de-camp, or A campaign in Calabria",1848,m,mixed,0.1407678244972577
uc1.$b470338,,Victorian tales for girls / | $c: edited with an introduction by Marghanita Laski.,1947,u,,0.1407407407407407
mdp.39015052962811,,From across the shores : | Punjabi short stories by Asians in Britain / | $c: translated into English & critical introduction by Rana Nayar.,2002,u,mixed,0.1407407407407407
uiuo.ark:/13960/t3xs6030j,"Black, William,",The strange adventures of a phaeton,1872,m,mixed,0.1407035175879396
mdp.39015037444794,"Vansittart, Peter.",A safe conduct / | $c: Peter Vansittart.,1995,m,high_male,0.1407035175879396
uc1.32106019990925,"Day, Sallie",The palace of strange girls / | $c: Sallie Day,2008,f,,0.1406844106463878
nyp.33433074909700,"Godwin, William,",St. Leon: a tale of the sixteenth century,1831,m,,0.1406593406593406
mdp.39015003976340,"Huxley, Aldous,","Antic hay, | $c: by Aldous Huxley.",1923,m,mixed,0.140625
mdp.39015039770170,"Mullens, Hannah Catherine.",Faith and victory;,1885,f,high_male,0.140625
nyp.33433074852231,"Duryea, Nina Larrey,",The voice unheard;,1913,f,high_female,0.140625
mdp.39015080864617,"Harvey, John,",Far cry / | $c: John Harvey.,2009,m,high_female,0.140625
uiuo.ark:/13960/t6vx0mx02,,A Breton maiden,1888,f,mixed,0.140625
uiuo.ark:/13960/t51g1801g,"Moore, Frank Frankfort,",A gray eye or so,1893,m,mixed,0.140625
uc1.$b39839,"(Petr), Nikiforov, P.","The strike of the dredging fleet, 1905 / | $c: by Peter Nikiforov.",1931,u,high_male,0.140625
uc1.b4980414,"Megaw, Arthur Stanley,","The golden road; | an anthology of travel, | $c: selected and arranged by Arthur Stanley [pseud.] Illustrated by Phyllis Bray.",1938,m,high_male,0.1405665419561731
uc2.ark:/13960/t5s75kx4p,"Quiller-Couch, Arthur,",Two sides of the face;,1903,m,,0.1405622489959839
mdp.39015041102412,"Carragher, Michael,",A world full of places : | and other stories / | $c: Michael Carragher.,1997,m,,0.1405405405405405
nyp.33433076093453,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,0.1405405405405405
uiuo.ark:/13960/t7sn0vn7n,,Yarndale,1872,u,,0.140495867768595
inu.30000091649073,,Penguin modern stories.,1969,u,mixed,0.140495867768595
mdp.39015019554131,"Ballard, J. G.,",War fever / | $c: J.G. Ballard.,1990,m,mixed,0.1403508771929825
uiuo.ark:/13960/t16m3w88g,Oliphant,Phoebe junior,1876,f,,0.1403508771929824
mdp.39015066824072,"Lewycka, Marina,",Two caravans / | $c: Marina Lewycka.,2007,f,,0.1403508771929824
