htid,author,title,year,authgender,female_category,urban_metric_global_frac
nyp.33433074915137,"Morgan,",The novice of Saint Dominick,1806,f,high_female,-0.6537652455012686
njp.32101066459304,"Gleig, G. R.",The Hussar,1837,m,high_male,-0.6538733109681409
mdp.39015050154411,"Leitao, Lino.",The gift of the holy cross / | $c: Lino Leitão.,1999,m,,-0.6540553538898053
nnc1.1002361655,"Russell, William Clark,",Memoirs of Mrs. Lætitia Boothby,1872,m,,-0.6541975032705474
mdp.39015030843117,"Amadi, Elechi,",The slave / | $c: Elechi Amadi,1978,u,high_male,-0.6543363887886247
mdp.39015014117702,"Porter, Anna Maria,",The village of Mariendorpt,1821,f,,-0.6543379520622448
uiuo.ark:/13960/t6xw51f3c,"Ponsonby, Emily,",Violet Osborne,1865,f,high_female,-0.6543784166259647
mdp.39015019872459,"Thomas, Paul,",Fur seal island : | an environment in peril / | $c: Paul Thomas.,1990,m,,-0.6546345095224334
uiuo.ark:/13960/t4hm5sg6b,"Mills, John,",Our county,1850,m,,-0.654729427808412
uiuo.ark:/13960/t3fx7w710,"Plumptre, Anne,",The history of myself and my friend;,1813,f,mixed,-0.6547431219999921
uiuo.ark:/13960/t3zs39j08,"Norris, W. E.",Matthew Austin,1894,f,mixed,-0.654900353111648
nyp.33433074870167,"Hood, Thomas,",Tylney Hall,1834,m,,-0.655228439474622
uiuo.ark:/13960/t3417jz5f,"Patmore, P. G.","Chatsworth; or, The romance of a week",1844,m,mixed,-0.6552528909966407
uc1.b3322565,"Griffin, Gerald,",The Duke of Monmouth,1836,m,high_male,-0.6552738758591176
mdp.39015063870060,"Gaspey, Thomas,","The witch-finder; or, The wisdom of our ancestors",1824,m,,-0.6553823218016123
uc2.ark:/13960/t55d8sg91,"Grimmelshausen, Hans Jakob Christoph von,",Simplicissimus the vagabond,1912,m,high_male,-0.655507704400591
uc1.b3073048,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,-0.6555698775424663
inu.32000007583406,"Manunet Banhān, phya.","Siamese tales, old and new: | The four riddles and other stories, | $c: translated by Reginald le May. With some reflections on the tales.",1930,u,high_male,-0.6555990683200543
nyp.33433074913280,"Hervey, Elizabeth,",The Mourtray family,1800,f,high_female,-0.6557741496751742
inu.32000011184118,"Johnson, R. Brimley (Reginald Brimley),","Balls and assemblies | from Fanny Burney, Jane Austen, Maria Edgeworth, Susan Ferrier, and Mary Russell Mitford, | $c: selected with introduction, notes and tables by R. Brimley Johnson.",1928,m,high_female,-0.6558254474006052
nyp.33433074871512,"Tytler, Sarah,", Noblesse oblige;,1871,f,high_female,-0.6559680164322832
mdp.39015039496289,"Robins, Elizabeth,","Time is whispering, | $c: by Elizabeth Robins.",1923,f,mixed,-0.6560553792332782
uc2.ark:/13960/t47p8zw9k,"Kincaid, C. A.",Deccan nursery tales;,1914,u,high_female,-0.6560554957675017
mdp.39015027340424,"Shankland, Peter.","The phantom flotilla: | the story of the Naval Africa Expedition, 1915-16.",1968,m,high_male,-0.6560970247490989
pst.000003609033,"Monterosso, Carlo.",The salt of the earth; | $c: translated from the Italian by Isabel Quigly.,1967,m,high_male,-0.6562386335590704
uc1.b3741341,"Sankawulo, Wilton.","Why nobody knows when he will die, and other tales from Liberia / | $c: Wilton Sankawulo",1979,m,high_male,-0.6564566854031467
uc2.ark:/13960/t18k76d1d,"Cable, Boyd.",By blow and kiss,1914,m,,-0.6566675430634056
mdp.39015030945656,"Andrew, Prudence,",A question of choice.,1962,f,high_male,-0.656811214207991
mdp.39015008314281,"Broomhall, A. J.",Strong man's prey.,1953,u,,-0.6570798994479475
inu.32000002543157,"Thirkell, Angela Mackail,",The Old Bank House / | $c: by Angela Thirkell.,1949,f,high_female,-0.6571391639299584
inu.39000005931964,"Yeats, W. B.",Fairy and folk tales of the Irish peasantry,1888,m,high_male,-0.6572849277697881
uc2.ark:/13960/t1vd6qr18,"Reynolds, Fred,",An absent hero,1914,f,high_female,-0.6574485440397403
mdp.39015033791503,"Zangwill, Israel,",Children of the Ghetto,1892,m,,-0.6575285277304046
dul1.ark:/13960/t6pz5zn09,"Morgan,",Florence Macarthy,1818,f,mixed,-0.6576077507676958
uiuo.ark:/13960/t17m0zx1m,E. C. A.,Geraldine,1837,u,high_female,-0.657756574919157
uc1.$b63824,"Stanley, Arthur G.","The smallest drum, | $c: by Arthur G. Stanley.",1936,m,,-0.6579598371298561
mdp.39015059236144,"Harris, Joanne,","Sleep, pale sister / | $c: Joanne Harris.",2004,f,,-0.6580848912820259
uiuo.ark:/13960/t8qc0m848,"Orred, Meta.","Honour's worth, or, The cost of a vow",1878,f,high_female,-0.6582228594813958
mdp.39015063154465,"McDonald, Ian.",The humming-bird tree / | $c: Ian McDonald.,1974,m,,-0.6584214241317796
njp.32101068142742,"Hill, George Birkbeck Norman,",Letters written by a grandfather,1903,m,mixed,-0.6587833533772949
mdp.39015078575910,"Purves, William Laidlaw,",The authorship of 'Robinson Crusoe.',1903,m,high_male,-0.658838273143961
uc1.$b302140,"Oemler, Marie Conway,","The butterfly man, | a novel, | $c: by Marie Conway Oemler.",1937,f,mixed,-0.6589086027226936
wu.89087903217,"Baring-Gould, S.",Cheap Jack Zita,1895,m,,-0.6589144477798143
njp.32101076207750,,Tales from  Blackwood,1858,u,,-0.6589195444327686
uc2.ark:/13960/t5w66cv1t,"Ghosh, Sarath Kumar,",The prince of destiny,1909,m,mixed,-0.6589750346668362
njp.32101064911959,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_male,-0.6589767320629139
mdp.39015049548483,"Edric, Robert,",The book of the heathen / | $c: Robert Edric.,2000,m,high_male,-0.659082071825362
mdp.39015070494409,"Richardson, Samuel,",The works of Samuel Richardson,1883,m,,-0.6591762122867697
mdp.39015080836201,"Reynolds, Alastair,",Zima blue and other stories / | $c: Alastair Reynolds ; with an introduction by Paul McAuley.,2009,m,,-0.6592269087711385
nyp.33433067294771,"Kennedy, Grace,",The works of Grace Kennedy,1827,f,,-0.6596004954946122
inu.32000001682576,"Reade, Charles,",A perilous secret,1884,m,mixed,-0.6597470753272549
mdp.39015063941002,"Neale, J. M.",Stories of the crusades,1848,m,,-0.6598909690358936
inu.39000005590711,"Price, Merlin.",Folktales and legends of Gloucestershire / | $c: by Merlin Price ; and illustrated by Kate Fitzsimons.,1984,m,high_male,-0.6600815060344386
uiuo.ark:/13960/t1dj62711,"Roche, Regina Maria,",Contrast,1828,f,high_female,-0.6604266225106679
uc2.ark:/13960/t7vm4ch9t,"Farrar, Frederic William,",Julian Home;,1909,m,high_male,-0.6605039038702423
uiuo.ark:/13960/t4pk12132,,True to the life,1868,u,,-0.660515798825797
uc2.ark:/13960/t7np2253s,"MacManus, Anna,",The passionate hearts,1903,f,,-0.6607155813075897
uiuo.ark:/13960/t5db8d137,"Du Bois, Edward,",Old Nick;,1801,m,,-0.6607454925813547
inu.32000011184043,"Johnson, R. Brimley (Reginald Brimley),","Rogues and vagabonds from Swift, Bunyan, Defoe, Francis Godwin, Henry Neville, and Aphra Behn; | $c: selected, with an introduction, by R. Brimley Johnson.",1928,m,high_male,-0.6609785617163696
mdp.39015007034245,Homer.,"Odyssey, | $c: a new translation for children by George Kerr; with drawings by Ann Buckmaster.",1947,m,high_male,-0.6610015480393788
mdp.39015061380930,"Hart, Maarten 't,",Bearers of bad tidings : | a story of father and son / | $c: by Martin Hart ; translated by J. W. Arriens.,1984,m,high_male,-0.6610555728768304
uiuo.ark:/13960/t9k362g0z,"Bray,","Henry de Pomefrey, or, The eve of St. John",1842,f,,-0.6611803984901647
uc2.ark:/13960/t3319x95x,"Old Sailor,",Jem Bunt,1850,m,,-0.661386691795851
uc2.ark:/13960/t5r787s71,"Brooks, Hildegard,",The daughters of desperation,1904,u,high_female,-0.661471568562408
njp.32101068164191,,"The Night watch, or, Tales of the sea",1828,u,,-0.6615477409098304
loc.ark:/13960/t0sq8z82b,"Snider, C. H. J.",In the wake of the eighteen-twelvers;,1913,u,,-0.6615655372440269
inu.30000111080879,"Debney, Patricia,",Losing you / | $c: Patricia Debney.,2007,f,,-0.661657680999863
uc1.b3591589,"Vidal, Nicole,",Ring of Jade; | $c: translated from the French by Johanna Harwood.,1966,u,mixed,-0.6616848989464876
uiuo.ark:/13960/t06w9wj8t,"Maughan, Janet.",The co-heiress,1866,f,high_female,-0.6617148016887597
uc1.$b556319,"Hendry, Frank Coutts.","Around the Horn and home again, | and other tales, | $c: by Shalimar (F.C. Hendry) ...",1929,m,high_male,-0.6617241247453214
mdp.39015058691364,,Tales from  Blackwood.,1858,u,,-0.6619812666474918
uiuo.ark:/13960/t6xw53365,"Westall, William,",Roy of Roy's court,1892,m,,-0.6621495644586539
njp.32101068169380,"Aulney, Léonie, d',",The notary's daughter,1878,m,mixed,-0.6621687035907857
uc1.b4398236,"Veresaev, V. V. ",The sisters / | $c: by V. Veresaev ; translated from the Russian by Juliet Soskice.,1934,u,mixed,-0.6624124650884994
mdp.39015006588399,"Mortimer, Penelope,",Long distance / | $c: Penelope Mortimer.,1974,f,high_female,-0.6626446443399073
mdp.39015034284680,"Crace, Jim.",Signals of distress / | $c: Jim Crace.,1994,m,,-0.6626824649183396
uc1.b3322592,"Hall, S. C.,",Stories of the Irish peasantry,1850,f,,-0.6627880914319634
mdp.39015031234928,"Holme, Constance.",The splendid fairing ... | $c: by Constance Holme.,1933,f,high_female,-0.663101869393027
njp.32101065863696,"Manning, Anne,",The old Chelsea bun-house,1855,f,high_female,-0.663243781603587
uiuo.ark:/13960/t17m0xn5j,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,-0.6634143104535017
nyp.33433074964770,"Banim, John,",Tales,1825,m,,-0.6634254909090224
mdp.39015064480679,"Blackmore, R. D.","The remarkable history of Sir Thomas Upmore, bart., M. P",1884,m,,-0.6634762932700371
uiuo.ark:/13960/t15m6vd95,"Oliphant,",Agnes,1866,f,high_female,-0.6636377433742463
uc1.b4948564,"Mankowitz, Wolf.",The devil in Texas / | $c: Wolf Mankowitz ; illustrated by Ralph Steadman.,1984,u,high_male,-0.663862461842869
inu.30000118957434,"Sava, George,",No crown of laurels.,1950,m,high_male,-0.6638724490785124
uiuo.ark:/13960/t6sx6p93x,"Gissing, Algernon,",The scholar of Bygate,1897,m,,-0.6640130665814242
inu.32000005557949,"Childers, Erskine,",The riddle of the sands;,1913,u,high_male,-0.6643110451602209
mdp.39015040132519,"Gould, Andre.",A summer's exile / | $c: Andre Gould.,1996,m,high_male,-0.6644073893617726
uiuo.ark:/13960/t0pr8fm7f,"Trollope, Frances Milton,",Young love;,1844,f,high_female,-0.6647358431523276
hvd.hwkbwa,"Chaucer, Geoffrey,",Tales from Chaucer,1833,m,,-0.6648219298155797
uc2.ark:/13960/t2t43mg20,"Laverton, H. S.",The romance of a hill station and other stories,1902,u,mixed,-0.6649285097861153
mdp.49015000563040,"Rickert, Edith,",Early English romances in verse,1908,f,high_male,-0.6650533338183058
dul1.ark:/13960/t6834jn51,E. W.,The island of anarchy,1887,f,high_male,-0.6651011707240577
uc2.ark:/13960/t8bg2m746,"Dunsany, Edward John Moreton Drax Plunkett,",The chronicles of Rodriguez,1922,m,high_male,-0.665106691453182
mdp.39015047110336,"Goulbourne, Jean.",Excavation / | $c: Jean Goulbourne.,1997,f,,-0.6651545566769368
uiuo.ark:/13960/t0ms4059d,"Armstrong, F. C.","Our blue jackets, afloat and ashore",1866,m,mixed,-0.665172579238306
dul1.ark:/13960/t4hm5x20q,"Fox, S. M.",Our own Pompeii,1887,u,mixed,-0.6652466061210552
uiuo.ark:/13960/t9862vx7d,"Downes, Joseph.",The mountain Decameron,1836,m,mixed,-0.6653373743993358
mdp.39015073624796,"Smalley, Peter.",The Hawk : | a sea story / | $c: Peter Smalley.,2008,m,high_male,-0.6654160911689728
inu.30000110609959,"Rhea, Nicholas,",Murder under the midnight sun / | $c: Nicolas Rhea.,2008,m,high_male,-0.6656040352825369
uc2.ark:/13960/t04x56d3j,"White, Hester.",Mountains of necessity,1901,u,,-0.6656216280863558
uiuo.ark:/13960/t0sq9gk7c,"Plumptre, Anne,",The history of myself and my friend;,1813,f,mixed,-0.6656650794425609
uc1.b3123861,"Hume, Fergus,",The island of fantasy,1892,m,,-0.665672521755597
njp.32101075727980,,"Early English poetry, ballads and popular literature of the middle ages",1840,u,high_male,-0.6659107243772897
njp.32101066121318,"Campbell, Harriette,",The only daughter,1839,f,high_female,-0.6659187796869428
uc2.ark:/13960/t7fq9s64j,"Young, F. E. Mills",Imprudence,1920,m,,-0.6660935380280635
uc2.ark:/13960/t3cz3dq06,"Engelbach, Arthur Harold.",Anecdotes of bench and bar,1913,m,high_male,-0.6661221076300077
mdp.39015059420938,"Lang, Andrew,",Prince Ricardo of Pantouflia;,1893,m,mixed,-0.66617025984903
mdp.39015040179536,"Tinniswood, Peter.",Dolly's war / | $c: Peter Tinniswood.,1997,m,,-0.6662299831004406
inu.30000122894524,"Tāmir, Zakarīyā.",Breaking Knees : | modern Arabic short stories from Syria / | $c: Zakaria Tamer ; translated by Ibrahim Muhawi.,2008,u,,-0.6662865380398587
mdp.39015000618473,"Greene, Graham,",The heart of the matter.,1952,m,,-0.6663492926966338
mdp.39015064002853,"Bray,",The novels and romances of Anna Eliza Bray,1815,f,,-0.6664836928032094
hvd.32044086801834,"Tayler, Charles B.","A fireside book, or, The account of a Christmas spent at Old Court",1828,m,high_female,-0.6664884489797316
uc1.b3325101,"Trollope, Frank.",The lawyer's daughter,1878,m,mixed,-0.6665051431015961
njp.32101067630192,"Boyle, Mary Louisa,",The state prisoner,1837,f,high_male,-0.6665583016531564
uiuo.ark:/13960/t4kk9pz5p,"Hardy, Duffus,",Madge,1878,m,high_female,-0.6666189219236293
mdp.39015011313650,"Hartley, L. P. (Leslie Poles),",The hireling.,1957,m,,-0.6667632912047813
uiuo.ark:/13960/t9s18gq5d,"Lamb, Caroline,",Glenarvon,1816,f,high_female,-0.6668119289653436
mdp.39015059481294,"Wren, Percival Christopher,",Father Gregory; | a tale of Hindostan.,1926,m,,-0.6674531959588572
uc2.ark:/13960/t48p5xn77,"Seaman, Owen,",Borrowed plumes,1902,u,,-0.6674576805611505
mdp.39015047552487,"Hoskyns, Tam.",Peculiar things / | $c: Tam Hoskyns.,1999,f,mixed,-0.6675011871767444
uc2.ark:/13960/t3416w007,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,-0.6675525180934567
uc2.ark:/13960/t9668cs7g,"Hall, Bradnock.",Norwegian and other fish-tales,1910,u,,-0.6675723503412716
uiug.30112070553711,"Reid, Forrest,","Peter Waring, | $c: by Forrest Reid ...",1937,m,,-0.6675767600893228
nyp.33433074917034,"Martineau, Harriet,",Forest and game-law tales,1845,f,,-0.6677378225048993
uc1.$b105347,"Stribling, T. S. (Thomas Sigismund),",The forge / | $c: by T. S. Stribling.,1931,m,,-0.6678161564080367
uc1.$b312407,"Robins, Denise.","Crowns, pounds, and guineas, | $c: by Denise Robins ...",1932,f,high_female,-0.6680917353611027
uiuo.ark:/13960/t0dv1w173,"Crumpe,","Geraldine of Desmond, or, Ireland in the reign of Elizabeth",1829,f,,-0.6681631362688699
mdp.39015031453437,"Scott, Walter,",Waverley novels,1829,m,high_male,-0.6686630293610916
mdp.39015030849429,"Adams, Francis William Lauderdale,",Essays in modernity criticisms and dialogues,1899,m,high_male,-0.668678611230386
uc1.$b312429,"Russell, John,","Where the pavement ends, | $c: by John Russell.",1928,m,high_male,-0.668839686782671
mdp.39015058079529,"Loftus, Siobhan.",Ubuntu / | $c: Siobhan Loftus.,2002,f,,-0.6691645412347446
inu.30000125114375,"Jones, Nina.",Bush town blues : | a '70s African tale / | $c: Nina Jones.,2007,f,mixed,-0.6692438473517118
uc1.$b299552,"Aldington, Richard,",Two stories / | $c: Richard Aldington.,1930,m,,-0.6692752207331435
uiuo.ark:/13960/t6m04r883,"Sewell, Elizabeth Missing,",Margaret Percival,1847,f,high_female,-0.6694895509227764
uc1.b3326182,"Nares, Edward,",Thinks I-to-myself;,1811,m,mixed,-0.6695250596696773
mdp.39015011002451,"Bates, H. E. (Herbert Ernest),",The wedding party | $c: [by] H. E. Bates.,1965,m,mixed,-0.6697326010445128
uiuo.ark:/13960/t2w389p5k,,"Mrs. Cleveland, and the St. Clairs, &c",1836,u,,-0.6701812088046866
nyp.33433074902697,"Macmillan, Malcolm Kingsley.",Dagonet the jester,1886,m,,-0.670274059989081
nyp.33433074873039,"Lawson, Henry,",The country I come from,1901,m,,-0.6702775777365346
uc1.b4266971,"Brown, Harold,",Most splendid of men : | life in a mining community 1917-25 / | $c: Harold Brown,1981,m,high_male,-0.6703570538707415
uc1.b4105417,"Lawless, Emily,",Traits and confidences,1898,f,,-0.6704381735734182
inu.30000036578189,"Alfeeva, Valerii͡a.",Pilgrimage to Dzhvari / | $c: Valeria Alfeyeva ; translated by Stuart and Jenny Robertson.,1992,u,,-0.6704409949017647
mdp.39015030694577,"Hayashi, Tadasu,","For his people, being the true story of Sogoro's sacrifice entitled in the original Japanese version the Cherry blossoms of a spring morn",1903,u,high_male,-0.6704464320031525
uiuo.ark:/13960/t4pk11z5q,"Smith, Horace,","Jane Lomax; or, A mother's crime",1838,m,,-0.670619570519193
mdp.39015023158812,"Diver, Maud,","The judgment of the sword; | the tale of the Kabul tragedy, and of the part played therein by Major Eldred Pottinger, the hero of Herat, | $c: by Maud Diver.",1924,f,high_male,-0.6707310127224655
mdp.39015026244684,"Carmichael, Amy,",Lotus buds,1909,f,high_female,-0.6711280385318158
uiuo.ark:/13960/t13n2hn5f,,Dunsany,1818,u,,-0.6711473901566194
mdp.39015063946860,"Oliphant,",The heir presumptive and the heir apparent,1892,f,high_female,-0.6711892692347476
uc2.ark:/13960/t3cz33z70,"Dell, Ethel M.",The safety curtain,1917,f,,-0.6711964436682549
uc2.ark:/13960/t18k76s2t,"Compton-Rickett, Arthur,",Lost chords,1895,m,,-0.6713505610945212
uiuo.ark:/13960/t9183zd5v,,Tales of my landlord,1820,m,high_male,-0.671362021347327
njp.32101037977533,"Cuthbertson, Catherine.","Adelaide, or, The countercharm",1813,f,high_female,-0.6716128522224546
uiuo.ark:/13960/t8pc3mf2c,"Riddell, J. H.,",The Earl's promise,1873,f,,-0.6717361064610541
uiuo.ark:/13960/t9b56xk7j,"Daniel,",Tried in the fire. A tale,1860,f,high_female,-0.6719094717956153
uc2.ark:/13960/t3dz0512g,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_female,-0.6719613784468952
uc1.32106019365649,"Phillpotts, Eden,",Widecombe edition of Eden Phillpotts's Dartmoor novels in twenty volumes / | $c: by Eden Phillpotts ; with an introd. by Arnold Bennett.,1927,m,mixed,-0.6720134030751804
mdp.39015011541946,"Keary, A.",The heroes of Asgard,1907,u,,-0.6720845427466279
mdp.39015065768049,"Eliot, George,",The works of George Eliot,1878,f,mixed,-0.672133154676086
mdp.39015005458644,"Eddison, Eric Rucker,",The Mezentian Gate.,1958,m,,-0.6722298417958728
mdp.39015063560455,"Horne, R. H.",The dreamer and the worker,1851,m,,-0.6723267079686149
mdp.39015053659184,"Edgeworth, Maria,",Tales of fashionable life,1809,f,,-0.6724567308722093
uc1.$b300115,"Das, Frieda Hauswirth.","Into the sun, | $c: by Frieda H. Das.",1933,f,high_female,-0.672494809195587
uiuo.ark:/13960/t86h58z2r,"De Merle, William Henry,",Glenlonely,1837,m,,-0.672519202247276
yale.39002031044390,"Harbord, Maurice Assheton,",Froth and bubble,1915,m,high_male,-0.6725511276887017
uiuo.ark:/13960/t3mw2z36r,"Lloyd, Jessie Sale,",Scamp;,1887,f,,-0.6727641747544721
mdp.39015025105407,"Trefusis, Violet Keppel,",From dusk to dawn; | $c: illustrations by Philippe Julian.,1972,f,,-0.6727914068122111
nyp.33433074920582,"Bailey, H. C.",THe master of gray,1903,m,high_male,-0.6729395019037767
uiuo.ark:/13960/t6m04pc93,"Oliphant,",Innocent,1873,f,high_female,-0.672973159874921
inu.32000002538645,"Thompson, Edward John,",In Araby Orion / | $c: by Edward Thompson.,1930,m,high_male,-0.6731806693958002
uiuo.ark:/13960/t2697sn9b,"Robertson, Anne I.",Yaxley and its neighbourhood,1865,f,high_female,-0.6732060921816176
njp.32101013572068,"Freytag, Gustav,",Our forefathers,1873,m,,-0.6732181280507986
uiuo.ark:/13960/t6sx6kb15,,"Caprice; or, Anecdotes of the Listowel family",1824,u,high_female,-0.6732284137509033
