htid,author,title,year,authgender,female_category,female_fraction
uiuo.ark:/13960/t6vx0rr2f,"Hamilton, Rowan.",The last of the cornets,1890,m,high_male,0.0466010814043404
uc1.b3475705,"Green, G. F. (George Frederick),",A skilled hand : | a collection of stories and writing / | $c: by G. F. Green ; with memoirs and criticism by John Marshall ... [et al.] ; edited by Chloë Green and A. D. Maclean.,1980,m,high_male,0.0465984882169853
uc1.$b64932,Homer.,"Homer's Odyssey, | a line-for-line translation in the metre of the original | $c: by H.B. Cotterill ... with an introduction by Walter Leaf ...",1924,m,high_male,0.0465662503061474
mdp.39015008836739,,Territorial song : | contemporary writing from Finland / | $c: selected and translated by Herbert Lomas.,1981,u,high_male,0.0465116279069767
uc2.ark:/13960/t23b5wp86,"Henty, G. A.",True to the old flag,1884,m,high_male,0.0464935440790992
inu.30000007194081,"Rabelais, François,","Five books of the lives, heroic deeds and sayings of Gargantua and his son Pantagruel; | $c: translated into English by Sir Thomas Urquhart of Cromarty and Peter Antony Motteux.",1970,u,high_male,0.0464601769911504
ucm.5320307018,,"Tales, anecdotes, and letters",1800,m,high_male,0.0463960105826148
uva.x000367723,"Skram, Amalie,",Professor Hieronimus,1899,f,high_male,0.0462585034013605
uc2.ark:/13960/t7np20046,"Cable, Boyd,",Action front,1916,m,high_male,0.0462311557788944
uc1.b2847996,"Butler, William,",A god novel.,1969,m,high_male,0.0461725394896719
dul1.ark:/13960/t4rj56g8r,,The spirit of the moist hand,1875,f,high_male,0.0461538461538461
uc2.ark:/13960/t2g738v8m,"Gould, Nat.",The sweep winner,1920,m,high_male,0.0461205599946472
mdp.39015037453415,"Naipaul, Seepersad.",The adventures of Gurudeva / | $c: Seepersad Naipaul ; with a foreword by V.S. Naipaul.,1995,u,high_male,0.0461135371179039
mdp.39015063623832,"Priestman, Edmund Yerbury,",With a B.-P. scout in Gallipoli;,1917,m,high_male,0.0460720862930807
mdp.39015049689121,"Rankin, Robert,",Waiting for Godalming / | $c: Robert Rankin.,2000,m,high_male,0.0460652591170825
inu.30000011897372,"Chesterton, G. K. (Gilbert Keith),",The Father Brown stories.,1949,m,high_male,0.0460364529103769
inu.32000013140498,"Fox, John,","Afghan adventure / | $c: by John Fox, as told to Roland Goodchild.",1958,m,high_male,0.0460240419255492
njp.32101072889726,,The high history of the Holy Graal,1898,m,high_male,0.0460111317254174
njp.32101072889734,,The high history of the Holy Graal,1898,m,high_male,0.0460111317254174
mdp.39015028687088,"(Herbert George), Wells, H. G.",The stolen bacillus and other incidents ...,1926,m,high_male,0.0459773985142785
uc1.$b299647,"Barns, Thomas Alexander,","Tales of the ivory trade, | $c: by T. Alexander Barns.",1923,m,high_male,0.0459539063150012
njp.32101064628397,"Shaw, Frank H.",When Beatty kept the seas,1917,m,high_male,0.0459205381583696
nyp.33433007631165,"Bensusan, S. L.",A country-side chronicle,1907,u,high_male,0.0459016393442623
uc1.$b556497,"Hall, James Norman,",On the stream of travel / | $c: by James Norman Hall.,1929,m,high_male,0.0459016393442623
uc1.b4975997,"Pearce, Donn",Cool hand Luke / | $c: Don Pearce,1988,m,high_male,0.0458958517210944
uc1.$b312108,"Simenon, Georges,",Magnet of doom. | $c: Tr. from the French by Geoffrey Sainsbury.,1948,m,high_male,0.0458577658630519
mdp.39015061210376,"Shafqat, Khan.",Chain of being / | $c: by Khan Shafqat.,2005,u,high_male,0.0457595017045042
mdp.39015084096109,"Oliver, Christian.",The viper of Kerman / | $c: by Christian Oliver.,2009,m,high_male,0.0457593688362919
mdp.39015038919323," Clarke, Arthur C.   (Arthur Charles),",2061 : | Odyssey three / | $c: Arthur C. Clarke.,1988,m,high_male,0.04573268921095
uc1.b4102318,"Lawrence, D. H. (David Herbert),","Pornography and so on, | $c: by D. H. Lawrence.",1936,m,high_male,0.0456852791878172
mdp.39015013512598,"Parkin, Ray.",The sword and the blossom.,1968,m,high_male,0.0456538869316427
mdp.39015043788390,"Seabrook, Jeremy,",Colonies of the heart / | $c: Jeremy Seabrook.,1998,m,high_male,0.0455981941309255
mdp.39015063964426,"Wildridge, Oswald.",Clipper folk,1920,m,high_male,0.045592048013349
uc1.$b318429,"Hémon, Louis,",Blind man's buff / | $c: by Louis Hemon ; translated by Arthur Richmond.,1924,m,high_male,0.04551831644583
pst.000066824176,"Dick, Philip K.",The penultimate truth / | $c: by Philip K. Dick.,1964,m,high_male,0.0455055618047744
mdp.39015049020368,"Lu, Wenfu.",The gourmet and other stories of modern China/ | $c: Lu Wenfu.,1987,u,high_male,0.0455027498612455
inu.30000082369228,,Libyan stories : | twelve short stories from Libya / | $c: edited by Ahmed Fagih.,2000,u,high_male,0.0454545454545454
mdp.39015065546130,"Stevenson, Robert Louis,",The black arrow,1888,m,high_male,0.0454532264746321
njp.32101067644557,"Flamank, James.",The curate of Steinhollt,1837,m,high_male,0.045388520362034
mdp.39076001621874,"Hemingway, Ernest,","The essential Hemingway. | Containing one complete novel, extracts from three others, twenty-three short stories and a chapter from Death in the afternoon.",1947,m,high_male,0.0453152832205201
mdp.39015010243965,"Berger, John.",The foot of Clive / | $c: John Berger.,1979,m,high_male,0.0451977401129943
mdp.39015073484456,"Henty, G. A.",Friends though divided,1883,m,high_male,0.0451448906964921
uc1.b4948944,"MacLean, Alistair,",River of death / | $c: Alistair MacLean.,1981,m,high_male,0.0451275343361674
nyp.33433082397815,"Sherard, Robert Harborough,","Oscar Wilde, the story of an unhappy friendship",1902,m,high_male,0.045092171654094
inu.30000002177503,"Roberts, Morley,",The adventures of a ship's doctor,1897,m,high_male,0.0450185081820874
uc1.$b684901,"Altman, Phyllis.",The law of the vultures / | $c: by Phyllis Altman.,1954,f,high_male,0.0449976947902259
uc1.b3322743,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,0.0448560800991024
uc1.b3322745,"Herbert, Henry William,",Oliver Cromwell,1840,m,high_male,0.0448560800991024
wu.89087898367,"Lockhart, John Gilbert,","Peril of the sea, | a book of shipwrecks and escapes, | $c: by J.G. Lockhart.",1924,m,high_male,0.044776119402985
uc1.32106019238838,"Gilden, Bruce",After the off / | $c: photographs by Bruce Gilden ; short story by Dermot Healy,1999,m,high_male,0.044776119402985
mdp.39015040341151,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0446927374301676
uc1.$b106420,"O'Flaherty, Liam,","The wild swan : | and other stories / | $c: by Liam O'Flaherty, with a frontispiece by P.V. Moon and a foreword by Rhys Davies ; being no. 10 of the Furnival books.",1932,m,high_male,0.0446927374301676
uc2.ark:/13960/t8ff3nw7j,Taffrail.,"Pincher Martin, O.D",1916,u,high_male,0.0446807772380291
mdp.39015077135427,"Jones, John Sam.",Crawling through thorns / | $c: John Sam Jones.,2008,m,high_male,0.0446444644464446
mdp.39015066882039,"Jones, Lloyd,",Mr Cassini / | $c: Lloyd Jones.,2006,m,high_male,0.0446153846153846
uc1.32106019294609,"Wang, Lixiong,",China tidal wave : | a novel / | $c: Wang Lixiong ; translated from the Chinese by Anton Platero,2008,u,high_male,0.0445630420280186
uc2.ark:/13960/t6xw4df7g,"Worthington, Frank,",The witch doctor and other Rhodesian studies,1922,m,high_male,0.0445416948784671
mdp.39015014661493,"Hornstein, Erika von,",Russians in my home. | $c: Translated from the German by Ingrid Enway Gunvaldsen.,1960,f,high_male,0.044532320085437
mdp.39015080850053,"Sutton, Michael.",The recluse / | $c: Michael Sutton.,2009,m,high_male,0.0444857203005423
uiuo.ark:/13960/t77s8c139,"Saunders, John,","Israel Mort, overman",1876,m,high_male,0.044459691252144
uiuo.ark:/13960/t42r4gz3d,"Saunders, John,","Israel Mort, overman",1876,m,high_male,0.044459691252144
uiuo.ark:/13960/t0ms4cr83,"Saunders, John,","Israel Mort, overman",1876,m,high_male,0.044459691252144
uc1.b3553822,"Corry, John,",The history of Henry Thomson,1803,m,high_male,0.0444444444444444
inu.30000003137357,"Beckford, William,",Vathek,1823,m,high_male,0.0444444444444444
uiuo.ark:/13960/t3611cv1f,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,0.0444285307275905
uiuo.ark:/13960/t1kh0xv97,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,0.0444285307275905
uiuo.ark:/13960/t1bk1qm5k,"Davidson, Hugh Coleman,",The old Adam,1888,m,high_male,0.0444285307275905
uc2.ark:/13960/t9d50jn39,"Bluff, Hilary.",Bluff's guide to the bar,1911,u,high_male,0.0444276081521327
mdp.39015028918863,"Burgess, Anthony,",A dead man in Deptford / | $c: Anthony Burgess.,1993,m,high_male,0.0444191343963553
wu.89052341955,"Blanc, Henri-Frédéric,",The empire of sleep / | $c: Henri-Frédéric Blanc ; translated from the French by Nina Rootes.,1993,u,high_male,0.0443740095087163
uc1.b3322710,"Ainsworth, William Harrison,",Auriol,1890,m,high_male,0.044353074886015
mdp.39015014498854,"Masefield, John,",Lost endeavour,1910,m,high_male,0.0443290500780593
njp.32101019498243,"Nichols, Beverley,",Prelude;,1920,m,high_male,0.0442696880807899
mdp.39015029934554,"Pownall, David,",The Sphinx and the Sybarites / | $c: David Pownall.,1993,m,high_male,0.0442176870748299
uc1.32106015022251,"Husain, ʻAbdullāh",The weary generations / | $c: Abdullah Hussein ; translated from the Urdu by the author,1999,u,high_male,0.0442048517520215
nyp.33433040405833,"Balzac, Honoré de,",The atheist's mass and other stories =,1896,f,high_male,0.0441988950276243
wu.89100009596,"Wynyard, Noel,","Winning hazard, | $c: by Noel Wynyard.",1947,m,high_male,0.0441940440477061
mdp.39015028303462,"Chaves Nogales, Manuel,",And in the distance a light-- ?,1938,m,high_male,0.0441717791411042
mdp.39015001802803,,Raoul de Cambrai; | an old French feudal epic | $c: translated by Jessie Crosland.,1926,u,high_male,0.0440883488613648
inu.30000054447648,"White, T. H. (Terence Hanbury),",The sword in the stone / | $c: T. H. White.,1957,m,high_male,0.0440051979554708
uc2.ark:/13960/t49p2xg2r,Jatakas.,The giant crab,1897,m,high_male,0.0439560439560439
uc1.32106014680844,"Yaşar, Kemal,",Salman the solitary / | $c: Yashar Kemal ; translated from the Turkish by Thilda Kemal,1997,m,high_male,0.0439320355944572
uc1.$b115484,"Rand, James S.",Run for the trees by James S. Rand.,1966,m,high_male,0.043885027240278
uc2.ark:/13960/t8sb40745,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,high_male,0.0438521733887984
uc1.32106018086881,"Saʻīd, Maḥmūd",Saddam City / | $c: Mahmoud Saeed ; translated from the Arabic by Ahmad Sadri,2004,u,high_male,0.0437956204379562
hvd.hwadup,"Scott, Walter,",The Waverley novels,1829,m,high_male,0.0437074155054297
inu.39000005816090,"Ellis, Mark.",Bannerman.,1973,m,high_male,0.0436705499556655
uc1.$b42205,"Gray, Bernard.",War reporter.,1942,m,high_male,0.0436417157275021
wu.89035502434,"Thornhill, Christopher James,","Taking Tanganyika; | experiences of an intelligence officer, 1914-1918, | $c: by Christopher J. Thornhill; foreword by Francis Brett Young; introduction by Capt. S. H. La Fontaine ... With twenty-two illustrations and a map.",1937,m,high_male,0.0436363636363636
uc2.ark:/13960/t0cv4dm0c,"Cripps, Arthur Shearly,",Faerylands forlorn;,1910,m,high_male,0.0436090225563909
mdp.39015002320029,"Greene, Graham,",The collected edition.,1970,m,high_male,0.0435294117647058
wu.89004713418,"Dorling, H. Taprell","Pincher Martin, O.D",1916,u,high_male,0.0434426229508196
mdp.39015032437587,"Mason, Simon,",Death of a fantasist / | $c: Simon Mason.,1994,m,high_male,0.0434163701067615
nyp.33433075845457,"Verri, Alessandro.",The Roman nights at the tomb of the Scipios,1825,m,high_male,0.0433953613807982
mdp.39015014875937,"Kilworth, Garry.",Abandonati / | $c: Garry Kilworth.,1988,m,high_male,0.0433950223356732
mdp.39015027233769,"Lartéguy, Jean,",Yellow fever / | $c: Jean Lartéguy ; translated from the French by Xan Fielding.,1965,f,high_male,0.043356659348701
mdp.39015077113697,"Ó Muirí, Pól,",Milltown : | a Belfast novella / | $c: Pól Ó Muirí.,2007,u,high_male,0.0432801822323462
uc2.ark:/13960/t6j09zj6g,"Steevens, G. W.",Monologues of the dead,1902,m,high_male,0.0432432432432432
uc1.b3868724,"De Wohl, Louis,",David of Jerusalem. | $c: Translated from the German by Elisabeth Abbott.,1964,m,high_male,0.0432069625571164
uc1.$b444718,"Hostovský, Egon,",Hide & seek; | two tales of escape: The hideout and The black band.,1950,u,high_male,0.0431638406594383
uc1.32106006764507,"Greene, Graham,",The spy's bedside book; | an anthology | $c: edited by Graham Greene and Hugh Greene.,1957,m,high_male,0.0431349172459733
mdp.39015003931675,"Golding, William,",Pincher Martin.,1956,m,high_male,0.0430888030888031
nyp.33433074967070,"Ede, Charles.",Warm hearts in cold regions,1862,m,high_male,0.0430647183927658
osu.32435005262217,"Grundy, C. W.",Egyptian portrait.,1930,u,high_male,0.043050430504305
mdp.39015082675797,"Lewis, Simon,",Bad traffic / | $c: Simon Lewis.,2008,m,high_male,0.0430201931518876
mdp.39015019131450,"Hoffman, Alice.",Property of : | a novel / | $c: by Alice Hoffman.,1978,f,high_male,0.0429993965648067
mdp.39015039630242,"Farnol, Jeffery,",Portrait of a gentleman in colours; | the romance of Mr. Lewis Berger.,1935,m,high_male,0.0429980049109883
uc1.b4353996,"Maksimov, Vladim",Farewell from nowhere : | a novel / | $c: [by] Vladimir Maximov ; translated from the Russian by Michael Glenny.,1978,u,high_male,0.0429880197322057
mdp.39015008468202,"Brome, Vincent,",The way back; | the story of Pat O'Leary.,1958,m,high_male,0.0429737455097739
mdp.39076007044808,"Sienkiewicz, Henryk,",Quo vadis?,1896,m,high_male,0.0429280673862717
dul1.ark:/13960/t6737gw6n,"Vaughan, Herbert M.",Meleager,1916,m,high_male,0.0428571428571428
uc1.$b301115,"Lehmann, John,",Evil was abroad / | $c: John Lehmann.,1938,m,high_male,0.0428366332334108
uc1.32106017921815,"Dickson, Jack",Oddfellows / | $c: Jack Dickson,1997,m,high_male,0.0427155593392334
wu.89100091669,"Thompson, Beatrice.",Four months in Italy in war-time,1920,f,high_male,0.0426666666666666
inu.39000005883637,"Dietrich, Anton.",Russian popular tales / | $c: translated from the German version of Anton Dietrich; with an introd. by Jacob Grimm.,1974,m,high_male,0.0425900807362898
nyp.33433074892765,"Masefield, John,",A mainsail haul,1905,m,high_male,0.0425464350730231
inu.32000002907394,"Baron, Dunsany, Edward John Moreton Drax Plunkett,",The fourth book of Jorkens / | $c: Lord Dunsany.,1948,m,high_male,0.0425270730494011
uc1.b3296224,"Macfie, Harry,","Wasa-wasa, | a tale of trails and treasure,",1951,m,high_male,0.0424597364568082
mdp.39015046311257,"McHardy, Stuart.",The silver chanter and other piper tales / | $c: by Stuart McHardy.,2004,m,high_male,0.0422301304863582
mdp.39015061161256,"Minco, Marga.",An empty house / | $c: Marga Minco ; translated from the Dutch by Margaret Clegg.,1990,f,high_male,0.0422287390029325
uc2.ark:/13960/t4bp01n2s,"Mure, A H",With the incomparable 29th,1919,u,high_male,0.0421052631578947
mdp.39015024387402,"Abushwesha, Redwan.",The king of the dead and other Libyan tales / | $c: Redwan Abushwesha ; with a foreword by Pearse Hutchinson.,1977,u,high_male,0.0421052631578947
mdp.39015073446109,"Fay, Edward Francis.",Unsentimental journeys,1907,m,high_male,0.0420940902554269
inu.30000082344098,"Skiadaresēs, Spyros A.",Cephalonian tales / | $c: by Spyridon Skiadaressi ; translated by Maki Razi and Alec Reid.,1987,u,high_male,0.0420304931569194
uc1.$b244577,"Raymond, Moore.","Smiley, a novel.",1954,m,high_male,0.0419439684746919
uc1.$b472851,"Neumann, Alfred,",Look upon this man : | a novel / | $c: by Alfred Neumann ;  translated ... by Ransom T. Taylor].,1950,m,high_male,0.041934235846304
mdp.39015002753518,"Sabatini, Rafael,",The sea-hawk,1915,m,high_male,0.0419304481638658
mdp.39015008410360,"Sharpe, Tom.",Vintage stuff / | $c: Tom Sharpe.,1982,m,high_male,0.0418426103646833
wu.89003729613,"Goodbody, Ernest.","How I won the war / | $c: [by] Ernest Goodbody, as told to Patrick Ryan.",1963,m,high_male,0.0418181818181818
wu.89100339175,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,0.0417904523541102
wu.89100339167,"Lever, Charles James,",Tom Burke of  Ours,1843,m,high_male,0.0417904523541102
uc1.b4950600,"Zukofsky, Louis,","Ferdinand, | including [the prefatory piece] It was.",1968,m,high_male,0.0417690417690417
njp.32101064793373,"Platts, W. Carter",Angling done here!,1902,u,high_male,0.0417641425542102
inu.39000001864110,"Deighton, Len,",XPD / | $c: Len Deighton.,1981,m,high_male,0.0417563160733696
uc1.$b119551,"Brathwaite, Errol,",The evil day.,1967,m,high_male,0.0417467248908297
nyp.33433082408620,"Sparroy, Wilfrid.",Persian children of the royal family;,1902,u,high_male,0.0417337189296042
inu.30000120306380,"Cullup, Michael.","The stomach and his friends, and other stories; | $c: edited by Michael Cullup; illustrated by Pedro Guedes.",1973,m,high_male,0.0416666666666666
uc1.32106008412907,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0416666666666666
mdp.39015003875179,"Wittlin, Józef,","Salt of the earth,",1939,u,high_male,0.0416315049226441
uiuo.ark:/13960/t2b85x75t,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,0.0415813666341675
uiuo.ark:/13960/t2z32g92m,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,0.0415813666341675
uiuo.ark:/13960/t17m0xn5j,"Robinson, Emma,","Whitefriars, or, The days of Charles the Second",1844,f,high_male,0.0415813666341675
uc1.b3324482,"Leatham, Edward A.",Charmione,1858,m,high_male,0.0415702045812204
uc1.b3324481,"Leatham, Edward A.",Charmione,1858,m,high_male,0.0415702045812204
mdp.39015053230010,"Ulasi, Adaora Lily.",Many thing you no understand.,1970,f,high_male,0.0415690269994905
njp.32101068141769,"Lever, Charles James,",Nuts and nutcrackers,1857,m,high_male,0.0414745392064979
inu.30000107641361,"Sullivan, K. E.",Viking myths & legends / | $c: K.E. Sullivan.,2004,u,high_male,0.0414364640883977
uc1.$b313689,"Alverdes, Paul,","Changed men, | $c: by Paul Alverdes...",1933,m,high_male,0.0413942850276994
inu.39000005786780,"Sturt, George,",The Bettesworth book;,1901,m,high_male,0.0413007171627861
umn.31951002076341z,,The four Gospels.,1927,u,high_male,0.0412868632707774
uc2.ark:/13960/t42r3r47h,"Knight, Arthur Lee.","The brother-middies and slavers, ahoy!",1894,m,high_male,0.0411575562700964
mdp.39015066054241,"Linklater, Eric,","Private Angelo, | a novel | $c: by Eric Linklater.",1946,m,high_male,0.0411251212415131
inu.39000003774465,"Kazantzakis, Nikos,",God's pauper : | St. Francis of Assisi : a novel / | $c: by Nikos Kazantzakis ; [translated from the Greek by P.A. Bien],1962,u,high_male,0.0411125435214707
mdp.39015004682673,,Raoul de Cambrai; | an old French feudal epic | $c: translated by Jessie Crosland.,1926,u,high_male,0.0409600094801121
mdp.39015034733363,,"The inconstancy of Madam Chuang and other stories from the Chinese,",1924,u,high_male,0.0409372081673458
mdp.39015061863810,"Dagerman, Stig,",A burnt child / | $c: Stig Dagerman ; translated from the Swedish by Alan Blair ; with an introduction by Laurie Thompson.,1990,u,high_male,0.0409090909090909
mdp.39015001755993,"Sembène, Ousmane,",The Last of the Empire : | a Senegalese novel / | $c: Sembene Ousmane ; translated from the French by Adrian Adams.,1983,u,high_male,0.0408759124087591
nnc1.cu01579673,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,0.0408393488296397
nnc1.cu01579681,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,0.0408393488296397
nnc1.cu01579690,"Sharp, Jonathan,","Jonathan Sharp; or, The adventures of a Kentuckian",1845,m,high_male,0.0408393488296397
hvd.hnp1pu,,"Tales of humour, gallantry, & romance",1824,m,high_male,0.0406752882787574
wu.89095838801,"Holmsen, Sverre,",Polynesian trade wind. | $c: Translated from the Swedish by Joan Bulman.,1949,u,high_male,0.0406406183746811
umn.31951001772102w,"Karlsson, Elis.",Mother sea.,1964,m,high_male,0.0405797101449275
mdp.39015030727252,"Comfort, Alex,",Letters from an outpost.,1947,m,high_male,0.0405263157894736
mdp.39015012334531,"Weeks, John H.",Congo life and folklore,1911,m,high_male,0.0404753830502204
inu.39000000986476,"Reid, Patrick R.,",The latter days / | $c: P.R. Reid.,1984,m,high_male,0.0404290857326779
inu.30000039918507,"Goff, Martyn.",Tar and cement / | $c: Martyn Goff.,1988,m,high_male,0.040344614539713
mdp.39015050980864,"Tinniswood, Peter.",Uncle Mort's north country.,1986,m,high_male,0.0403149606299212
uc2.ark:/13960/t8x926w87,"Baring-Gould, S.",The vicar of Morwenstow,1886,m,high_male,0.0403045665856784
mdp.39015012847250,"Han, Suyin,","Destination Chungking, | $c: an autobiography by Han Suyin.",1942,u,high_male,0.0403022670025189
uc1.32106018078599,"Beaumont, Sebastian,",Heroes are hard to find / | $c: Sebastian Beaumont,1993,m,high_male,0.0402783462955382
mdp.39015063946571,"Phillpotts, Eden,",The human boy,1899,m,high_male,0.0402586848280203
uc1.$b120283,"Wheatley, Dennis,",Unholy crusade.,1967,m,high_male,0.040258541089566
mdp.39015018428543,"Collins, William Edmund Wood.",The don and the undergraduate,1899,m,high_male,0.0402572719731144
mdp.39015011915439,"Defoe, Daniel,",The Shakespeare Head edition of the novels and selected writings of Daniel Defoe.,1974,m,high_male,0.0402010050251256
uc1.b4593533,,Arab Jack,1870,u,high_male,0.0401861751145573
mdp.39015026940091,"Unsworth, Barry,",Sacred hunger / | $c: Barry Unsworth.,1992,m,high_male,0.0401715511079342
inu.32000006737318,"Reeman, Douglas.",Path of the storm / | $c: Douglas Reeman.,1966,m,high_male,0.040168851366363
uc1.$b270466,"Thompson, R. W. (Reginald William)","Argentine interlude, | the first roll of a rolling stone, | $c: by R. W. Thompson.",1931,m,high_male,0.040129318025609
uva.x030581131,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray,1878,m,high_male,0.0401015267233932
uc1.b2799231,"Tetley, William C.",Blanco y Colorado;,1921,m,high_male,0.0400953862952003
uc1.b4083133,"(Herbert George), Wells, H. G.",All aboard for Ararat | $c: [by] H.G. Wells.,1940,m,high_male,0.0400538464933574
mdp.39015000627375,"Kriesel, Henry,",The rich man.,1952,m,high_male,0.0400111156477228
wu.89099490245,Petronius Arbiter.,Petronius (Trimalchio's Banquet),1905,u,high_male,0.04
uc2.ark:/13960/t9h41nk9h,"Macaulay, Rose,",Mystery at Geneva;,1922,f,high_male,0.0399234122067309
uc1.$b803188,"Butler, William,",Man in a net,1971,m,high_male,0.0399022004889975
uc2.ark:/13960/t6b27s27p,"Lubbock, Percy,",George Calderon;,1921,m,high_male,0.0398753894080996
uc1.$b802696,,"The Sign at the white man's gate, | and other stories, | $c: by Eustace Carrington [and others]",1929,u,high_male,0.0397790055248618
mdp.39015066088157,"Okri, Ben.",The famished road / | $c: Ben Okri.,1991,m,high_male,0.0397727272727272
uc1.b4567288,"Divine, A. D. (Arthur Durham),","The wake of the raiders : | the exploits and the failure of the pocket battleships, and a consecutive account of events at sea / | $c: A.D. Divine.",1940,m,high_male,0.0397641299510458
mdp.39015032439906,"Gurnah, Abdulrazak,",Paradise / | $c: Abdulrazak Gurnah.,1994,u,high_male,0.0397371714643304
mdp.39015019807505,"La Guma, Alex.",In the fog of the season's end.,1972,m,high_male,0.0397039030955585
uc1.b4350201,"Larsen, May,",The golden cowrie : | New Caledonia: its people and places.,1961,f,high_male,0.0396825396825396
uc1.b4253908,"Tilden, William A.","Sir William Ramsay, K. C. B., F. R. S;",1918,m,high_male,0.039638294342127
mdp.39015055087343,"Harris, Christopher,",Memoirs of a Byzantine eunuch / | $c: Christopher Harris.,2002,m,high_male,0.0396321839080459
uc1.b3149801,"Margueritte, Paul,",The disaster,1898,m,high_male,0.039615094350508
uc1.b4379141,"Lang, Andrew,",The true story book,1893,m,high_male,0.0395896197948099
njp.32101067643963,"Fenn, George Manville,",Dick o' the fens,1888,m,high_male,0.0395888007970792
uc1.32106009739001,"Sander, Helke.",The three women K / | $c: Helke Sander ; translated by Helen Petzold.,1991,u,high_male,0.0395256916996047
mdp.39015068808537,"ʻOsmān, Akram,","Real men keep their word : | tales from Kabul, Afghanistan : a selection of Akram Osman's Dari short stories / | $c: translated by Arley Loewen.",2005,u,high_male,0.0395248670144089
uc2.ark:/13960/fk78s4k46s,"Hutton, Samuel King,",By Eskimo dog-sled and kayak;,1919,m,high_male,0.0394805194805194
inu.30000060951062,"Geldart, Edmund Martin,",Folk-lore of modern Greece,1884,m,high_male,0.0394082896972731
uc1.$b56451,"Cummins, Geraldine Dorothy,","When Nero was dictator, | $c: by Geraldine Cummins. Introduction by A.H.E. Lee.",1939,f,high_male,0.0393952590005854
uc1.b4948968,"Nonweiler, Barry",That other realm of freedom / | $c: Barry Nonweiler,1983,m,high_male,0.039275766016713
mdp.39015014308012,"Liversidge, Douglas,",White horizon.,1951,m,high_male,0.0392732976300813
mdp.39015061210426,"Hayles, David L.,",Cannon fodder / | $c: David L. Hayles.,2005,m,high_male,0.0392727272727272
mdp.39015000550429,"Okri, Ben.",The landscapes within / | $c: Ben Okri.,1981,m,high_male,0.0392720306513409
uc1.$b391277,"Clark, William,",Special relationship.,1968,m,high_male,0.0392496392496392
mdp.39015032979653,"MacKenna, John.",Clare : | a novel / | $c: John MacKenna.,1993,m,high_male,0.039222941720629
uc1.$b385848,"Körmendi, Ferenc,",Weekday in June : | a novel / | $c: by Ferenc Körmendi ; translated by Ferenc Gallo.,1946,u,high_male,0.0392165522360363
mdp.49015000998790,"London, Jack,","Love of life, | and other stories | $c: by Jack London. Introduction by George Orwell.",1946,m,high_male,0.0391824636430706
mdp.39015000542558,"Pemba, Tsewang Y.",Idols on the path | $c: [by] Tsewang Pemba. -,1966,u,high_male,0.0390640895218718
nyp.33433082548359,"Grimm, Albert Ludwig,",Tales from the eastern-land,1847,m,high_male,0.0389860525581807
mdp.39015037287151,"Tabucchi, Antonio,",Declares Pereira : | a true account / | $c: Antonio Tabucchi ; translated from the Italian by Patrick Creagh.,1995,m,high_male,0.0389702970297029
uc1.31822028616142,"Palmer, Robert,",Deep into blue holes : | the story of the Andros Project / | $c: Robert Palmer,1989,m,high_male,0.0389221556886227
uc2.ark:/13960/t54f1xw7g,"Blackburn, Douglas,",Prinsloo of Prinsloosdorp,1899,m,high_male,0.0386106472363464
uc1.$b787408,"Lambert, Stephen Henry.",Portrait of Gideon Power.,1944,m,high_male,0.0385570861792149
uiuo.ark:/13960/t9r21jt0j,"Reid, Mayne,",The white chief,1855,m,high_male,0.0385030409799297
wu.89097670525,"Fitzsimons, F. W. (Frederick William),",The monkeyfolk of South Africa / | $c: by F.W. Fitzsimons ...; with 64 illustrations.,1924,m,high_male,0.0384615384615384
mdp.39015040037064,,The star : | & other Korean short stories / | $c: translated from the Korean by Agnita Tennant,1996,u,high_male,0.0384615384615384
mdp.39015049863890,"Katiyo, Wilson.",A son of the soil / | $c: Wilson Katiyo.,1976,m,high_male,0.0384307445956765
njp.32101064911975,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,high_male,0.0384028821566632
uc2.ark:/13960/t9h41p10d,"Knowles, Joseph,",Alone in the wilderness,1914,m,high_male,0.0383911845730027
uc2.ark:/13960/t02z1515c,"Greening, Arthur.",The better yarn,1919,m,high_male,0.0383700799021778
uc1.b5015727,"White, Jon Manchip,","The garden game, | $c: by Jon Manchip White.",1973,m,high_male,0.0383480825958702
uc1.31822022095780,"Mathews, Basil,",The ships of peace. | $c: Rev. and edited by Joyce Reason,1947,m,high_male,0.0382653061224489
