htid,author,title,year,authgender,female_category,urban_metric_global
nyp.33433074850755,"Harraden, Beatrice,",An idyll of London,1899,f,high_female,7.685775206610817
mdp.39015064789327,"Ayers, Jane.",Bradford old and new / | $c: [compiled by] Jane & John Ayers.,1976,f,high_male,6.393985914205676
inu.30000042624605,"Mullen, Michael.",The midnight country / | $c: Michael Mullen.,1995,m,mixed,5.781970216262076
inu.39000003654576,"Barber, Noel,",A handful of ashes; | a personal testament of the battle of Budapest.,1957,m,,5.656422972839285
wu.89044543270,"Rimmer, Dave.",Once upon a time in the East / | $c: Dave Rimmer.,1992,m,high_male,5.6499838543157095
uc1.32106018775459,"Platonov, Andreĭ","Happy Moscow / | $c: Andrey Platonov ; translated from the Russian by Robert and Elizabeth Chandler with Angela Livingstone, Nadya Bourova and Eric Naiman ; with an introduction by Eric Naiman",2001,u,,5.524228149612041
uc1.32106015901462,"Carey, Edward,",Alva & Irva / | $c: Edward Carey,2003,m,mixed,5.465304099086388
uc1.$b102383,"King-Hall, Stephen, Sir,","Men of destiny : | or, The moment of no return / | $c: Stephen King- Hall.",1960,m,,5.385107662602885
mdp.39015084107138,"Mills, Magnus.",The maintenance of headway / | $c: Magnus Mills.,2009,m,high_male,5.316584410864942
coo.31924003623588,"Crowder, Dorothy Elizabeth.",The flying nation. | $c: Illustrated by Helen Haywood.,1952,f,high_female,5.261050768387281
mdp.39015029213868,"Modiano, Patrick,",Honeymoon / | $c: Patrick Modiano ; translated from the French by Barbara Wright.,1992,m,high_female,5.221545813013758
uc1.32106012238371,"Stangerup, Henrik",Snake in the heart : | a novel / | $c: Henrik Stangerup ; translated from the Danish by Anne Born,1996,u,mixed,5.161211462074306
uc2.ark:/13960/t87h1gb9b,Officer's wife.,Experiences of an officer's wife in Ireland,1921,u,high_male,5.079913920614404
pst.000032008142,"Brook, Peter.",Peter Brook.,1994,m,high_male,5.049423643845213
mdp.39015069768946,"Ėrenburg, Ilʹi͡a,",A soviet writer looks at Vienna / | $c: Ilya Ehrenburg ; translated by Ivor Montagu.,1934,u,high_male,4.995857219366852
uiuo.ark:/13960/t8sb4qd43,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,4.9835320986781975
uc2.ark:/13960/t3125v37k,"Grant, Marjorie.",Verdun days in Paris,1918,f,,4.9708590024903865
uc2.ark:/13960/t6ww79d07,"Makino, Yoshio,",A Japanese artist in London,1910,m,,4.948859096131121
uiuo.ark:/13960/t04x5xf7m,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,4.921666888851277
uc1.b4311947,"Berry, Bernard.",A lost Roman road: | a reconnaissance in the West Country.,1963,m,high_male,4.883742543573217
uc1.b4401592,"Breakwell, Ian.","Ian Breakwell's diary, 1964-1985",1986,m,,4.8232957840248485
nyp.33433067352884,"Watson, E. H. Lacon",A conversational tour in America,1914,u,,4.801768852711838
uc1.$b193205,"Morris, Ira J.",My East was gorgeous,1958,m,,4.739063993614943
mdp.39015056812483,"Keyes, John.",The importance of being Micheál / | $c: John Keyes.,2002,m,,4.688831955556379
mdp.39015058515126,"Raphael, John N.",Pictures of Paris & some Parisians,1908,m,mixed,4.53632436903181
mdp.39015062110344,"Follett, Ken.",On wings of eagles / | $c: by Ken Follett.,1983,m,high_male,4.523875235838712
uc1.$b435114,"Vinogradov, Anatoliĭ,","The condemnation of Paganini,",1946,u,,4.520238750290031
mdp.39015032138300,"Nayman, Michele.",Jetlag : | a novel / | $c: Michèle Nayman.,1994,f,,4.499844394605848
uiuo.ark:/13960/t8gf1fc8c,"Sedley, Charles,",A winter in Dublin,1808,m,high_female,4.4399543469996665
mdp.39015032226394,"Gee, Sue.",Letters from Prague / | $c: Sue Gee.,1994,f,high_female,4.327247618755828
uc1.32106017112365,"James, Richard",Red / | $c: Richard James,2002,m,high_male,4.312651470929901
mdp.39015027338147,"Kuncewiczowa, Maria Szczepańska,","The keys; | a journey through Europe at war, translated from the Polish.",1945,f,,4.307153103541051
uiuo.ark:/13960/t84j0w803,"Gore,","Greville, or, A Season in Paris",1841,f,,4.281262921305998
mdp.39015010944059,"Barea, Arturo,",The clash. | $c: Translated from the Spanish by Ilsa Barea.,1946,u,high_male,4.249439226519456
wu.89073622094,"Budd, Jackson.",Around France in an 8 h p car.,1950,m,,4.2032491704886725
uc1.b3782596,"Duncan, Dorothy.",Portrait of Jan.,1948,f,,4.1852934429391
uc2.ark:/13960/t3gx46g5z,"Morison, Margaret Cotter.",A lonely summer in Kashmir,1904,u,high_male,4.160619467199144
mdp.39015008631205,"Ballard, J. G.,",Hello America / | $c: J.G. Ballard.,1981,m,high_male,4.133960313387581
uc1.32106019093969,"Stanley, Oliver",Hotel Victoire / | $c: Oliver Stanley,2007,m,,4.1087701646220705
uc1.$b86445,"Elvin, Harold,",A cockney in Moscow.,1958,m,high_male,4.107573051286273
uiuo.ark:/13960/t13n2sh8d,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,4.095392443434724
inu.30000100855364,"Plivier, Theodor,",Berlin | $c: [by] Theodor Plievier; [translated from the German by Louis Hagen],1969,m,high_male,4.022825037207345
mdp.39015027339442,"Garby-Czerniawski, Roman.",The big network.,1961,m,,3.982883495849042
uc1.b3750429,"Butor, Michel.",Second thoughts. | $c: Translated from the French by Jean Stewart.,1958,m,high_female,3.982292140733019
uc2.ark:/13960/t89g5js2d,"Mack, Louise,",A woman's experiences in the great war,1915,f,,3.9344894520024685
pst.000049849950,,The Time Out book of Paris short stories / | $c: edited by Nicholas Royle.,1999,u,,3.8938115509929294
mdp.39015016975818,"Endō, Shūsaku,",Foreign studies / | $c: Shusaku Endo ; translated from the Japanese by Mark Williams.,1989,m,high_male,3.8731837141582766
mdp.39015058467526,"Marotta, Giuseppe,",Return to Naples. | $c: Translated from the Italian by Frances Frenaye. With illustrations by Laboccetta.,1951,u,,3.867121239721575
mdp.39015027548745,"Lukash, Ivan,",The flames of Moscow. | $c: by Ivan Lukash; translated from the Russian by Natalie Duddington.,1930,m,high_male,3.8309345199639826
uc1.$b783870,"Greenwall, Harry J. (Harry James),",Such is life / | $c: Harry J. Greenwall.,1948,m,mixed,3.825810803883816
mdp.39015079360940,"Derbyshire, Ron.",The dormant register / | $c: Ron Derbyshire.,2009,m,,3.8251029715816776
uc1.$b322835,"Blair, Andrew James Fraser,","1957, | $c: by Hamish Blair.",1930,m,high_male,3.7977523354316713
wu.89087922050,"Barsley, Michael.",Alice in wunderground and other blits and pieces / | $c: by Michael Barsley ; illustrated by the author.,1940,m,high_female,3.794171498394518
mdp.39015009367114,"Anderson, Sherwood,",Windy McPherson's son | $c: [by] Sherwood Anderson.,1923,m,high_male,3.783627759474057
mdp.39015015527248,"Ashford, Kent.",The Singalong tribe / | $c: Kent Ashford.,1986,m,,3.7756848160105347
mdp.39015022430345,"Birabongse Bhanudej, Prince,","Blue wings to Bangkok, | $c: by H.H. Prince Birabongse (B. Bira)",1954,m,high_male,3.7657481166994127
mdp.39015068635419,"Pitcairn, Frank.",Reporter in Spain / | $c: Frank Pitcairn ; with introd. by Ralph Bates.,1936,m,high_male,3.7611353950059394
uiuo.ark:/13960/t7pn9qw7m,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,3.727076768894767
mdp.39015048917853,"Ali, Tariq.",Fear of mirrors / | $c: Tariq Ali.,1998,u,,3.724769277577847
mdp.39015022004801,"Buchan, James.",Slide / | $c: James Buchan.,1991,m,high_female,3.7247276289684645
mdp.39015010344334,"Hanley, Clifford.",Dancing in the streets / | $c: Clifford Hanley.,1983,m,mixed,3.7195267959001503
mdp.39015002699091,"Williams, Gordon M.,","Walk, don't walk / | $c: Gordon Williams.",1972,m,high_male,3.694183366229483
uc1.b4692439,"Vince, Charles,",Wayfarers in Arcady,1921,m,high_male,3.6773121698987903
mdp.39015073496062,"Neukrantz, Klaus,",Barricades in Berlin / | $c: Klaus Neukrantz.,1932,u,,3.6418974624217224
mdp.39015014681624,"Johnson, Uwe,",An absence; | $c: translated from the German by Richard and Clara Winston.,1969,u,high_male,3.632011181297242
mdp.39015018955651,"Farson, Negley,",Bomber's moon / | $c: Negley Farson ; with 48 illustrations by Tom Purvis.,1970,u,high_female,3.6139385735519065
mdp.39015060112565,"Haylock, John.",Loose connections / | $c: by John Haylock.,2003,m,mixed,3.600919211549281
uiuo.ark:/13960/t00z7t18b,"Oliphant,",A house in Bloomsbury,1894,f,high_female,3.56714198831072
wu.89099400848,"Klimov, Grigoriĭ Petrovich.","The terror machine; | the inside story of the Soviet administration in Germany, | $c: by Gregory Klimov.  Translated from the German by H. C. Stevens.  Introduced by Edward Crankshaw and Ernst Reuter.",1953,u,,3.5595616075663123
mdp.39015018913122,"Culverwell, David.",Days of yellow / | $c: David Culverwell.,1987,m,,3.5573262709299103
mdp.39015056498143,"Youngblood, Shay.",Black girl in Paris / | $c: Shay Youngblood.,2000,f,mixed,3.5438360490235175
mdp.39015050488306,"Faulks, Sebastian.",On green dolphin street / | $c: Sebastian Faulks.,2001,m,,3.54269417550921
mdp.39015032814553,"Moyano, Daniel.",The devil's trill / | $c: Daniel Moyano ; translated by Giovanni Pontiero.,1988,m,high_male,3.5235202736956484
mdp.39015030747276,"Henrey, Robert, Mrs.,",An exile in Soho.,1952,f,high_female,3.5044187349704297
uc2.ark:/13960/t2b854q62,"Nicholson, John Gambril,",In Carrington's duty-week,1910,m,high_male,3.501227573718115
uc2.ark:/13960/t4qj78t14,"Thayer, John Adams,",Getting on;,1911,m,high_male,3.4920234091943163
uc1.b4948960,"Moore, Brian,",The temptation of Eileen Hughes / | $c: Brian Moore.,1981,m,high_female,3.4888896449698024
mdp.39015066080386,"Littlewood, Joan.",Joan's book : | Joan Littlewood's peculiar history as she tells it.,1994,f,,3.4809442269954896
mdp.39015050697781,"Bracewell, Michael,",Perfect tense / | $c: Michael Bracewell.,2001,m,,3.4683016600764622
mdp.39015037403378,"Bryher,",West.,1925,u,high_female,3.4668432232933544
uc1.$b528548,"Lyall, Archibald,",Russian roundabout : | a non-political pilgrimage / | $c: by Archibald Lyall.,1933,m,mixed,3.4562400558151287
mdp.39015002235896,"O'Faoláin, Seán,",And again : | a novel / | $c: by Seán O'Faoláin.,1979,m,,3.4533815318199026
uc2.ark:/13960/t2p55g671,"Lytton, Edward Bulwer Lytton,",Rienzi,1835,m,,3.4479795611351842
mdp.39015003929836,"Gibbs, Philip,",Cities of refuge ...,1936,m,mixed,3.4458558297635076
mdp.39015017721922,"De Rosa, Peter,",Rebels : | the Irish rising of 1916 / | $c: Peter De Rosa.,1990,m,high_male,3.441053227398466
mdp.39015011346924,"Kubly, Herbert.",Easter in Sicily.,1956,m,mixed,3.4390288256140837
coo.31924013604990,"Deeping, Warwick,",The lame Englishman.,1928,m,high_male,3.4298135771866143
uiuo.ark:/13960/t3805gj3d,"Gore,",The diary of a désennuyée,1836,f,,3.362684251265793
uc2.ark:/13960/t8jd4zv1w,"Martin, Frederick Townsend,",Things I remember,1913,m,,3.346691943500431
uc1.b4358582,"Hindus, Maurice Gerschon,",We shall live again,1939,m,high_male,3.344488932879485
mdp.39015061187673,"Zhou, Weihui,",Marrying Buddha / | $c: Wei Hui.,2005,u,,3.3353377872645007
njp.32101072790544,"C.,","A winter in Paris; or, Memoirs of Madame de C****",1811,u,,3.33095007211117
mdp.39015002758228,"Viscount Samuel, Samuel, Edwin,",A coat of many colors.,1960,m,,3.322440799444922
mdp.39015001143810,"Schirach, Henriette von,",The price of glory. | $c: Translated and adapted by Willi Frischauer.,1960,f,,3.314076509457695
mdp.39015038922673,"Williams, Allan.",The man who gave the Beatles away / | $c: Allan Williams and William Marshall.,1975,m,high_male,3.307442965382449
mdp.39015063642733,"Sansom, William,","South : | aspects and images from Corsica, Italy and southern France.",1948,m,high_male,3.3040618523541023
inu.32000009470826,"De Polnay, Peter,",Death and to-morrow.,1942,m,,3.278582885901774
wu.89002047405,"Leasor, James.","Boarding party / | $c: James Leasor ; with a foreword by Admiral of the Fleet, the Earl Mountbatten of Burma.",1978,m,high_male,3.275521645765616
uc1.b3929709,"Sansom, William,","South : | aspects and images from Corsica, Italy and southern France.",1948,m,high_male,3.268754507079683
uiuo.ark:/13960/t22b9d63x,"Gore,",The ambassador's wife,1842,f,high_female,3.264065505963139
uc1.b3553822,"Corry, John,",The history of Henry Thomson,1803,m,high_male,3.2615340543212272
mdp.39015068635559,"(Cecil Ernest Lucas), Phillips, C. E. Lucas",The Spanish pimpernel.,1960,m,high_male,3.254229929380454
mdp.39015053140938,"Campbell, Naomi.",Swan / | $c: Naomi Campbell.,1994,f,high_female,3.2527945271460297
inu.39000003288250,"Ekwensi, Cyprian.",Samankwe and the highway robbers / | $c: Cyprian Ekwensi.,1975,m,high_male,3.2523481745491125
mdp.39015025198402,"(Christian Karlson), Stead, C. K.",Sister Hollywood / | $c: C.K. Stead.,1991,u,high_female,3.243897070692201
uc1.32106011414197,"Simenon, Georges,",Madame Maigret's friend / | $c: Georges Simenon ; translated from the French by Helen Sebba,1967,m,high_male,3.2336676901494776
njp.32101068551595,"Hugo, Victor,",History of a crime,1877,m,high_male,3.231003103838945
nyp.33433040405569,"Balzac, Honoré de,",A distinguished provincial at Paris=,1897,f,high_male,3.2279586186606863
uc2.ark:/13960/t7rn32t76,"Pawlowska, Yoï.",A year of strangers,1911,u,high_female,3.2234070829514643
uc1.$b114284,"Young, Miriam,","Mother wore tights | $c: [by] Miriam Young, illustrated by Howard Williamson.",1944,f,high_female,3.214637492875763
mdp.39015030854338,"Baring, Maurice,",Passing by,1921,m,high_female,3.2085816049384706
mdp.39015057600408,"McEwen, Todd.",Who sleeps with Katz? / | $c: Todd McEwen.,2003,m,high_male,3.1918102181177233
mdp.39015058097034,"Tirumurti, T. S.,",Clive Avenue / | $c: T.S. Tirumurti.,2002,u,,3.1808393469315357
mdp.39015019151714,"Steffens, Lincoln,",The autobiography of Lincoln Steffens ...,1931,m,high_male,3.170999682750854
mdp.39015017751713,"Taylor, Alistair.",Yesterday : | the Beatles remembered / | $c: Alistair Taylor with Martin Roberts.,1988,u,high_male,3.1661534208572455
njp.32101067301109,"Hamilton, Cosmo,",The infinite capacity,1910,m,,3.1607724322578394
uc1.31822010874279,"Harsányi, Zsolt,",Hungarian melody; | $c: translated  from the Hungarian by Lynton Hudson,1936,u,,3.1552587531439187
mdp.39015001068413,"Walker, David Esdaile,",Operation Amsterdam.,1980,m,,3.136440478860426
uc1.b4937384,,The water house / | $c: Antonio Olinto ; translated by Dorothy Heapy.,1982,u,high_female,3.1351596145968705
uc1.b3548418,"Birrell, Francis,",A letter from a black sheep | $c: [by] Francis Birrell.,1932,m,,3.130509261357438
wu.89015218159,"Gore, Stuart,","Australians, go home!",1958,m,high_male,3.1189163525762074
uiuo.ark:/13960/t5w66tq0x,"Eaton, Charlotte A.",Vittoria Colonna,1827,f,high_male,3.105486601461994
mdp.39015005498665,"Cooper, William,",Scenes from provincial life | $c: [by] William cooper [pseud.],1961,m,high_male,3.092174723916973
mdp.39015001159428,"Burrowes, John.",Frontline report : | a journalist's notebook / | $c: John Burrowes.,1984,m,high_male,3.091714962811694
mdp.39015047753259,"Kirst, Hans Hellmut,","No one will escape, | a novel;",1959,m,,3.0837762213929487
mdp.39015015528881,"Berberova, Nina Nikolaevna.",The revolt / | $c: Nina Berberova ; translated from the Russian by Marian Schwartz.,1989,f,,3.0702766745678227
uc1.$b285039,"Farrell, James T. (James Thomas),",The girls at the Sphinx.,1959,m,mixed,3.0682280331882414
mdp.39015000626385,"Koning, Hans.",I know what I'm doing.,1966,m,high_female,3.0635534116163816
mdp.39015045695635,"King, John,",England away / | $c: John King.,1998,m,high_male,3.0443530425197403
njp.32101073695114,"Kennedy, Bart,",The German danger,1914,m,high_male,3.0397789534716324
uc1.b4362247,"Anderman, Janusz,",The edge of the world / | $c: by Janusz Anderman ; preface by Jerzy Pilch ; translated by Nina Taylor.,1988,u,high_male,3.0383804391360405
inu.30000100685415,"Daeninckx, Didier,",Murder in memoriam / | $c: Didier Daeninckx ; translated by Liz Heron.,2005,m,mixed,3.028311728553022
uc1.32106007797985,"Allbeury, Ted.",The secret whispers / | $c: Ted Allbeury.,1983,m,high_male,3.012509858485192
mdp.39015055109303,"Stuart, Francis,","Black list, section H / | $c: Francis Stuart.",1971,m,mixed,3.0085026265419232
uiuo.ark:/13960/t1fj33j1n,"Oliphant,",A house in Bloomsbury,1894,f,high_female,3.0067446546934056
mdp.39015000545247,"Perrin, Robert,",Jewels / | $c: Robert Perrin.,1977,m,high_male,3.004507850171302
inu.32000002424788,"Lowther, Anthony William George.","The Roman theatre at Verulamium (St. Albans), | a reconstruction, | $c: by Anthony W. G. Lowther.",1935,m,high_male,3.003403283091952
wu.89100103373,"La Barre, Georges.",Captive of the kaiser in Belgium (with the fall of Namur),1914,u,high_male,2.9954310282214407
wu.89100064526,"Ellison, Wallace.",Escaped! adventures in German captivity,1918,m,,2.989780163423384
uiug.30112052905566,"Richards, Grant,",Caviare / | $c: by Grant Richards.,1912,m,high_male,2.976395942137233
mdp.39015013095552,"Eagleton, Terry,",Saints and scholars / | $c: Terry Eagleton.,1987,m,high_male,2.976006673358865
umn.31951000890449t,"Jones, Elizabeth Orton,","Ragman of Paris and his ragamuffins, | $c: told and illustrated by Elizabeth Orton Jones.",1937,f,,2.9720083860608364
mdp.39015032814538,"Higgins, Aidan,",Lions of the Grunewald / | $c: Aidan Higgins.,1993,m,,2.963515009286876
uc1.32106007059766,"Deighton, Len,",Mexico set / | $c: Len Deighton.,1984,m,,2.9569911010923087
mdp.39015012334887,"Miller, Joaquin,",The one fair woman,1876,m,,2.9545607589305334
mdp.39015051353905,"Bracewell, Michael,",The Crypto-Amnesia Club / | $c: Michael Bracewell.,1988,m,high_female,2.942655030576702
mdp.39015031305603,"Straus, Dorothea.",Showcases.,1975,f,,2.9191648454343957
mdp.39015027234049,"McHugh, Roger Joseph.",Dublin 1916 : | an illustrated anthology / | $c: edited by Roger McHugh.,1976,m,high_male,2.9141030149670195
mdp.39015050246027,"Teran, Iseult,",Dolce vita : | a novel / | $c: Iseult Teran.,1999,u,mixed,2.9100700075157095
mdp.39015005709608,"McHugh, Roger Joseph.",Dublin 1916; | $c: edited by Roger McHugh.,1966,m,,2.9077305887753235
mdp.39015037260877,"Price, David,",Alphabet city : | a novel / | $c: by David Price.,1984,m,high_male,2.9034994404674235
uc1.$b119734,"Coulter, Stephen,",A stranger called the blues.,1968,m,high_male,2.8900070198242194
mdp.39015067689664,"Guo, Xiaolu,",A concise Chinese-English dictionary for lovers / | $c: Xiaolu Guo.,2007,u,,2.888354300318573
mdp.39015029925651,"Tabucchi, Antonio,",Indian nocturne / | $c: Antonio Tabucchi ; translated from the Italian by Tim Parks.,1988,m,,2.8750790771581802
mdp.39015028918616,"Guibert, Hervé.",The man in the red hat / | $c: Hervé Guibert ; translated by James Kirkup.,1993,u,,2.875061313653151
umn.31951002108018v,"Waugh, Alec,",So lovers dream.,1973,m,mixed,2.873487171740128
uc1.b3632621,"Foster, Harry L.",The adventures of a tropical tramp,1922,m,high_male,2.870151298415519
umn.319510020680239,"Rowdon, Maurice.",Perimeter West.,1956,m,,2.8695450820382344
uc1.32106018341088,"Prinz, Martin,",On the run / | $c: Martin Prinz ; translated by Mike Mitchell,2005,m,high_male,2.856675375870644
uc2.ark:/13960/t27943x5w,"Enfield, D. E.",A lady of the salons;,1922,u,high_female,2.855212854256493
njp.32101074257377,"Graham, Stephen,",A vagabond in the Caucasus,1915,m,mixed,2.84398037254643
mdp.39015016415252,"Henrey, Robert, Mrs.,",Paloma.,1957,f,high_female,2.8384305857366927
mdp.39015018932486,"Tindall, Gillian.",Journey of a lifetime : | and other stories / | $c: Gillian Tindall.,1990,f,,2.8367446621376997
uiuo.ark:/13960/t6rx9ws21,"Simpson, J. Palgrave","The lily of Paris, or, The king's nurse",1849,m,,2.8322778052659543
uc1.32106011414114,"Simenon, Georges,",Maigret and the lazy burglar; | $c: translated from the French by Daphne Woodward,1966,m,,2.8259777010477896
uc1.$b389725,"Langley, Noel,",The loner.,1967,m,mixed,2.824504132228277
nyp.33433082397815,"Sherard, Robert Harborough,","Oscar Wilde, the story of an unhappy friendship",1902,m,high_male,2.823637430515986
uc1.$b295058,"Hobart, Alice Tisdale,","Within the walls of Nanking, | $c: by Alice Tisdale Hobart; proem by Florence Ayscough.",1928,f,high_male,2.8210680182151244
mdp.39015011028365,"Zagórski, Wacław.","Seventy days, | $c: by W. Zagórski (""Lech"") Translated by John Welsh.",1957,u,,2.81389672196016
njp.32101068179116,"Harris, Edwin.",Richard Watts,1903,u,,2.8094865217985485
uc2.ark:/13960/t5w66b96n,,Red Riding Hood,1871,m,high_male,2.8004362738611657
wu.89095837944,"McMillan, Richard.","Miracle before Berlin, | $c: by Richard McMillan.",1946,m,high_male,2.8000107309837774
uc2.ark:/13960/t3125st0s,"Harris, Edwin.",William d'Albini,1901,u,high_male,2.7976579533073114
mdp.39015016424627,"Henrey, Robert, Mrs.,",Madeleine grown up.,1953,f,mixed,2.7909554625210937
uiuo.ark:/13960/t7hq4mf5t,"Young, Mary Julia.","Right and wrong; or, The kinsmen of Naples",1803,f,high_male,2.7875262947261157
inu.30000132128434,"Werner, Bruno E. (Bruno Erich),",The slave ship.,1953,m,,2.786807159622286
uc2.ark:/13960/t1gh9f65g,"Littlefair, Mary.",An English girl's adventures in hostile Germany,1915,f,mixed,2.7732056884667933
wu.89092582881,"Bibesco, Marthe,",Prince imperial / | $c: Princess Marthe Bibesco ; translated by Roland Grant.,1949,u,,2.77062896554905
mdp.39015061750611,"Clarke, Lindsay.",The war at Troy / | $c: Lindsay Clarke.,2004,u,,2.7659516225792786
uc1.$b176818,"Zangrandi, Ruggero.",A train to the Brenner (La tradotta del Brennero). | $c: Translated from the Italian by Roger Wolcott-Behnke.,1963,u,high_male,2.762700400140524
mdp.39015054181956,"Williamson, Graeme.",Strange faith / | $c: Graeme Williamson.,2001,m,,2.7592667049022293
uc1.$b453987,"Soldati, Mario,",The Capri letters; | $c: translated by Archibald Colquhoun.,1955,m,,2.758715330874502
wu.89099799983,"Fineman, Irving,","Lovers must learn,/ | $c: by Irving Fineman.",1932,m,,2.753642281637008
uc1.$b313869,"Matters, Leonard.","The mystery of Jack the Ripper; | the world's greatest crime problem, | $c: by Leonard Matters; with 10 illustrations and 5 diagrams.",1929,m,,2.752867213203083
mdp.39015064983177,"Johnston, Fred,",The neon rose / | $c: Fred Johnston.,2007,m,,2.7507517664084773
mdp.39015022268208,,"A New book of Dubliners : | short stories of modern Dublin / | $c: edited by Ben Forkner, with a preface by Benedict Kiely.",1989,u,,2.7479157355194497
inu.39000001367619,"Okpi, Kalu,",Coup! / | $c: Kalu Okpi.,1982,u,high_male,2.7478793142912794
mdp.39015019638587,"Perec, Georges,",Things : | a story of the Sixties / | $c: translated from the French by David Bellos ; A man asleep / translated from the French by Andrew Leak.,1990,m,,2.746296730162609
inu.30000026041230,"Hodson, Peregrine.",A circle round the sun : | a foreigner in Japan / | $c: Peregrine Hodson.,1992,u,mixed,2.744727112587255
uc1.b3811083,"Bennett, Arnold,",The regent : | a five towns story of adventure in London.,1929,m,high_male,2.7391091529656086
mdp.39015019996431,"Pullinger, Kate.",When the monster dies / | $c: Kate Pullinger.,1989,f,high_female,2.737597467219019
mdp.39015005201168,"Calvino, Italo.","Marcovaldo, or, The seasons in the city / | $c: Italo Calvino ; translated from the Italian by William Weaver.",1983,m,,2.7373467001602774
mdp.39015029173054,"Theroux, Paul.",Travelling the world : | the illustrated travels of Paul Theroux / | $c: picture editor Jenny de Gex.,1990,m,,2.734936784063482
uc1.b3328718,"Matz, Bertram Waldron,","The inns & taverns of ""Pickwick""",1922,m,high_male,2.734348391953789
mdp.39015027913014,"Kuncewiczowa, Maria Szczepańska,","Polish millstones, | $c: by Maria Kuncewiczowa; translated by Stephen Garry. The cover designed by Janina Konarska.",1942,f,high_female,2.733892784702265
inu.30000068200595,"Gee, Sue.",Spring will be ours / | $c: Sue Gee.,1995,f,,2.7319833160704805
mdp.39015032919287,"Lingard, Joan.",After Colette / | $c: Joan Lingard.,1993,f,high_female,2.720318509500091
uc1.$b289587,"Körmendi, Ferenc,",Escape to life. | $c: Translated from the Hungarian by E.I. Holt and M.L. Elting.,1933,u,mixed,2.7122481222954122
uc1.32106010866546,"Ballard, J. G.,",The kindness of women / | $c: J.G. Ballard.,1991,m,,2.7101645464301187
mdp.39015024573860,"Körmendi, Ferenc,",Escape to life / | $c: by Ferenc Körmendi ; [translated from the Hungarian by E. I. Holt and M. L. Elting],1933,u,,2.7083298512418605
uc1.$b56595,"Galbraith, Winifred.",Men against the sky / | $c: by Winifred Galbraith.,1940,f,,2.704020705265142
uc2.ark:/13960/t5h991x77,"Little, Frances Delanoy.",Sketches in Poland,1914,f,high_female,2.6951204263944044
uc2.ark:/13960/t80k2b87q,"Garstin, Crosbie,",The coasts of romance,1922,u,high_male,2.6929168850373273
mdp.39015077129032,"Fache, Abdulaziz Anako.",The preordained / | $c: Abdulaziz Anako Fache.,2008,u,,2.6914787651560452
uc1.$b120264,"Bradley, Marjorie D.",The long walkabout | $c: [by] Marjorie D. Bradley.,1968,f,,2.685585401644304
mdp.39015046880368,"Singh, Ajay,","Give 'em hell, Hari / | $c: Ajay Singh.",1998,u,high_male,2.683221318173727
uiuo.ark:/13960/t7hq4g15s,"McCarthy, Justin H.",A London legend,1895,m,,2.677861768865285
mdp.39015025221246,"Crace, Jim.",Arcadia / | $c: Jim Crace.,1992,m,,2.6771058747912173
uc2.ark:/13960/t74t6jf5c,"Murray, John Wilson,",Memoirs of a great detective,1904,m,high_male,2.676945017927022
mdp.39015073390778,"Mannin, Ethel,",Red Rose : | a novel based on the life of Emma Goldman ('Red Emma') / | $c: Ethel Mannin.,1941,f,,2.6767345640156934
mdp.39015060860080,"Archibald, Malcolm.",Whales for the wizard / | $c: Malcolm Archibald.,2005,m,high_male,2.674075502212916
mdp.39015030130374,"Sharp, William,",Life of Heinrich Heine,1888,m,high_male,2.6736523714149314
uc1.b3438232,"Schneider, Rolf,",November : | a novel / | $c: by Rolf Schneider ; translated from the German by Michael Bullock,1981,m,,2.673030264903335
wu.89100006006,"Aldor, Francis.","Germany's ""death space"" : | the Polish tragedy.",1940,m,high_male,2.6702505650706154
uiuo.ark:/13960/t9x06bv3q,"Ainsworth, William Harrison,",The Spanish match,1865,m,high_male,2.670198822746975
mdp.39015016869177,"Cieza de León, Pedro de,",The war of Chupas,1918,m,high_male,2.6685898450231536
mdp.39015055183043,,Glasgow kiss : | a collection of the best short stories from Glasgow's writing groups.,2001,u,,2.667075898857936
uc1.31822035047430,"Bilbo, Jack,",I can't escape adventure | $c: [by] Jack Bilbo [pseud.],1937,m,high_male,2.6637771553570957
uc2.ark:/13960/t3610z158,"Courlander, Alphonse,",Mightier than the sword,1912,m,,2.6636016500857207
uc1.32106005043234,"Allbeury, Ted.",Consequence of fear / | $c: Ted Allbeury.,1979,m,high_male,2.6634216308325165
uc2.ark:/13960/t2891453n,"Lancaster, Percival.",Chaloner of the Bengal Cavalry,1915,m,high_male,2.661923273465269
wu.89013740311,"Sims, George R.,",Behind the veil,1913,m,,2.659725061098072
uc1.b4101372,"Willis, Nathaniel Parker,",Loiterings of travel,1840,m,mixed,2.6591835873511043
mdp.39015066580484,"Murciaux, Christian,","The unforsaken, | a novel. | $c: Translated from the French by Peter Wiles.",1963,m,high_male,2.654919123473852
uc1.32106018079886,"Sinclair, Iain,","Dining on stones, or, The middle ground / | $c: Iain Sinclair",2005,m,,2.651436867846988
mdp.39015080879938,"Stock, Jon.",Dead spy running / | $c: Jon Stock.,2009,m,,2.645802150197099
