htid,author,title,year,authgender,female_category,urban_metric_global
mdp.39015000632169,"Lawrence, D. H. (David Herbert),","The white peacock, | $c: by D. H. Lawrence.",1924,m,high_female,-0.6001881208738576
uiuo.ark:/13960/t7xk9038k,"Wingfield, Lewis,",Barbara Philpot,1885,m,mixed,-0.6002553305950964
inu.32000000671380,"Strickland, Agnes,",Tales and stories from history,1846,f,,-0.6003294826739152
mdp.39015016880570,"Amis, Kingsley.",Dear Illusion.,1972,m,,-0.6005515378807627
njp.32101063690471,"Fielding, Henry,",The works of Henry Fielding,1893,m,,-0.600596244400238
njp.32101073371955,"Corp, Harriet.","Tales characteristic, descriptive, and allegorical",1829,f,mixed,-0.6006069339379415
uc2.ark:/13960/t18k76d1d,"Cable, Boyd.",By blow and kiss,1914,m,,-0.6006124692072895
nyp.33433074969241,"Dickens, Charles,",Our mutual friend,1865,m,,-0.600638124694048
uiuo.ark:/13960/t1jh46p9h,"Russell, William Clark,",The emigrant ship,1893,m,,-0.6006714487725644
uc2.ark:/13960/t3vt1jm0q,"Baillie, W. W.,",Days and nights of shikar,1921,f,,-0.6006738619405584
uiuo.ark:/13960/t9s187v3b,"Besant, Walter,",The world went very well then,1887,m,high_male,-0.6006899237547427
njp.32101067630234,"Boyle, Frederick,",A good hater,1885,m,mixed,-0.6008793265874615
uc2.ark:/13960/t5v69fb7n,"Smart, Hawley,",A false start,1887,m,,-0.6010218334391844
yul.11877203_000_00,"Goudge, Elizabeth,",The herb of grace | $c: by Elizabeth Goudge.,1948,f,high_female,-0.601057088427437
yul.11877203_000_00,"Goudge, Elizabeth,",The herb of grace | $c: by Elizabeth Goudge.,1948,f,high_female,-0.601057088427437
uiuo.ark:/13960/t9s18m172,"Riddell, J. H.,",Phemie Keller,1866,f,,-0.60106922658795
mdp.39015031234621,"Hartley, L. P. (Leslie Poles),","Mrs. Carteret receives, | and other stories | $c: [by] L.P. Hartley.",1971,m,mixed,-0.6012008883705791
uiuo.ark:/13960/t20c5kz2k,"Stanhope, Louisa Sidney.",The confessional of Valombre,1812,f,mixed,-0.6013520390342509
uc2.ark:/13960/t04x54s82,"Stockton, Frank Richard,",A borrowed month,1887,m,,-0.6013738979854653
uc1.b3739038,"Gray, Stephen,",Caltrop's desire / | $c: Stephen Gray.,1980,m,,-0.6014121085958739
uiuo.ark:/13960/t88g97x16,"Scott, Walter,","Anne of Geierstein, or, The maiden of the mist",1829,m,,-0.6014731247883424
uiuo.ark:/13960/t0dv1wh9b,"Davies, Edward William,",Frank Raleigh of Watercombe,1877,m,high_male,-0.6015321698556346
nyp.33433074918818,"Adams, Francis William Lauderdale,",John Webb's end,1891,m,,-0.6015376047446472
nyp.33433082120555,"Louvet de Couvray, Jean-Baptiste,",The amours of the Chevalier de Faublas,1898,m,,-0.6017172112174488
hvd.hwad9z,"Scott, Walter,",The Waverley novels,1829,m,,-0.6017173662218207
mdp.39015003470831,"Painter, William,",The palace of pleasure;,1890,f,,-0.6017433159162583
wu.89043756048,"Joyce, Henry Stanley,",A countryman's notebook.,1947,m,high_male,-0.6018908429535855
mdp.39015016951207,"Dickinson, Peter,",Skeleton-in-waiting / | $c: Peter Dickinson.,1989,m,high_female,-0.6019540345401497
uc1.$b299591,"Armstrong, Martin Donisthorpe,","Adrian Glynde, | a novel, | $c: by Martin Armstrong",1930,m,,-0.601969291263711
njp.32101007891326,"Taylor, Jane,",Display,1815,f,high_female,-0.6019717989226309
uiuo.ark:/13960/t9x06rb2g,"Stretton, Julia Cecilia Collinson,",The ladies of Lovel-Leigh,1862,f,,-0.6021321445988486
uiug.30112046408131,"Gould, Nat.",King of the ranges : | a blend of fact and fiction / | $c: by Nat Gould.,1902,m,high_male,-0.6021427472498883
mdp.39015062609014,"Coetzee, J. M.,",Slow man / | $c: J.M. Coetzee.,2005,m,,-0.6022142351794816
uc2.ark:/13960/t1qf8q81v,"Hook, Theodore Edward,","Births, deaths, and marriages",1839,m,mixed,-0.6022433553660023
mdp.39015062065597,"Johnston, Hugh Anthony Stephens.",A selection of Hausa stories;,1966,m,high_male,-0.6022642142880985
mdp.39015049623997,"Padfield, Fiona.",Strip ; Snapshots / | $c: Fiona Padfield.,2000,f,high_female,-0.6023648309050853
uc1.32106018330834,"Dickson, Jack",Out of this world / | $c: Jack Dickson,2002,m,high_male,-0.6025081009604742
nyp.33433075768246,"Wilkins, George,",The two rectors,1825,m,mixed,-0.6025587582807768
mdp.39015030752052,"Linklater, Eric,",A spell for old bones.,1949,m,high_male,-0.6027362737673191
mdp.39015065370176,"Sutcliffe, Halliwell,",Lasses-love,1919,m,mixed,-0.6028020548679677
mdp.39015031224150,"Berckman, Evelyn.",Wait; | a novel.,1973,f,,-0.6028760101104866
uiuo.ark:/13960/t4th8w57x,"Farjeon, B. L.",The Duchess of Rosemary Lane,1876,m,,-0.6031127769706875
njp.32101068174711,"Jameson, Margaret.",Training,1887,f,high_female,-0.6031780727162057
mdp.39015016453097,"Barker, A. L. (Audrey Lillian),","John Brown's body, | $c: by A. L. Barker.",1969,f,,-0.6032718371986128
mdp.39015022670098,,The Mabinogion / | $c: a new translation by T.P. Ellis and John Lloyd.,1929,u,high_male,-0.603418514092712
uiuo.ark:/13960/t8hd8jz8v,"Holstein, Anthony Frederick,",The miseries of an heiress,1810,m,,-0.6034879570775297
mdp.39015002149113,"Graham, Winston.","Jeremy Poldark : | a novel of Cornwall, 1790-1791 / | $c: Winston Graham.",1961,m,mixed,-0.6036137996622082
nyp.33433082289962,,The toy book of birds and beasts,1876,u,high_male,-0.603657938468826
uc2.ark:/13960/t1mg7s22h,"McCulloch, William,",Bengali household tales,1912,m,,-0.6037066367170683
uc1.$b800678,"Nicole, Christopher.","King Creole, | $c: by Peter Grange.",1966,m,,-0.603727669182863
mdp.39015024236914,"De Selincourt, Hugh,",Realms of the day,1915,m,,-0.6037673079045733
mdp.39015058691299,,Tales from  Blackwood.,1858,u,,-0.60377813989716
inu.39000002909047,"A. L. O. E.,",The crown of success,1878,f,high_male,-0.6038691380616754
uc1.b3324266,"Lockhart, Laurence W. M.",Doubles and quits,1869,m,high_female,-0.604050315385178
dul1.ark:/13960/t2r50cr85,"Macquoid, Katharine S.",A faithful lover,1882,f,mixed,-0.6040570991696594
uc2.ark:/13960/t3ws8jv6c,"Cobbleigh, Tom,",Gentleman Upcott's daughter,1892,m,mixed,-0.6041109760705238
mdp.39015012192517,Petronius Arbiter.,"The Satyricon of T. Petronius Arbiter. | $c: Burnaby's translation, 1694. With an introduction by C. K. Scott Moncrieff. Ornamented by Martin Travers.",1923,u,high_male,-0.6043304920277625
mdp.39015011927624,"Lagerkvist, Pär,",The dwarf. | $c: [Translated from the Swedish by Alexandra Dick],1967,m,mixed,-0.6044051461017445
mdp.39015054456663,"Harrison, Paul,",Sea serpents and lake monsters of the British Isles / | $c: Paul Harrison.,2001,m,high_male,-0.6044372593779905
uc1.b3122092,"Aimard, Gustave,",Collected novels,1885,m,,-0.6044469139523279
uc1.32106014700378,"Lawrence, D. H. (David Herbert),",Short novels.,1956,m,high_female,-0.6045295985796035
nyp.33433074911227,,My lady,1862,u,high_female,-0.6046275562161973
mdp.39015005628212,"Lagerkvist, Pär,",The dwarf. | $c: [Translated from the Swedish by Alexandra Dick],1953,m,mixed,-0.6046287611644082
hvd.hwadal,"Scott, Walter,",The Waverley novels,1829,m,high_male,-0.6046953335828966
uiuo.ark:/13960/t2r50702r,"Pardoe,",The Hungarian castle,1842,f,,-0.604705073795542
uc1.$b392420,"Guillot, René,",The children of the wind. | $c: Selected and translated by Gwen Marsh.  Illustrated by William Papas.,1964,u,high_male,-0.6047140394210329
uc1.$b389693,"Conrad, Joseph,",Romance | $c: [by] J. Conrad and F. M. Hueffer.,1923,m,,-0.6047180678066935
mdp.39015064415196,"Banim, John,",The croppy;,1828,m,,-0.6047377674312356
mdp.39015028401597,"Gallico, Paul,",Thomasina / | $c: Paul Gallico.,1957,m,,-0.6048142503816367
uc1.b3325189,"French, Gerald,",John Jorrocks and other characters from the works of Robert Surtees.  Illustrated by the Rt. Hon. the Earl of Ypres.,1947,m,high_male,-0.604945336597451
uiuo.ark:/13960/t3st84v0x,,"Millicent, or, The trials of life",1855,u,high_female,-0.6050174154867387
uiuo.ark:/13960/t2b85xg8d,"Ward, R. Plumer",Pictures of the world at home and abroad,1839,m,,-0.6051564031759361
uiuo.ark:/13960/t2x35f35s,"Tabor, Eliza.",A man's mistake,1881,f,high_female,-0.6051836461251049
uiuo.ark:/13960/t7wm20x0v,"Collins, Wilkie,",The moonstone,1868,m,mixed,-0.6052836394806056
inu.32000009267875,"Miller, Patrick, pseud.",Woman in detail; a scientific survey. | $c: With drawings by Mark Severin.,1947,m,high_female,-0.6053091022263943
mdp.39015047764322,"Ewing, Juliana Horatia Gatty,","Lob Lie-by-the fire; or, The luck of Lingborough",1885,f,mixed,-0.6054067097758762
nyp.33433074868302,"Hocking, Joseph,","And shall Trelawney die? ; and, The mist on the moors",1897,m,,-0.605450196461744
uc2.ark:/13960/t00z72z0g,"Capes, Bernard Edward Joseph,",Bag and baggage,1913,m,mixed,-0.6056205057429045
inu.39000004436130,"Chauncy, Nan.",Lizzie lights / | $c: Nan Chauncy ; illustrated by Judith White.,1968,f,high_female,-0.6056789935474395
uiuo.ark:/13960/t0xp78m8z,"Carter, Mary Elizabeth.",Mrs. Severn,1889,m,high_female,-0.6057213228442213
uiuo.ark:/13960/t18k7t95f,"Knight, Wynter Frore.",Our vicar,1879,u,mixed,-0.605743769954886
mdp.39015041912760,"Steven, Kenneth C.,",The summer is ended / | $c: Kenneth C Steven.,1997,m,high_male,-0.6057566753977939
uc1.b3796930,"Armstrong, Thomas.",The face of a madonna / | $c: by Thomas Armstrong.,1964,m,,-0.6058007625280836
uiuo.ark:/13960/t5cc1cg2j,"Erroll, Henry.",The academician,1888,m,,-0.605850115753877
coo.31924051745200,"Haig-Brown, Roderick Langmere,","Silver : | the life story of an Atlantic salmon / | $c: by R.L. Haig- Brown; illustrated by Capt. J.P. Moreton, M.C.",1931,m,,-0.6058527662048676
mdp.39015003450064,"Bates, H. E. (Herbert Ernest),","The two sisters, | $c: by H. E. Bates; with a foreword by Edward Garnett.",1926,m,high_female,-0.6058672645836725
uiuo.ark:/13960/t0bv80n02,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,-0.6058890491205335
wu.89098654809,"Bason, Frederick T.",Summer.,1960,m,high_female,-0.605933217089718
uiuo.ark:/13960/t4nk3rr17,"Hardinge, William M.",The willow-garth,1886,m,high_female,-0.6061437878350289
nyp.33433074963822,"De La Pasture, Henry,",Cornelius,1903,f,high_female,-0.6061654844178556
uc1.b3834725,"Eldershaw, M. Barnard.","Green memory, | $c: by M. Barnard Eldershaw ...",1931,u,high_female,-0.6062189478032035
mdp.39015057615885,"Dorrestein, Renate.",A crying shame / | $c: Renate Dorrestein ; translated from the Dutch by Hester Velmans.,2003,f,high_female,-0.6063755559398778
uiuo.ark:/13960/t8df71205,"Baring-Gould, S.",Court Royal,1886,m,,-0.6064868968461348
uiuo.ark:/13960/t2b85v820,"Palmer, Alicia Tindal.",The daughters of Isenberg: a Bavarian romance,1810,f,high_female,-0.6065687107676759
uiuo.ark:/13960/t9766382k,,Poor Nellie,1887,f,,-0.6066488197408311
nyp.33433074934690,"Campbell, Frances.",Dearlove,1906,f,,-0.6066796413004002
njp.32101072858093,"Radcliffe, Ann Ward,",The mysteries of Udolpho,1820,f,high_female,-0.6067218966430921
uc2.ark:/13960/t51g0m39f,"Perrin, Alice,",The vow of silence,1920,f,,-0.6067591425477729
uiuo.ark:/13960/t0ft8w186,"Chetwynd, Henry Wayland,",Mrs. Dorriman,1886,f,high_female,-0.6068021825595854
mdp.39015059976921,"Maitland, Sara,",On becoming a fairy godmother / | $c: Sara Maitland.,2003,f,high_female,-0.6068710090081235
mdp.39015058599609,"Jókai, Mór,",Timar's two worlds,1888,m,,-0.6068890421769833
uc1.$b470338,,Victorian tales for girls / | $c: edited with an introduction by Marghanita Laski.,1947,u,,-0.6069624572113543
uc1.$b244303,"Young, Francis Brett,","Cold Harbour, | $c: by Francis Brett Young.",1924,m,mixed,-0.607010075142481
hvd.32044086801990,,The English nights' entertainment,1826,u,,-0.6070662247967111
inu.32000000355802,"Young, Francis Brett,",Portrait of Clare. | $c: By Francis Brett Young.,1927,m,high_female,-0.6070683919444723
uiuo.ark:/13960/t9h42cg59,"Tabor, Eliza.",The last of her line,1879,f,high_female,-0.607071343891348
uiuo.ark:/13960/t0tq68p4z,"Elliot, Frances,",The ill-tempered cousin,1885,f,,-0.6071807915855469
uiuo.ark:/13960/t48p6nh04,,St. Clyde,1816,u,mixed,-0.607185399103886
mdp.39015046802446,"Hartley, L. P. (Leslie Poles),",My fellow devils.,1951,m,,-0.6072452081816021
nyp.33433082167739,"Dickens, Charles,",Our mutual friend,1866,m,mixed,-0.6073752761715434
mdp.39015018504962,"Weldon, John Lee.",Memory touches memory / | $c: John Lee Weldon.,1989,m,high_male,-0.6074146431788863
mdp.39015084099517,"Hill, Joe.",Gunpowder / | $c: Joe Hill.,2008,m,,-0.6074297533399761
uiuo.ark:/13960/t2c82wd69,"Peel, Augustus,",Honesty is the best policy,1860,f,high_female,-0.6074448213062881
mdp.39015067673478,"Eyre, Lucy.",If minds had toes / | $c: Lucy Eyre.,2007,f,,-0.6074640073747001
mdp.39015016453360,"Bates, H. E. (Herbert Ernest),",Sugar for the horse. | [New Uncle Silas stories] | $c: Illustrated by Edward Ardizzone.,1957,m,high_male,-0.6075088432429518
uc2.ark:/13960/t5cc13k70,"Field, Isobel,",Memories of Vailima,1903,u,high_male,-0.6075656649804861
mdp.39015059395023,"Crawford, F. Marion",The three fates,1892,m,,-0.6076273419748155
nyp.33433075743074,"Scott, Walter,",Guy Mannering;,1815,m,mixed,-0.6076367310506707
mdp.39015008307038,"Carr, J. L. (James Lloyd),",A month in the country / | $c: J. L. Carr.,1980,m,mixed,-0.6078549999782832
inu.39000001810311,"Stow, Randolph,",The bystander.,1957,m,,-0.6079686607836349
uiuo.ark:/13960/t0sq9gh3j,"St. Aubyn, Alan.",To his own master,1893,f,mixed,-0.6079772484112821
uiuo.ark:/13960/t5w674d6w,"Watson, Aaron,",The Marquis of Carabas,1892,m,,-0.6079924152832153
mdp.39015073486428,"Henty, G. A.",A final reckoning,1887,m,,-0.6081326663671158
uiuo.ark:/13960/t13n2fg6v,"Baring-Gould, S.",Mrs. Curgenven of Curgenven,1893,m,high_female,-0.6081601565801598
njp.32101063579070,,The lairds of Fife,1828,u,high_female,-0.6082993948166713
uiuo.ark:/13960/t02z1mq66,"Greville, Violet,",Keith's wife,1883,f,high_female,-0.6084002512725211
uiuo.ark:/13960/t5z60xn13,"Hamley, W. G.",The house of Lys,1879,u,,-0.6084640783256419
mdp.39015063933108,"Lewis, Eiluned.","Dew on the grass, | $c: by Eiluned Lewis; with a prefatory letter by Charles Morgan.",1934,f,high_female,-0.6084743922352334
uiuo.ark:/13960/t2z32406c,"Collins, Wilkie,",The new Magdalen,1873,f,,-0.6084982147844519
mdp.39015048933389,"St. John, Madeleine.",A stairway to paradise / | $c: Madeleine St. John.,1999,f,,-0.608612787308231
mdp.39015008982939,Apuleius.,The story of Cupid & Psyche,1903,m,high_female,-0.6086360728346035
uc1.32106014700402,"Lawrence, D. H. (David Herbert),",The complete short stories / | $c: D.H. Lawrence.,1960,m,high_female,-0.6087920433776928
uiuo.ark:/13960/t43r1h42r,"Shand, Alexander Innes,",Fortune's wheel,1886,m,,-0.6088691275720184
uiuo.ark:/13960/t2n59214k,"Kettle, Rosa Mackenzie,",Lewell pastures,1854,f,,-0.6089995200807528
uc2.ark:/13960/t53f4wx3d,"Milit͡syna, E.",The village priest,1918,u,high_male,-0.609038972671073
uiuo.ark:/13960/t64468r3z,,Flirts and flirts,1868,u,high_female,-0.6090524744993717
uiuo.ark:/13960/t3126jd97,"West,",The loyalists,1812,f,high_male,-0.6090777669950186
nyp.33433075768154,"Wilford, Florence,",Dominie Freylinghausen,1875,f,,-0.6091076581682215
mdp.39015066185250,"Conrad, Joseph,",The works of Joseph Conrad.,1925,m,high_male,-0.6091536031231704
uc2.ark:/13960/t4vh5g41s,"La Motte-Fouqué, Friedrich Heinrich Karl,",Sintram and his companions,1901,m,,-0.6092767208247583
uiuo.ark:/13960/t1pg29q9b,"Siddons, Henry,","The maid, wife, and widow",1806,m,mixed,-0.6095139744845182
mdp.39015054488864,"Pim, Herbert Moore,",The pessimist;,1914,m,,-0.609622091817911
mdp.39015060668970,"Ihimaera, Witi,",Band of angels / | $c: Witi Ihimaera.,2005,u,,-0.6096667477459498
uiuo.ark:/13960/t11n8m91x,"Lyster, Annette.",Riding out the gale,1877,f,high_male,-0.6097421333685136
uiuo.ark:/13960/t16m3rp3s,"Lillie, Arthur,",The cobra diamond,1890,m,mixed,-0.6097561469157518
njp.32101065704395,"Reade, John Edmund,",The light of other days,1858,m,high_female,-0.6097829941389687
uiuo.ark:/13960/t7gq7k57m,"Winter, John Strange,",The soul of the bishop,1893,m,mixed,-0.6098882921623973
uc1.b3579175,"Le Fanu, Joseph Sheridan,",The Wyvern mystery,1869,m,,-0.6099838604154793
nyp.33433073355632,"Dostoyevsky, Fyodor,",Poor folk,1894,f,,-0.6100586996802195
uiuo.ark:/13960/t6xw4sj8v,"Fenn, George Manville,",King of the castle,1892,m,mixed,-0.6101588457660081
uc1.32106012441108,"Myerson, Julie",Laura Blundy,2000,f,,-0.6101638297614084
uc2.ark:/13960/t8pc2wd6s,"Wylie, I. A. R.",Tristram sahib,1916,f,,-0.6101689179301246
mdp.39015063949641,"Rea, Lorna, Mrs.","The happy prisoner, | $c: by Lorna Rea; wood engravings by Leslie N. Smith.",1931,f,high_female,-0.610333306102197
uc2.ark:/13960/t8x924q66,"Lever, Charles James,",[Charles Lever's novels,1872,m,,-0.6104233992536998
mdp.39015063913597,"Caine, Hall,",The bondman,1890,m,high_male,-0.610448508684606
uiuo.ark:/13960/t36119k6f,"Carne, John,",Stratton hill,1829,m,,-0.6105534761044957
mdp.39015073480538,"Henty, G. A.",The young colonists,1885,m,high_male,-0.6105573792298842
uiuo.ark:/13960/t4kk9sz3z,,Laura Gay,1856,u,,-0.6105881325150445
uc1.$b252046,"Tarrant, Noëline.",Dead on noon.,1965,u,mixed,-0.6107248821885493
mdp.39015058132948,"Merriman, Catherine.",Brotherhood / | $c: C.A. Merriman.,2003,f,mixed,-0.6107265154432504
uiuo.ark:/13960/t6ww7sb9g,"Greville, Violet,",Keith's wife,1883,f,high_female,-0.6108431097555993
uiuo.ark:/13960/t87h23t3j,"M'Donogh, Felix,",The highlanders,1824,m,high_female,-0.6109332945755699
uc2.ark:/13960/t6d21tp04,,"Makanna, or, The land of the savage",1834,u,,-0.6109425531078565
uiuo.ark:/13960/t6n01jf5k,"Harding, Anne Raikes,",Realities,1825,f,high_female,-0.6109998919908365
inu.30000110591652,"Ashley, Trisha.",A winter's tale / | $c: Trisha Ashley.,2008,f,mixed,-0.6111368358214191
uc1.b3579136,"Broughton, Rhoda,",Doctor Cupid,1889,f,high_female,-0.6111547936320614
uc2.ark:/13960/t3gx4k019,"Fortescue-Brickdale, Eleanor.",Eleanor Fortesque Brickdale's Golden book of famous women,1919,f,high_female,-0.611312916507054
njp.32101068162740,"Adams, F. Colburn","Our world, or, The democrat's rule",1855,m,high_male,-0.6114594701312528
uc1.b4082853,"Webb, Mary Gladys Meredith,",Collected works.,1928,f,,-0.611514583448179
uc1.b3407007,"Lewis, C. S. (Clive Staples),","The last battle, | a story for children; | $c: illustrated by Pauline Baynes.",1956,m,mixed,-0.6115614377779599
nyp.33433076093461,"Disraeli, Benjamin,",Collected edition of the novels and tales,1871,m,,-0.6117637476688729
uc1.$b783832,"Gielgud, L. E. (Lewis Evelyn),",Red soil / | $c: by L.E. Gielgud.,1926,m,mixed,-0.6117919473594646
uc1.b3787814,"Castro, Ferreira de,",The mission / | $c: by Ferreira de Castro ; with an introd. by Alvaro Salema ; [translted by Ann Stevens].,1963,m,high_male,-0.6118941712914369
njp.32101027913449,,The Sepoy's daughter,1860,u,mixed,-0.6119017368453854
njp.32101075688927,"Defoe, Daniel,",Romances and narratives,1899,m,high_male,-0.6119954359795198
uiuo.ark:/13960/t72v2tc6g,"Carey, Rosa Nouchette,",The search for Basil Lyndhurst,1889,f,,-0.6120566542218335
njp.32101063580532,"Howard, Mary M.",Compton Merivale,1850,f,,-0.6121373300592128
wu.89006531800,"Strang, Herbert.",Humphrey Bold;,1909,m,,-0.6121972443943897
uc1.b3548202,"Conrad, Joseph,",The works of Joseph Conrad.,1923,m,high_male,-0.6122325316110626
uc2.ark:/13960/t50g3mg58,"Safroni-Middleton, A.",South Sea foam,1919,m,,-0.6122657782942738
njp.32101063693673,"Paget, Francis Edward,",The curate of Cumberworth ; and The vicar of Roost,1859,m,mixed,-0.6122983498130695
mdp.39015008542790,,The Mabinogion / | $c: a new translation by T.P. Ellis and John Lloyd.,1929,u,high_male,-0.61250834151943
uiuo.ark:/13960/t8pc3mf2c,"Riddell, J. H.,",The Earl's promise,1873,f,,-0.612542148793102
uc1.b3324209,"Huth, Alfred Henry,","A true relation of the travels and perilous adventures of Mathew Dudgeon, gentleman",1894,m,high_male,-0.6126749359090693
uiuo.ark:/13960/t18k7kz90,"Baring-Gould, S.",The queen of love,1894,m,mixed,-0.6127155064452707
uiuo.ark:/13960/t8hd8gh7q,"Southey, Robert,",The doctor,1865,m,high_male,-0.6127701631918944
uiuo.ark:/13960/t4kk9pz5p,"Hardy, Duffus,",Madge,1878,m,high_female,-0.6128694054429833
uiuo.ark:/13960/t8rb7n92s,"Payn, James,",The burnt million,1890,m,,-0.6128776531378111
inu.39000005766469,"Potter, Frederick Felix.","The adventures of Kwaku; | Ashanti folk tales, | $c: by F. F. Potter and Harold Cooper, illus. by Elizabeth Quayle.",1938,m,high_male,-0.6128811460379356
uc1.$b284294,"De la Mare, Walter,",The nap and other stories / | $c: by Walter de la Mare.,1936,m,,-0.6129089836518391
mdp.39015063928157,"[Hawker, Mary Elizabeth]",Cecilia de Noël,1891,f,high_female,-0.6129187504162908
mdp.39015059376262,,The New British novelist;,1830,u,,-0.6129675799204581
inu.30000056127586,"Ouida,",In Maremma,1882,f,,-0.6130033571383391
uc2.ark:/13960/t2j67bt3c,"Lytton, Edward Bulwer Lytton,",Novels of Sir Edward Bulwer Lytton,1859,m,,-0.6130350810426894
uc1.b3338160,"Dautert, Erich,","Big game in Antarctica, | $c: by Erich Dautert.",1937,m,high_male,-0.6130972168923355
uiuo.ark:/13960/t3dz0vk4w,"Reade, Charles,",Put yourself in his place,1870,m,,-0.6131556960162744
uiuo.ark:/13960/t13n2ss1m,"Stevens, Augusta De Grasse.",Miss Hildreth,1888,f,,-0.6132643113389138
uc1.$b243637,"Onions, Oliver,",The story of Ragged Robyn.,1949,m,,-0.6132741771692528
uc2.ark:/13960/t78s4m548,,The diamond fairy book,1897,m,,-0.6133108380132546
inu.39000001774020,"Godden, Rumer,",Black narcissus / | $c: by Rumer Godden.,1939,f,high_female,-0.6133232674455718
mdp.39015005310183,"Sproul, Barbara C.",Primal myths : | creating the world / | $c: Barbara C. Sproul.,1980,f,high_male,-0.6133320311312896
uc2.ark:/13960/t3mw2b021,"Pollock, Walter Herries,",The picture's secret. A story,1883,m,,-0.613403146782638
uiuo.ark:/13960/t3rv0x09k,"Davenport, Selina,",The hypocrite;,1814,f,high_female,-0.6134142245355415
njp.32101068163797,,Lavinia Fitz-Aubyn,1816,u,high_female,-0.6134810688332186
hvd.hwjw2n,"Ferrier, Susan,","Destiny; or, The chief's daughter",1831,f,high_female,-0.6134919935318938
uc1.b3324476,"Howard, Edward,","Sir Henry Morgan, the buccaneer",1842,m,high_male,-0.6135541152596998
njp.32101064911868,"Marryat, Frederick,",The novels of Captain Marryat,1895,m,,-0.6136081404137552
nyp.33433074943725,"Austen, Jane,",The novels of Jane Austen,1892,f,,-0.6136115013314907
uiuo.ark:/13960/t76t11v96,"Fothergill, Caroline.",Put to the proof,1883,f,high_female,-0.613620421309989
uc1.b4282907,"Niẓāmī Ganjavī,",The story of the seven princesses / | $c: [by] Nizami ; [translated from the Persian and edited by R. Gelpke ; English version by Elsie and George Hill].,1976,u,high_male,-0.613670726519758
uiuo.ark:/13960/t3223jg3d,"Smart, Hawley,",Bound to win,1877,m,,-0.613743797660363
uiuo.ark:/13960/t0bv80m2k,"Marsh-Caldwell, Anne,",The triumphs of time,1844,f,,-0.6137599799698498
uiuo.ark:/13960/t4dn4nx8h,"Martineau, Harriet,",Deerbrook,1839,f,,-0.6138484062629701
uiuo.ark:/13960/t0tq6g56p,"Morier, David R.",Photo the Suliote,1857,m,,-0.6139271353714237
uc1.$b111876,"'Edith', pseud.","Somersaults and strange company, | $c: by 'Edith'.",1937,u,,-0.6140269877033941
mdp.39015030711249,"Reade, Charles,",Very hard cash,1864,m,mixed,-0.614051212207344
hvd.hn2he5,,"The Governess, or, Evening amusements at a boarding school",1800,u,,-0.6140937423648023
inu.39000005534958,"Sheffield, John.",The original Robin Hood : | a translation of the early tales / | $c: John Sheffield ; illustrated by John Clark.,1982,m,high_male,-0.6141971531008555
mdp.39015065763503,"Smith, Horace,",Walter Colyton,1830,m,,-0.6144176217020504
uiuo.ark:/13960/t4sj2088r,"King, Richard Ashe,",Love the debt,1882,m,mixed,-0.614525497340962
uc1.$b188519,"Des Ligneris, Françoise,",Psyche '63. | $c: Translated from the French by Rosemary Dinnage.,1963,u,,-0.614632248687325
uc2.ark:/13960/t5h993w83,"Maclean, Donald.","The man from Curdie's River; or, Where men are made",1907,m,high_male,-0.6147386450856266
uc1.b4948816,"Tutuola, Amos",The witch-herbalist of the remote town / | $c: Amos Tutuola,1981,m,high_female,-0.6150015304804204
uiuo.ark:/13960/t80k32n48,"Chamier, Frederick,",Passion and principle,1842,m,high_female,-0.6150023032184422
uc1.$b244308,"Young, E. H. (Emily Hilda),",Miss Mole / | $c: by E.H. Young.,1950,f,high_female,-0.6150220408078295
mdp.39015073748405,,The British essayists;,1823,m,high_male,-0.615048754616266
uc1.b3872886,"Graves, Robert,","The Golden Fleece, | $c: by Robert Graves.",1944,m,,-0.6150783477423203
mdp.39015016769575,"Willcocks, M. P.",Change,1915,f,,-0.6150926280538545
mdp.39015059389604,"Barrett, Eaton Stannard,",The heroine,1813,m,mixed,-0.6151005377705249
uc1.$b285107,"Saki,","The Westminister Alice, | $c: by ""Saki"" (H.H. Munro) illustrated by F. Carruthers Gould with a foreword by J.A. Spender.",1927,f,high_female,-0.6151248331902262
uc1.32106017521136,"Markham, Philip",The fair cop / | $c: Philip Markham,1999,m,high_male,-0.6152011505167847
uiuo.ark:/13960/t12n5t636,"English, John,","The grey friar, and the black spirit of the Wye",1810,m,high_male,-0.6152126696173192
uc2.ark:/13960/t1dj5hp5s,"Broughton, Rhoda,",Dear Faustina,1897,f,high_female,-0.6152357736274057
uiuo.ark:/13960/t8tb1n549,"St. Aubyn, Alan.",Orchard Damerel,1894,f,high_female,-0.6152657571126838
uiuo.ark:/13960/t7zk61690,"Merlin, pseud.","Strayed, but not lost",1876,u,mixed,-0.6153368422130977
uiuo.ark:/13960/t0vq3b84k,"Greville, Violet,",Creatures of clay,1885,f,high_female,-0.6153698914010259
umn.31951002088057g,"Wheatley, Vera.",The old superb.,1945,f,high_female,-0.6157383925319069
uc2.ark:/13960/t9q23t78j,"MacDonald, George,",Alec Forbes of Howglen,1865,m,mixed,-0.6157808066326238
uc2.ark:/13960/t3cz33x05,"Ker, David,",Under the flag of France,1908,m,high_male,-0.6159080089797637
